year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,11,18104.9,86772.2,101197.9,103083.0,863990.5,1448291.6,-0.000,0.1349,0.4486,0.4166,3.408e-5,6.175e-6,7.346e-4,0.0007,2,71,10.000,10.000,13.40,771.0,1.49e-14,5.54e-16
2,11,14740.6,70976.2,99612.1,137500.4,848697.3,1449913.5,-0.000,0.0829,0.4089,0.5082,2.837e-5,5.493e-6,7.439e-4,0.0011,2,63,10.000,10.000,13.39,770.2,9.77e-15,7.04e-16
3,11,14371.1,58542.2,97110.4,152887.5,846043.1,1452485.7,-0.000,0.0812,0.3655,0.5533,2.713e-5,4.885e-6,7.434e-4,0.0030,4,218,9.999,10.000,13.35,770.2,3.55e-15,1.71e-16
4,11,14455.3,48857.5,96370.3,160457.0,848048.9,1453251.0,-0.000,0.0860,0.3235,0.5906,2.717e-5,4.361e-6,7.446e-4,0.0001,1,7,9.999,10.000,13.31,770.5,1.17e-14,1.39e-16
5,11,14643.2,41174.0,97487.0,163533.4,852453.4,1452149.0,-0.000,0.0920,0.2858,0.6222,2.764e-5,3.929e-6,7.457e-4,0.0005,3,29,9.999,10.001,13.31,771.5,1.07e-15,6.85e-17
6,11,14837.5,35036.1,99364.2,163951.7,858000.0,1450250.5,-0.000,0.0978,0.2527,0.6495,2.817e-5,3.561e-6,7.461e-4,0.0009,3,57,9.999,10.001,13.34,773.2,3.91e-15,3.63e-17
7,11,15042.7,30128.0,100945.7,163008.6,863672.8,1448642.3,-0.000,0.1032,0.2240,0.6729,2.868e-5,3.250e-6,7.458e-4,0.0005,4,37,9.999,10.001,13.38,772.0,1.15e-14,5.00e-17
8,11,15354.5,26196.5,100847.7,161222.4,869064.1,1448754.8,-0.000,0.1080,0.1993,0.6926,2.923e-5,2.998e-6,7.447e-4,0.0013,2,80,9.999,10.001,13.40,770.7,1.78e-16,6.90e-17
9,11,15737.9,23036.3,98641.4,159080.2,873958.4,1450985.7,-0.000,0.1123,0.1784,0.7093,2.971e-5,2.780e-6,7.435e-4,0.0003,2,28,9.999,10.001,13.38,770.2,1.42e-14,1.40e-16
10,11,15951.8,20457.3,96521.6,156888.2,878488.2,1453132.9,-0.000,0.1160,0.1606,0.7234,2.999e-5,2.582e-6,7.437e-4,0.0007,3,58,9.999,10.001,13.33,770.2,9.77e-15,4.14e-17
