year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,9,45308.8,109521.3,187334.6,155232.6,996036.8,1128006.0,-0.000,0.1609,0.3503,0.4889,9.918e-5,1.858e-5,1.287e-3,0.0206,11,1992,9.994,10.006,28.85,1920.1,1.24e-14,2.47e-15
2,9,41026.4,110648.8,185120.4,116759.8,1028896.5,1138988.1,-0.000,0.1429,0.3367,0.5204,8.813e-5,2.254e-5,1.294e-3,0.2502,7,26784,9.930,10.070,28.85,1919.5,5.33e-15,9.14e-16
3,9,37643.2,124532.4,187600.3,109400.2,1025383.0,1136880.9,0.000,0.1301,0.3578,0.5121,8.168e-5,2.546e-5,1.297e-3,0.0132,8,1559,9.927,10.073,28.85,1922.3,1.55e-14,8.71e-16
4,9,34180.6,133474.3,185538.4,90199.1,1034756.8,1143290.7,-0.000,0.1188,0.3839,0.4974,7.711e-5,2.738e-5,1.297e-3,0.0769,10,5049,9.897,10.103,28.85,1920.8,4.97e-15,8.46e-16
5,9,34627.6,141915.4,187759.7,98139.5,1017963.1,1141034.7,-0.000,0.1107,0.3993,0.4900,7.346e-5,2.815e-5,1.299e-3,0.0002,3,15,9.897,10.103,28.85,1924.2,2.06e-14,1.61e-16
6,9,32188.4,145859.1,186103.2,87031.8,1023897.6,1146360.0,-0.000,0.1082,0.4107,0.4811,7.301e-5,2.892e-5,1.299e-3,0.0622,3,7056,9.871,10.129,28.86,1921.9,1.78e-15,3.63e-16
7,9,31930.1,149066.8,187817.3,86582.8,1019095.8,1146947.2,-0.000,0.1043,0.4169,0.4788,7.121e-5,2.908e-5,1.301e-3,0.0530,3,6951,9.853,10.147,28.85,1925.7,1.24e-14,7.98e-18
8,9,32594.3,151495.6,186730.3,88660.4,1012310.5,1149649.0,-0.000,0.1039,0.4209,0.4752,7.144e-5,2.933e-5,1.301e-3,0.0304,3,3615,9.843,10.157,28.86,1923.2,4.44e-15,2.33e-18
9,9,32652.4,152358.1,187867.2,86769.2,1011660.9,1150132.2,-0.000,0.1031,0.4236,0.4733,7.125e-5,2.949e-5,1.303e-3,0.0282,8,3610,9.830,10.170,28.85,1927.6,2.56e-14,1.66e-16
10,9,31744.8,153371.8,187451.1,83442.1,1012523.9,1152906.3,-0.000,0.1025,0.4248,0.4727,7.075e-5,2.951e-5,1.303e-3,0.0471,4,6142,9.814,10.186,28.86,1925.2,5.33e-16,1.29e-16
11,9,31292.3,153479.7,187821.7,79146.0,1014021.7,1155678.5,-0.000,0.1009,0.4264,0.4727,7.009e-5,2.958e-5,1.304e-3,0.0591,3,7636,9.791,10.209,28.85,1928.8,3.38e-15,1.26e-16
