year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,9,40851.6,85851.9,8589.8,288424.8,1039482.9,1158239.0,-0.000,0.2812,0.6665,0.0523,8.199e-5,7.203e-6,6.583e-5,0.0000,2,5,10.000,10.000,-4.21,128.0,1.05e-14,9.25e-17
2,9,37808.6,59761.5,8590.2,353774.3,1002933.5,1158571.9,-0.000,0.3198,0.6062,0.0740,7.055e-5,7.343e-6,6.594e-5,0.0027,3,376,9.998,10.003,-4.21,128.0,1.60e-14,4.47e-16
3,9,36285.2,48877.1,8590.2,382418.7,986684.0,1158584.7,-0.000,0.3639,0.5474,0.0887,6.732e-5,7.594e-6,6.600e-5,0.0001,1,12,9.998,10.003,-4.21,128.0,5.33e-15,5.82e-17
4,9,35439.7,44251.4,8585.0,395956.4,978614.6,1158592.9,-0.000,0.3860,0.5170,0.0970,6.547e-5,7.696e-6,6.604e-5,0.0000,0,0,9.998,10.003,-4.21,128.0,5.15e-15,1.45e-15
5,9,34980.5,42219.9,8581.2,402890.9,974158.4,1158609.0,-0.000,0.3958,0.5029,0.1013,6.444e-5,7.719e-6,6.607e-5,0.0002,4,11,9.998,10.003,-4.21,127.9,1.10e-14,1.02e-15
6,9,34751.4,41269.2,8575.7,406655.7,971571.7,1158616.3,-0.000,0.4001,0.4965,0.1034,6.390e-5,7.709e-6,6.609e-5,0.0000,0,0,9.998,10.003,-4.21,127.9,1.10e-14,9.43e-17
7,9,34635.4,40774.9,8575.3,408710.1,970118.5,1158625.8,-0.000,0.4022,0.4933,0.1045,6.362e-5,7.688e-6,6.611e-5,0.0001,1,8,9.998,10.003,-4.21,127.9,1.05e-14,1.91e-16
8,9,34578.4,40475.1,8573.3,409770.7,969410.7,1158631.8,-0.000,0.4034,0.4915,0.1051,6.347e-5,7.663e-6,6.615e-5,0.0000,0,0,9.998,10.003,-4.21,127.9,1.05e-14,4.69e-16
9,9,34556.5,40260.6,8572.5,410226.3,969185.8,1158638.4,-0.000,0.4043,0.4902,0.1055,6.341e-5,7.636e-6,6.618e-5,0.0000,1,4,9.998,10.003,-4.21,128.0,9.06e-15,4.95e-16
10,9,34559.9,40106.1,8571.7,409778.7,969626.6,1158796.9,-0.000,0.4052,0.4891,0.1058,6.342e-5,7.618e-6,6.620e-5,0.0011,4,133,9.997,10.004,-4.21,128.0,1.47e-14,1.12e-15
11,9,34563.3,39979.5,8572.1,409815.7,969708.8,1158800.6,-0.000,0.4059,0.4882,0.1059,6.342e-5,7.599e-6,6.621e-5,0.0000,0,0,9.997,10.004,-4.21,128.0,1.49e-14,6.76e-16
12,9,34568.5,39858.1,8574.4,409586.9,970047.8,1158804.3,-0.000,0.4064,0.4874,0.1061,6.343e-5,7.577e-6,6.625e-5,0.0000,1,3,9.997,10.004,-4.21,128.0,1.51e-14,4.91e-17
13,9,34578.6,39745.7,8576.4,409240.0,970493.0,1158806.3,-0.000,0.4071,0.4866,0.1063,6.345e-5,7.558e-6,6.627e-5,0.0000,0,0,9.997,10.004,-4.21,128.1,1.51e-14,3.34e-16
