world,runs,ways_seen,ways_a_run,ways_agree,held_a_run,held_agree,shares_agree,same_largest_way,forms_agree
control,6,46,42.666666666666664,0.9103080688924976,8.166666666666666,0.6019528619528619,0.7657730956540361,2,0.03500994267905964
e100,6,47,38.666666666666664,0.7576886881234708,5.833333333333333,0.378042328042328,0.674695075682729,6,0.02646747634406557
unit,6,47,40.666666666666664,0.8434935427845294,8.166666666666666,0.6634006734006734,0.770868902303052,4,0.037710725959536166
