step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,176,30.97,0.16,7.80,0.02,8.17,0.00,1.04,0.000,0.032,218025.1,138033.9,1,11,3.32,1.02,1.06,14.4249,303.93,35925.1,0.0796,17.8425,5462,13.8702,2210,3.2600,13549.3,61.81,44.0165,0.0,0.0000,0.898,0.1313
10000,1,286,34.56,0.47,9.05,0.48,8.41,0.00,1.10,0.000,0.060,216891.3,143330.0,1,43,3.63,1.04,1.09,14.8224,301.43,30194.9,0.0761,17.2931,5461,13.8677,1987,3.4462,15898.5,102.89,57.5870,0.0,0.0000,0.929,0.3256
10000,2,521,34.76,0.33,8.51,0.43,9.50,0.01,1.07,0.006,0.112,203601.9,128546.2,1,47,3.51,1.05,1.05,13.4979,406.01,25438.6,0.1206,15.8191,5461,13.8677,1743,3.3228,14921.3,135.31,59.0939,0.0,0.0000,0.945,0.4519
20000,0,143,37.38,0.28,9.20,0.20,9.17,0.00,1.06,0.000,0.031,96137.6,85705.6,1,36,3.52,1.08,1.04,4.2357,87.58,29728.1,0.0000,9.2465,5462,4.9918,2265,2.3452,4430.4,59.62,20.9962,0.0,0.0000,0.975,0.2018
20000,1,419,42.89,0.43,8.60,0.14,12.11,0.02,1.15,0.019,0.102,55013.3,37635.7,1,21,3.90,1.14,1.18,2.1331,270.70,33119.4,0.0000,5.2143,5461,4.9909,1871,1.1076,2471.6,137.06,13.1587,0.0,0.0000,0.986,0.3823
20000,2,518,40.58,0.45,8.68,0.09,10.78,0.02,1.14,0.015,0.118,48612.2,30200.8,1,34,3.73,1.18,1.13,1.9984,515.65,28540.7,0.0000,4.6583,5461,4.9909,1771,1.1058,2444.9,103.33,13.2106,0.0,0.0000,0.872,0.3347
30000,0,251,54.52,0.34,8.98,0.20,17.71,0.00,1.12,0.000,0.077,175049.9,155646.4,0,12,4.38,1.15,1.09,9.9041,375.79,34192.9,0.0944,16.0473,5462,11.2548,2312,5.9638,16127.7,105.54,45.2953,0.0,0.0000,0.984,0.2680
30000,1,338,31.06,0.32,6.38,0.14,8.67,0.00,1.12,0.000,0.061,173335.2,154165.7,2,25,3.20,1.14,1.07,10.8447,252.78,30303.6,0.1318,15.7073,5461,11.2527,2099,6.1590,18411.4,97.03,57.8815,0.0,0.0000,0.936,0.3091
30000,2,310,40.97,0.60,7.15,0.20,16.07,0.04,1.15,0.013,0.085,160239.9,127168.7,1,22,4.05,1.19,1.10,9.5553,249.37,25652.0,0.1107,14.5025,5461,11.2527,1909,5.4802,17290.9,97.42,61.1540,0.0,0.0000,0.892,0.3347
40000,0,282,40.67,0.29,7.87,0.00,11.88,0.00,1.11,0.000,0.065,95268.1,63881.2,1,30,3.66,1.09,1.08,4.8368,177.88,36686.5,0.0000,8.7158,5462,4.7639,1757,3.4061,5158.3,152.73,20.5845,0.0,0.0000,0.960,0.3912
40000,1,191,36.06,0.30,8.06,0.00,9.37,0.00,1.10,0.000,0.038,55354.1,36356.2,1,21,3.30,1.07,1.10,2.5406,301.35,33070.6,0.0000,5.1362,5461,4.7631,1815,1.0989,2577.6,68.33,13.6629,0.0,0.0000,0.815,0.2432
40000,2,377,33.79,0.36,6.62,0.02,9.54,0.01,1.14,0.005,0.072,51748.0,32385.7,1,40,3.33,1.11,1.13,2.3919,341.13,29910.4,0.0000,4.5968,5461,4.7631,1374,0.9503,2438.0,78.94,13.3862,0.0,0.0000,0.941,0.2749
