step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,395,55.66,0.48,15.72,0.21,19.60,0.02,1.06,0.010,0.162,232449.1,170018.1,1,26,5.23,1.05,1.05,10.8547,413.14,37529.8,0.0478,18.4600,5462,17.5567,1194,3.4929,13947.0,164.76,41.9011,0.0,0.0000,1.000,0.4123
10000,1,210,54.65,0.65,16.33,0.18,18.95,0.04,1.11,0.019,0.087,222213.8,171284.8,1,35,5.53,1.11,1.11,11.3861,191.52,38146.4,0.0351,17.2461,5461,17.5535,992,3.2874,14432.9,92.11,54.2404,0.0,0.0000,1.000,0.2771
10000,2,162,51.71,0.38,16.81,0.42,16.90,0.00,1.04,0.000,0.064,212635.5,171745.6,1,18,5.14,1.06,1.00,11.3594,150.03,35558.6,0.0323,16.2982,5461,17.5535,878,2.8900,12938.7,43.11,58.9059,0.0,0.0000,1.000,0.1785
20000,0,247,80.58,0.38,22.69,0.43,19.83,0.03,1.04,0.016,0.122,109381.3,52230.1,1,27,5.87,1.08,1.06,2.4755,361.85,28876.6,0.0072,10.4988,5462,6.3515,1089,2.1977,4385.2,98.90,20.1299,0.0,0.0000,1.000,0.2457
20000,1,191,82.58,0.92,20.87,1.34,22.84,0.10,1.07,0.052,0.101,58815.9,28512.3,0,33,6.54,1.11,1.02,1.2613,201.37,39819.6,0.0000,5.8611,5461,6.3503,1207,0.8806,1918.7,138.57,14.2872,0.0,0.0000,1.000,0.4333
20000,2,115,84.78,0.67,25.82,0.47,18.05,0.04,1.09,0.026,0.059,47103.4,23822.8,0,31,6.17,1.09,1.09,0.9291,149.62,39982.1,0.0000,4.7113,5461,6.3503,1091,0.6654,1423.8,62.53,13.7615,0.0,0.0000,1.000,0.2587
30000,0,232,39.15,0.45,11.30,2.20,12.97,0.01,1.10,0.004,0.073,199278.3,152730.4,1,33,4.52,1.08,1.13,7.3628,164.25,35707.1,0.0068,18.4925,5462,15.3768,867,3.9381,14424.2,56.73,42.3327,0.0,0.0000,1.000,0.2131
30000,1,524,40.85,0.73,10.19,0.83,19.15,0.08,1.16,0.027,0.184,192937.1,164840.9,1,43,4.66,1.20,1.14,8.2105,367.02,37784.4,0.0003,17.6963,5461,15.3739,1025,4.2669,15809.0,162.20,56.0942,0.0,0.0000,1.000,0.4671
30000,2,337,39.22,0.98,8.78,1.09,18.93,0.04,1.28,0.018,0.115,177708.3,161105.4,1,57,4.59,1.34,1.25,7.7638,148.22,40679.6,0.0000,16.1931,5461,15.3739,708,4.0405,14628.5,81.07,60.9047,0.0,0.0000,1.000,0.3142
40000,0,274,43.61,0.67,12.57,0.05,12.50,0.02,1.12,0.007,0.080,115343.4,63666.8,2,51,4.26,1.12,1.10,2.1715,106.35,30840.1,0.0306,11.1956,5462,7.1050,776,0.9883,3530.0,92.43,20.5226,0.0,0.0000,1.000,0.2373
