step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west
10000,1098,1.284,1.543,14.60,57542,48519,0,8841,503,944097,652556.6,453021.6,0.128,0.682,0.098,0.092,111,29.51,13.77,0.15,1.49,7.85,5.39,0.22,2.14,10.64,11.47,0.01,0.21,0.279,0.174,638,0.047,0.026,0.943,0.008,0.024,123643,104471,1,0.002,0.998,0.047,1953470,0.179,2.799,0.186,50.85,47716,168,0.480,0.247,0.364,5777499,1.05,2.17,0.375,0.527,0.004,8.6,31.8,48.0,93.2,20711,0.079,0.00,0.0056,0.094,441,0.574,0.001,0.426,0.549,3.38,4.46,4.48,0.02,0.010,1.05,1.05,1.05,0.604,0.00437,32.57,29.3673,609.65,106404.1,140122.1,0.111,17.4663,125.349,0.000,1.000,0.153,33.8,54.047,151.500,4045,23412.5,21.32,58.200,6.61,10.020,489.0,4.317,0.134,2.00,5.7805,6347.0,0.4851,0.2955,18.86,1.729,0.388,1.5345,0.0000,0.492,0.191,0.454,0.0000,5.02,1.36,5,16,40,64,50.2303,0.0007,0.4372,0.0000,0.0000,157.8524,100.00,91.4334,158.8579,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2964,0.0000,0.0000,0.0037,0.0015,0.000007,2,0.1149,0.0128,0.0177,49,178,444,0.0000,0.0000,0.0091,0.030,2.3479,0.0048,0.8006,0.0173,0.3161,0.1129,0.4800,0.00558
20000,1183,1.356,1.083,18.39,23326,19855,0,3342,44,328407,227761.1,136655.9,0.119,0.770,0.062,0.049,117,30.20,16.22,0.50,2.75,8.22,6.28,0.27,1.51,11.25,12.26,0.08,0.52,0.271,0.154,660,0.104,0.065,0.904,0.006,0.025,29577,21389,4,0.416,0.315,0.046,591989,0.249,2.392,0.127,21.26,14608,191,0.416,0.296,0.391,1659719,1.18,2.46,0.424,0.572,0.030,8.0,32.0,50.4,124.1,23943,0.091,0.00,0.0017,0.107,351,0.346,0.000,0.376,0.280,3.54,4.52,4.45,0.17,0.057,1.19,1.15,1.19,0.373,0.00283,3.77,5.3856,611.73,112802.9,140122.1,0.000,4.2424,46.574,0.000,1.000,0.247,38.0,20.107,53.792,2958,16145.4,22.90,17.267,6.22,2.447,285.4,0.812,0.135,2.00,6.1042,7221.3,0.5438,0.3312,20.24,1.723,0.458,0.4655,0.0000,0.769,0.097,0.991,0.0000,5.10,1.65,5,16,49,81,17.7832,0.0000,0.4336,0.0000,0.0000,48.7898,100.00,101.8691,86.3636,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3029,0.0000,0.0000,0.0035,0.0015,0.000005,0,0.0581,0.0152,0.0171,46,158,512,0.0000,0.0000,0.0015,0.007,1.2134,0.0041,0.3549,0.0085,0.4748,0.0820,0.4182,0.00593
30000,1033,1.587,0.867,20.31,60664,48033,0,12749,31,1367612,575392.7,568475.0,0.113,0.794,0.081,0.012,95,38.64,19.80,0.85,4.79,11.71,8.51,1.18,4.29,12.87,11.92,0.08,0.55,0.306,0.188,664,0.062,0.027,0.943,0.006,0.024,104592,71067,2,0.403,0.341,0.167,765350,0.214,2.155,0.098,53.50,53281,191,0.416,0.224,0.439,6315964,1.23,3.18,0.457,0.541,0.025,10.6,42.0,59.7,140.0,27497,0.105,0.00,0.0043,0.106,204,0.520,0.001,0.532,0.441,4.29,5.30,5.23,0.10,0.032,1.23,1.19,1.27,0.559,0.00692,25.48,26.0111,789.29,115552.2,140122.1,0.001,17.1420,117.735,0.000,1.000,0.221,37.8,45.644,172.788,2378,12481.0,36.34,48.081,6.61,9.014,206.5,4.088,0.135,2.00,7.6387,7890.8,0.4469,0.3159,26.62,1.577,0.505,1.5345,0.0000,0.690,0.133,0.947,0.0000,6.06,1.46,8,25,49,81,39.6834,0.0007,0.4347,0.0000,0.0000,163.4149,100.00,92.7662,157.5044,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2939,0.0000,0.0000,0.0035,0.0013,0.000010,1,0.0994,0.0203,0.0149,43,159,462,0.0000,0.0000,0.0015,0.013,4.6471,0.0075,1.2548,0.0039,0.3549,0.1578,0.4912,0.01070
40000,655,1.623,0.381,9.07,13817,12687,0,1506,1,237728,228130.9,95355.5,0.122,0.707,0.118,0.052,178,40.90,15.12,0.16,1.18,17.93,8.26,0.67,3.16,22.48,9.99,0.01,0.25,0.445,0.179,449,0.092,0.124,0.869,0.000,0.008,17286,13248,1,1.000,0.000,0.098,490011,0.205,1.376,0.035,21.62,8413,256,0.401,0.236,0.186,1139286,1.03,1.79,0.458,0.542,0.003,17.3,43.8,53.8,85.4,27014,0.103,0.00,0.0015,0.096,146,0.350,0.000,0.294,0.305,6.18,6.75,6.53,0.30,0.056,1.01,1.04,1.02,0.373,0.00543,5.80,3.8085,303.93,123887.3,140122.1,0.000,2.4095,46.244,0.000,1.000,0.386,32.1,21.218,37.562,1196,5010.0,43.81,14.045,6.91,1.173,57.5,0.472,0.136,1.99,12.7556,8354.9,0.4050,0.3104,41.24,0.988,0.091,0.4655,0.0000,0.664,0.057,0.983,0.0000,7.09,0.39,19,48,49,81,18.8833,0.0028,0.4137,0.0000,0.0000,47.6834,100.00,107.8927,86.9973,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3159,0.0000,0.0000,0.0030,0.0013,0.000009,1,0.1067,0.0626,0.0392,53,179,673,0.0000,0.0000,0.0003,0.001,0.6806,0.0072,0.1977,0.0122,0.4375,0.1278,0.4591,0.00391
50000,1016,1.744,1.176,12.88,48725,40737,0,7547,80,883860,558092.8,423283.5,0.116,0.674,0.102,0.108,137,45.49,25.18,0.85,3.25,11.97,8.88,0.29,1.82,12.76,9.52,0.22,0.83,0.263,0.132,742,0.046,0.053,0.929,0.003,0.015,84502,68984,1,0.522,0.478,0.049,510235,0.226,2.490,0.138,53.78,38796,229,0.479,0.198,0.328,5458053,1.26,2.24,0.366,0.614,0.077,13.4,43.4,71.4,159.9,26288,0.100,0.00,0.0043,0.096,276,0.566,0.000,0.415,0.449,4.16,5.36,5.28,0.31,0.096,1.32,1.19,1.27,0.596,0.00551,30.97,19.9508,641.47,109601.0,140122.1,0.004,12.2492,114.175,0.000,1.000,0.299,37.3,47.519,131.722,3198,17480.3,16.48,45.077,6.02,7.416,433.0,3.642,0.132,2.01,8.3792,8513.2,0.4848,0.3510,25.87,1.751,0.334,1.5345,0.0000,0.768,0.104,0.985,0.0000,5.88,0.92,8,25,42,82,43.1018,0.0003,0.4213,0.0000,0.0000,159.2400,100.00,97.4562,158.4635,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3035,0.0000,0.0000,0.0031,0.0013,0.000008,0,0.1183,0.0128,0.0220,54,195,567,0.0000,0.0000,0.0077,0.022,2.4659,0.0056,0.9227,0.0266,0.3135,0.1284,0.5176,0.00371
60000,754,1.222,0.559,10.20,14928,14417,0,761,9,147321,231738.5,72150.5,0.149,0.639,0.089,0.122,138,40.96,17.72,1.90,5.74,11.80,8.87,2.60,5.07,24.16,16.91,0.41,1.23,0.278,0.138,566,0.058,0.068,0.923,0.000,0.009,16868,14155,1,0.866,0.134,0.463,1463518,0.236,1.674,0.056,21.56,8767,229,0.490,0.263,0.097,1495439,1.39,0.93,0.369,0.578,0.111,20.6,38.9,69.4,114.2,30509,0.116,0.00,0.0013,0.081,283,0.458,0.000,0.272,0.247,5.79,6.61,6.45,0.48,0.138,1.55,1.11,1.46,0.471,0.00295,4.67,3.3768,203.08,120338.9,140122.1,0.000,2.9514,46.233,0.000,1.000,0.375,42.2,21.742,49.519,1740,7922.1,21.84,17.166,6.32,2.060,109.4,0.718,0.134,2.00,11.9934,9043.0,0.3999,0.3652,40.46,1.083,0.198,0.4655,0.0000,0.586,0.099,0.804,0.0000,6.76,1.71,19,34,84,121,20.1416,0.0000,0.5146,0.0000,0.0000,47.9782,100.00,103.7292,87.9921,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3004,0.0000,0.0000,0.0030,0.0014,0.000004,3,0.0939,0.0491,0.0351,65,205,704,0.0000,0.0000,0.0072,0.042,0.3910,0.0089,0.1318,0.0172,0.4099,0.0665,0.4128,0.00287
70000,1361,1.720,1.728,15.59,54917,45089,0,9032,188,925853,546223.2,426443.8,0.106,0.724,0.064,0.106,106,38.89,25.55,1.03,4.22,9.06,8.09,0.10,1.29,8.98,8.58,0.10,0.53,0.246,0.161,943,0.032,0.024,0.940,0.009,0.027,89703,70388,1,0.366,0.634,0.012,1194250,0.233,2.909,0.212,52.68,42816,192,0.461,0.232,0.367,5898037,1.33,2.76,0.367,0.579,0.042,9.9,37.7,64.7,284.2,26093,0.100,0.00,0.0045,0.084,457,0.556,0.000,0.434,0.415,3.42,4.56,4.54,0.21,0.077,1.33,1.33,1.33,0.586,0.00394,26.49,20.1690,1045.02,100021.1,140122.1,0.018,14.9704,110.846,0.000,1.000,0.153,40.2,45.675,157.283,4499,25875.9,17.42,44.818,6.17,10.002,723.0,4.117,0.136,1.99,6.1406,8357.3,0.5274,0.3436,19.17,1.937,0.111,1.5345,0.0000,0.189,0.131,0.030,0.0000,5.24,0.99,5,18,31,112,41.3595,0.0000,0.4004,0.0000,0.0000,162.2247,100.00,94.1708,155.4654,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3005,0.0000,0.0000,0.0034,0.0014,0.000006,1,0.1017,0.0103,0.0166,49,176,511,0.0000,0.0000,0.0086,0.028,3.1149,0.0067,1.0532,0.0154,0.3307,0.0973,0.4791,0.00577
80000,1024,1.547,1.164,14.28,19799,17518,0,2542,72,247080,214167.3,120950.8,0.098,0.656,0.097,0.148,82,38.96,21.97,1.12,3.72,10.03,8.24,0.22,1.39,9.43,9.28,0.25,0.89,0.253,0.158,792,0.030,0.030,0.947,0.004,0.019,25375,19752,1,0.632,0.368,0.053,322462,0.186,2.466,0.133,19.67,14149,206,0.490,0.267,0.379,1613554,1.35,2.76,0.281,0.646,0.086,9.8,39.2,68.3,183.6,21294,0.081,0.00,0.0022,0.079,303,0.419,0.000,0.277,0.292,3.70,4.82,4.80,0.41,0.125,1.38,1.33,1.36,0.442,0.00256,3.36,5.3723,804.94,111490.1,140122.1,0.000,6.4227,42.774,0.000,1.000,0.219,34.3,18.970,51.280,3138,17034.2,21.10,17.416,5.60,4.578,362.7,0.933,0.136,2.00,6.9720,7139.3,0.5291,0.3823,20.79,1.826,0.246,0.4655,0.0000,0.262,0.158,0.117,0.0000,5.50,0.84,5,21,36,95,16.9029,0.0005,0.4492,0.0000,0.0000,48.6645,100.00,94.1201,78.1827,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3041,0.0000,0.0000,0.0033,0.0014,0.000004,4,0.0611,0.0176,0.0196,55,191,546,0.0000,0.0000,0.0089,0.028,0.6614,0.0066,0.2389,0.0166,0.4419,0.0588,0.3159,0.00487
90000,985,1.581,1.585,18.99,52650,43131,0,9433,124,929021,537819.4,454731.2,0.134,0.740,0.092,0.034,86,42.00,23.82,0.21,1.81,9.23,7.52,0.01,0.29,11.39,10.90,0.03,0.33,0.232,0.157,609,0.070,0.030,0.938,0.007,0.024,87509,67459,1,0.606,0.394,0.003,207719,0.175,2.867,0.191,49.88,46149,204,0.489,0.211,0.354,5854887,1.08,2.29,0.427,0.572,0.010,12.0,44.0,68.0,200.0,20540,0.078,0.00,0.0048,0.090,313,0.542,0.000,0.412,0.422,3.62,4.74,4.71,0.04,0.014,1.08,1.08,1.09,0.571,0.00593,22.16,23.1143,718.67,104812.7,140122.1,0.002,20.4507,106.207,0.000,1.000,0.133,32.7,43.147,174.774,4020,23859.0,15.43,46.315,5.94,14.389,711.6,4.968,0.136,2.00,7.0214,6916.1,0.5169,0.3606,20.85,1.997,0.018,1.5345,0.0000,0.381,0.136,0.164,0.0000,5.30,1.02,6,22,34,100,38.2657,0.0000,0.4406,0.0000,0.0000,164.9800,100.00,88.1207,152.4958,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2964,0.0000,0.0000,0.0033,0.0013,0.000008,1,0.0869,0.0213,0.0150,49,191,507,0.0000,0.0000,0.0038,0.009,2.6423,0.0061,0.9167,0.0152,0.3511,0.1269,0.4482,0.01039
100000,945,2.172,1.413,18.74,16043,14109,0,1954,16,207899,204417.1,102589.9,0.239,0.687,0.068,0.006,81,51.29,33.96,0.73,3.63,9.13,9.07,0.56,3.95,18.40,21.12,0.07,0.46,0.199,0.159,650,0.044,0.049,0.924,0.001,0.026,20464,16199,2,0.574,0.277,0.034,20137,0.183,2.721,0.164,19.24,13050,193,0.493,0.296,0.215,1591803,1.27,1.88,0.385,0.557,0.024,16.0,50.0,87.8,374.5,27225,0.104,0.00,0.0012,0.054,353,0.468,0.000,0.340,0.294,4.54,5.45,5.46,0.12,0.040,1.27,1.28,1.26,0.488,0.00251,2.94,5.0293,664.96,105839.8,140122.1,0.000,6.9448,39.439,0.000,1.000,0.174,35.8,17.702,52.705,3734,20938.9,19.90,16.921,6.06,5.302,779.4,0.955,0.133,1.99,8.5490,8078.8,0.5105,0.3769,28.81,1.857,0.295,0.4655,0.0000,0.634,0.141,0.853,0.0000,5.93,1.41,8,25,60,169,15.8320,0.0003,0.4222,0.0000,0.0000,48.7882,100.00,92.1504,79.6749,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3029,0.0000,0.0000,0.0031,0.0013,0.000003,4,0.0793,0.0222,0.0224,52,201,577,0.0000,0.0000,0.0021,0.006,0.4194,0.0108,0.1471,0.0116,0.4110,0.0494,0.3110,0.00539
