step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west
10000,767,2.164,1.132,11.71,56445,45234,0,11137,750,1121632,669757.6,512721.7,0.136,0.606,0.164,0.094,111,54.55,29.58,0.50,1.55,16.12,13.33,0.24,1.41,18.85,14.23,0.02,0.19,0.284,0.176,584,0.023,0.030,0.961,0.001,0.008,129183,112060,1,0.330,0.670,0.055,970229,0.236,2.448,0.132,52.00,43468,173,0.457,0.239,0.292,5252474,1.07,3.83,0.248,0.631,0.010,15.5,55.9,93.6,157.7,27391,0.104,0.00,0.0046,0.080,162,0.604,0.001,0.483,0.574,5.29,6.25,6.33,0.05,0.030,1.07,1.05,1.08,0.643,0.00712,33.83,33.6001,754.69,111234.8,140215.1,0.115,20.1344,125.768,0.000,1.000,0.137,33.0,52.664,150.602,3064,16771.3,21.13,60.316,7.00,9.670,322.4,4.132,0.137,1.99,10.2950,7896.2,0.4376,0.2897,35.71,1.505,0.315,1.5299,0.0000,0.595,0.158,0.601,0.0000,7.25,0.71,10,36,60,81,47.9908,0.0007,0.4133,0.0000,0.0000,155.0474,100.00,88.1471,157.8217,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2893,0.0000,0.0000,0.0036,0.0015,0.000008,0,0.1118,0.0209,0.0180,50,172,432,0.0000,0.0000,0.0309,0.127,3.3940,0.0047,1.0677,0.0209,0.2841,0.1384,0.4888,0.00474
20000,553,3.056,1.276,18.42,10280,9144,0,1327,16,238099,215992.4,104575.9,0.063,0.719,0.150,0.068,105,82.15,53.33,0.63,1.80,22.71,19.48,0.75,2.99,20.50,15.26,0.06,0.34,0.259,0.138,495,0.013,0.063,0.915,0.002,0.020,13595,9894,1,0.002,0.998,0.141,354303,0.150,2.622,0.144,21.07,7025,259,0.439,0.179,0.213,1176012,1.06,3.76,0.132,0.684,0.031,19.7,70.7,159.2,326.5,24657,0.094,0.00,0.0019,0.108,115,0.454,0.000,0.369,0.329,6.16,6.97,7.10,0.12,0.054,1.09,1.05,1.06,0.479,0.00644,4.01,4.6659,712.84,108678.3,140215.1,0.007,5.5072,41.971,0.000,1.000,0.300,29.4,19.052,51.639,3387,18682.4,31.12,17.339,7.75,3.744,614.2,0.773,0.132,2.02,14.4630,7998.0,0.4836,0.3511,44.59,1.785,0.204,0.4701,0.0000,0.727,0.118,0.966,0.0000,7.98,1.30,12,42,81,168,16.3856,0.0000,0.4014,0.0000,0.0000,48.1785,100.00,94.3607,85.3906,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3126,0.0000,0.0000,0.0028,0.0011,0.000007,7,0.1264,0.0633,0.0441,69,220,638,0.0000,0.0000,0.0085,0.022,0.6670,0.0189,0.1836,0.0470,0.4079,0.0727,0.3399,0.00347
30000,1093,1.561,0.921,13.67,51508,40799,0,10040,128,1060246,571996.5,478571.8,0.056,0.799,0.090,0.055,95,39.99,18.59,0.75,2.64,9.99,8.26,1.20,4.09,17.77,13.33,0.05,0.44,0.248,0.162,849,0.022,0.038,0.948,0.003,0.012,90174,65726,1,0.277,0.723,0.191,1730959,0.141,2.203,0.099,52.38,44286,192,0.451,0.226,0.272,6244385,1.18,2.48,0.339,0.629,0.019,14.0,41.2,62.8,161.3,32466,0.124,0.00,0.0029,0.070,337,0.564,0.000,0.501,0.449,4.61,5.62,5.66,0.23,0.088,1.22,1.17,1.18,0.596,0.00612,26.70,23.3372,679.49,114171.1,140215.1,0.007,19.0520,113.465,0.000,1.000,0.272,44.1,46.125,167.240,2600,13225.2,18.53,48.535,6.72,12.245,259.4,4.486,0.135,2.00,7.6155,8323.7,0.4036,0.3383,29.70,1.402,0.364,1.5299,0.0000,0.838,0.074,0.999,0.0000,6.26,0.93,10,31,49,93,40.7321,0.0000,0.4364,0.0000,0.0000,159.3316,100.00,87.8377,156.1366,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3315,0.0000,0.0000,0.0033,0.0013,0.000008,1,0.1373,0.0192,0.0185,50,177,489,0.0000,0.0000,0.0155,0.043,3.9383,0.0123,1.2625,0.0082,0.3280,0.1190,0.4586,0.00507
40000,936,1.910,0.858,12.56,16849,14749,0,2252,3,333352,233656.1,133237.5,0.072,0.792,0.085,0.051,154,44.75,22.92,1.15,3.51,12.39,8.38,0.01,0.33,13.60,8.32,0.03,0.26,0.273,0.134,746,0.015,0.072,0.913,0.003,0.012,21310,15603,2,0.342,0.567,0.002,647794,0.202,2.149,0.095,22.65,9936,248,0.400,0.186,0.341,1870843,1.23,2.96,0.285,0.691,0.019,15.4,44.0,74.3,139.7,25418,0.097,0.00,0.0018,0.091,295,0.453,0.000,0.370,0.301,4.38,5.43,5.50,0.40,0.123,1.25,1.18,1.26,0.478,0.00391,5.10,4.5709,433.46,115389.8,140215.1,0.031,3.2740,48.305,0.000,1.000,0.346,33.1,21.312,45.872,2349,12463.3,24.50,16.638,6.46,1.817,286.5,0.650,0.133,2.00,8.6699,8115.0,0.4878,0.3254,27.16,1.600,0.214,0.4701,0.0000,0.768,0.080,0.987,0.0000,6.21,0.98,10,25,49,96,18.6096,0.0007,0.4017,0.0000,0.0000,47.4234,100.00,102.6817,98.3816,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2999,0.0000,0.0000,0.0031,0.0013,0.000005,2,0.0879,0.0310,0.0293,60,186,589,0.0000,0.0000,0.0025,0.005,0.6736,0.0077,0.2261,0.0256,0.3878,0.0820,0.4276,0.00297
50000,1143,1.023,1.066,18.19,53819,46317,0,6744,550,666550,561788.1,366369.1,0.110,0.773,0.088,0.030,106,33.49,25.84,1.10,3.21,6.66,6.94,0.34,2.10,13.12,12.44,0.01,0.14,0.203,0.145,828,0.036,0.039,0.949,0.002,0.010,79331,58544,3,0.492,0.365,0.047,493618,0.204,2.350,0.121,52.52,39125,237,0.550,0.194,0.182,7618669,1.24,6.42,0.140,0.651,0.009,11.9,25.4,65.6,251.0,24254,0.093,0.00,0.0037,0.091,379,0.561,0.000,0.660,0.352,3.88,5.70,4.13,0.26,0.108,1.27,1.28,1.22,0.581,0.00450,27.70,16.3499,389.13,110952.3,140215.1,0.005,13.2060,116.702,0.000,1.000,0.233,45.4,49.842,165.600,3043,15958.9,23.01,46.756,5.86,10.969,325.9,4.447,0.134,2.00,8.5856,9813.3,0.7181,0.4067,21.22,1.667,0.430,1.5299,0.0000,0.831,0.197,0.885,0.0000,6.52,0.97,6,14,46,121,45.8897,0.0013,0.5512,0.0000,0.0000,159.4629,100.00,88.4805,155.9741,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2933,0.0000,0.0000,0.0029,0.0012,0.000006,1,0.1183,0.0315,0.0182,66,221,614,0.0000,0.0000,0.0232,0.101,3.4996,0.0148,1.2555,0.0604,0.3408,0.1284,0.4401,0.00685
60000,932,1.781,0.910,15.43,17411,16001,0,1581,40,222115,231387.6,96801.2,0.097,0.792,0.056,0.056,138,40.14,24.83,1.61,3.84,10.80,8.63,0.10,1.10,15.03,11.01,0.27,0.76,0.267,0.169,803,0.009,0.094,0.894,0.002,0.010,20580,15159,3,0.541,0.264,0.024,233929,0.165,2.143,0.097,22.13,11034,223,0.436,0.225,0.254,1946702,1.44,2.77,0.165,0.693,0.130,13.1,35.3,73.6,161.7,25666,0.098,0.00,0.0017,0.072,332,0.440,0.000,0.436,0.260,4.54,5.72,5.68,0.60,0.218,1.67,1.25,1.44,0.456,0.00336,4.48,3.8363,452.55,115086.6,140215.1,0.002,3.1906,47.040,0.000,1.000,0.255,36.4,21.758,50.663,2736,13287.2,13.70,17.162,6.21,2.400,255.0,0.786,0.135,2.00,8.3357,7768.9,0.4750,0.3343,27.54,1.412,0.503,0.4701,0.0000,0.632,0.215,0.642,0.0000,6.39,1.01,10,25,49,90,19.6147,0.0001,0.4109,0.0000,0.0000,47.9963,100.00,100.5725,91.1288,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3287,0.0000,0.0000,0.0030,0.0014,0.000005,0,0.1047,0.0204,0.0306,64,195,657,0.0000,0.0000,0.0021,0.012,0.7013,0.0143,0.2513,0.0740,0.4163,0.0807,0.4020,0.00473
70000,1152,1.488,1.155,14.79,62303,50695,0,10280,1108,913498,568229.4,428352.6,0.076,0.773,0.074,0.078,101,33.24,19.94,0.76,2.83,9.79,7.54,0.09,1.08,13.42,14.15,0.06,0.40,0.318,0.199,937,0.015,0.038,0.939,0.005,0.017,104873,79653,2,0.628,0.321,0.010,315215,0.181,2.480,0.134,53.61,51406,212,0.469,0.207,0.359,7290854,1.20,3.24,0.239,0.678,0.027,10.9,31.2,54.0,161.5,27703,0.106,0.00,0.0037,0.064,343,0.567,0.000,0.553,0.426,3.98,5.21,5.11,0.35,0.116,1.24,1.14,1.22,0.594,0.00485,29.27,21.4836,635.90,111475.1,140215.1,0.000,13.7165,117.621,0.000,1.000,0.254,35.7,48.950,158.258,3073,17113.0,24.50,47.189,6.34,9.417,338.0,4.058,0.134,2.01,6.3373,7300.6,0.4358,0.3269,24.05,1.388,0.414,1.5299,0.0000,0.777,0.129,0.953,0.0000,5.97,1.23,8,23,39,100,44.7346,0.0018,0.3898,0.0000,0.0000,158.3632,100.00,91.6059,157.1321,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3007,0.0000,0.0000,0.0034,0.0014,0.000009,0,0.0973,0.0130,0.0145,55,179,499,0.0000,0.0000,0.0549,0.085,4.5550,0.0067,1.6113,0.0321,0.3230,0.1368,0.4864,0.00888
80000,887,1.417,0.839,8.51,18050,16991,0,1227,97,187880,229947.4,84756.3,0.097,0.770,0.074,0.059,141,36.08,14.87,1.20,3.18,10.63,6.56,0.40,2.62,14.28,7.87,0.05,0.31,0.296,0.156,713,0.028,0.051,0.937,0.001,0.011,20726,16338,2,0.472,0.525,0.071,82224,0.176,2.114,0.093,21.79,9183,239,0.451,0.220,0.214,2169052,1.25,2.00,0.136,0.676,0.025,15.6,36.4,52.7,104.7,23514,0.090,0.00,0.0018,0.078,212,0.497,0.000,0.364,0.245,4.46,5.63,5.67,0.34,0.142,1.26,1.23,1.27,0.511,0.00288,4.61,3.4553,320.91,117088.0,140215.1,0.041,2.8194,46.663,0.000,1.000,0.381,33.4,21.707,51.778,2306,12288.3,13.25,16.813,5.89,2.177,248.2,0.790,0.130,2.01,8.3932,7444.8,0.4392,0.3418,26.51,1.310,0.101,0.4701,0.0000,0.733,0.047,0.998,0.0000,6.15,0.61,12,27,36,94,19.8599,0.0000,0.4374,0.0000,0.0000,48.4017,100.00,101.0706,91.5351,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2816,0.0000,0.0000,0.0032,0.0015,0.000004,0,0.0729,0.0180,0.0254,65,193,620,0.0000,0.0000,0.0070,0.021,0.4911,0.0111,0.1812,0.0823,0.3662,0.0808,0.4442,0.00404
90000,883,1.623,1.307,15.62,59245,48565,0,10611,73,851070,563556.4,456168.3,0.072,0.753,0.128,0.047,116,38.45,20.35,0.67,2.44,8.62,6.72,0.01,0.14,9.82,7.22,0.09,0.63,0.223,0.134,703,0.019,0.051,0.933,0.005,0.011,94767,74231,1,0.892,0.108,0.002,591191,0.185,2.646,0.153,53.22,43657,211,0.536,0.193,0.276,8566621,1.19,2.52,0.198,0.647,0.026,13.8,38.5,63.8,150.2,16882,0.064,0.00,0.0065,0.075,289,0.616,0.000,0.537,0.400,3.53,4.71,4.70,0.22,0.078,1.25,1.13,1.22,0.638,0.00610,28.11,18.4565,369.34,109852.1,140215.1,0.008,13.3256,119.879,0.000,1.000,0.220,26.2,49.715,160.765,3447,19663.1,14.35,46.992,5.09,10.542,691.9,4.360,0.135,1.99,7.7115,6809.3,0.6090,0.4048,19.12,1.956,0.082,1.5299,0.0000,0.862,0.074,0.999,0.0000,5.34,0.81,6,19,31,64,45.2871,0.0000,0.4349,0.0000,0.0000,158.7805,100.00,90.0644,156.7044,0.0,0.0000,0.0000,1.0000,0.0000,0,0.2893,0.0000,0.0000,0.0029,0.0012,0.000006,0,0.0954,0.0283,0.0148,66,218,573,0.0000,0.0000,0.0143,0.045,2.3257,0.0076,1.0049,0.0747,0.2913,0.1604,0.4893,0.00692
100000,884,1.489,0.670,12.01,19758,17189,0,2529,37,243406,232626.9,124172.6,0.063,0.759,0.150,0.027,119,41.49,20.05,1.09,4.24,11.35,8.19,0.66,3.12,18.59,13.58,0.02,0.18,0.267,0.143,732,0.020,0.063,0.920,0.001,0.016,24673,19228,2,0.029,0.969,0.135,230196,0.148,1.836,0.070,21.53,13429,235,0.510,0.229,0.271,2193932,1.12,2.36,0.222,0.672,0.009,15.1,42.0,64.9,150.5,28010,0.107,0.00,0.0014,0.088,203,0.449,0.000,0.369,0.277,4.91,5.85,5.91,0.16,0.058,1.16,1.07,1.14,0.467,0.00340,4.46,4.5450,428.41,118643.0,140215.1,0.030,4.0734,47.754,0.000,1.000,0.418,40.7,21.176,50.460,1999,9426.6,13.67,17.876,5.61,2.842,139.7,0.786,0.134,2.00,9.6276,8510.8,0.4685,0.4045,31.69,1.434,0.454,0.4701,0.0000,0.644,0.141,0.867,0.0000,6.47,1.22,10,27,49,100,19.0112,0.0000,0.4830,0.0000,0.0000,48.1592,100.00,97.9522,89.2590,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3126,0.0000,0.0000,0.0029,0.0012,0.000005,2,0.0728,0.0271,0.0241,65,210,636,0.0000,0.0000,0.0265,0.074,0.6629,0.0101,0.2870,0.0294,0.4205,0.0823,0.3073,0.00388
