step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,305,30.05,0.16,8.38,0.18,10.93,0.03,1.05,0.010,0.068,228764.4,157792.2,1,50,3.42,1.08,1.03,9.9614,192.69,38427.3,0.0424,18.3521,5462,18.0178,1541,3.4571,14158.0,156.68,41.9106,0.0,0.0000,1.000,0.3471
10000,1,352,30.02,0.11,7.78,0.31,10.59,0.00,1.04,0.000,0.075,216892.3,156556.5,0,53,3.34,1.03,1.04,10.1514,183.53,36332.6,0.0364,16.8468,5461,18.0145,1300,3.4638,15334.7,81.11,56.7346,0.0,0.0000,1.000,0.2686
10000,2,441,28.73,0.17,7.53,0.19,10.48,0.01,1.06,0.002,0.094,204693.0,138709.9,1,73,3.38,1.05,1.06,9.2546,233.44,31644.2,0.0317,15.6534,5461,18.0145,1204,3.0996,13680.9,62.20,59.2072,0.0,0.0000,1.000,0.2734
20000,0,486,29.81,0.43,8.08,0.48,11.52,0.07,1.14,0.029,0.115,116262.6,67303.4,3,57,3.55,1.14,1.14,2.8101,299.97,34497.5,0.0000,10.9017,5462,6.7031,1130,1.3793,4640.4,158.83,19.7933,0.0,0.0000,1.000,0.4264
20000,1,346,30.62,0.76,8.25,0.22,10.25,0.11,1.31,0.040,0.077,60008.6,37402.6,4,70,3.52,1.35,1.24,1.3370,168.76,40803.1,0.0000,5.6249,5461,6.7019,926,0.5600,1860.7,86.63,14.9205,0.0,0.0000,1.000,0.2679
20000,2,351,30.33,0.34,8.36,0.05,11.87,0.07,1.09,0.023,0.083,50491.9,31885.2,3,70,3.54,1.10,1.06,1.2386,143.00,37502.3,0.0000,4.7358,5461,6.7019,902,0.5077,1619.4,54.52,14.0759,0.0,0.0000,1.000,0.2144
30000,0,481,38.08,0.58,11.00,1.20,13.47,0.06,1.18,0.021,0.144,203670.7,191351.6,2,49,4.21,1.19,1.15,8.6437,317.69,39701.3,0.0007,19.0778,5462,15.2164,873,3.1573,13601.7,146.89,43.5258,0.0,0.0000,1.000,0.3916
30000,1,348,39.49,0.89,12.17,1.45,12.58,0.04,1.24,0.014,0.109,192402.2,195948.9,2,60,4.33,1.18,1.27,9.0077,330.91,40103.7,0.0001,17.8695,5461,15.2136,802,3.0784,14188.8,104.46,58.3229,0.0,0.0000,1.000,0.3283
30000,2,204,38.50,1.44,12.57,0.70,11.97,0.20,1.31,0.054,0.063,178540.8,181534.6,2,54,4.43,1.41,1.11,8.3597,140.70,35747.3,0.0000,16.5492,5461,15.2136,703,2.7785,13087.2,48.64,61.5662,0.0,0.0000,1.000,0.1619
40000,0,272,40.19,0.22,17.12,1.03,22.25,0.01,1.04,0.004,0.127,116441.6,50448.5,1,28,6.05,1.01,1.07,2.0282,125.07,37565.7,0.0000,11.1862,5462,7.0736,543,0.6943,2731.7,133.42,20.0474,0.0,0.0000,1.000,0.3718
40000,1,237,41.35,0.18,18.10,0.54,22.89,0.03,1.03,0.004,0.115,61883.0,25977.2,1,35,6.39,1.01,1.04,1.0119,82.85,42812.4,0.0000,5.8597,5461,7.0723,373,0.2912,1207.5,112.84,13.8100,0.0,0.0000,1.000,0.3736
40000,2,146,41.48,0.01,19.18,0.23,22.23,0.00,1.00,0.000,0.067,48818.6,18939.9,1,42,6.06,1.00,1.00,0.7684,96.00,43509.2,0.0000,4.5754,5461,7.0723,280,0.1874,780.4,53.73,13.8260,0.0,0.0000,1.000,0.2023
50000,0,378,46.37,0.49,12.11,0.41,12.81,0.16,1.15,0.063,0.112,200512.9,145692.8,1,49,4.15,1.19,1.09,6.5963,291.82,36688.7,0.0037,19.5359,5462,15.8417,1270,2.5016,11963.1,138.21,42.9706,0.0,0.0000,1.000,0.3079
50000,1,362,48.34,1.07,12.28,0.08,12.10,0.24,1.32,0.072,0.105,185349.5,143359.7,1,49,4.12,1.36,1.27,6.8908,213.72,35977.1,0.0000,17.8410,5461,15.8388,1115,2.5727,12744.8,95.55,56.5033,0.0,0.0000,1.000,0.3126
50000,2,276,40.54,1.05,11.37,0.40,13.56,0.29,1.33,0.101,0.084,171513.0,134632.2,1,49,4.23,1.45,1.21,6.4637,135.93,36935.3,0.0000,16.4044,5461,15.8388,813,2.3414,11711.6,66.24,59.7661,0.0,0.0000,1.000,0.2901
60000,0,242,42.56,2.92,11.26,2.45,23.24,0.56,1.56,0.149,0.111,115903.7,37903.0,1,31,5.78,1.85,1.06,1.8171,54.63,37613.5,0.0003,10.8193,5462,7.2483,580,1.2106,4016.9,134.08,20.2722,0.0,0.0000,1.000,0.3052
60000,1,229,38.33,1.41,11.50,1.84,22.44,0.35,1.35,0.096,0.098,62021.7,20207.6,1,30,5.47,1.48,1.18,0.9046,94.91,41524.8,0.0000,5.7094,5461,7.2470,567,0.4695,1714.0,76.51,14.2618,0.0,0.0000,1.000,0.2489
60000,2,283,41.73,1.44,12.51,3.34,26.34,0.33,1.29,0.092,0.140,52725.4,14070.9,1,28,6.05,1.36,1.09,0.6551,53.54,41200.6,0.0000,5.0313,5461,7.2470,593,0.3799,1444.3,89.40,13.4442,0.0,0.0000,1.000,0.3472
70000,0,499,35.40,0.89,9.24,0.02,7.10,0.06,1.31,0.026,0.098,195242.8,143395.9,1,58,3.21,1.31,1.31,6.5651,339.78,34439.9,0.0181,18.9760,5462,15.2270,1538,3.3396,13780.5,125.74,43.0706,0.0,0.0000,1.000,0.3147
70000,1,405,38.76,0.91,8.77,0.16,9.60,0.12,1.29,0.044,0.090,182374.0,145742.2,1,57,3.42,1.30,1.25,7.0082,293.67,33493.7,0.0000,17.4911,5461,15.2242,1408,3.4127,14248.6,87.60,57.7680,0.0,0.0000,1.000,0.2641
70000,2,457,42.83,1.28,9.12,0.13,10.49,0.13,1.38,0.057,0.110,168387.8,137762.4,1,53,3.64,1.36,1.42,6.5957,411.57,32087.5,0.0000,16.2087,5461,15.2242,1553,3.2496,13140.0,86.65,61.3861,0.0,0.0000,1.000,0.3227
80000,0,408,37.58,1.04,9.43,0.25,9.87,0.22,1.31,0.074,0.096,104750.3,60010.3,1,37,3.69,1.31,1.31,2.9302,293.32,36326.0,0.0000,9.7817,5462,6.3242,1083,2.7506,4952.8,141.88,20.5834,0.0,0.0000,1.000,0.3491
80000,1,313,38.74,0.96,9.81,0.16,10.21,0.24,1.31,0.080,0.075,58055.4,31065.8,1,44,3.70,1.32,1.34,1.3047,276.72,38792.6,0.0000,5.3129,5461,6.3231,930,1.0039,2312.5,92.23,14.1738,0.0,0.0000,1.000,0.2798
80000,2,303,41.03,1.37,11.06,0.24,8.04,0.31,1.47,0.109,0.072,50453.8,29813.6,1,80,3.71,1.54,1.36,1.1374,234.90,36371.6,0.0000,4.5740,5461,6.3231,1125,0.8230,2065.8,65.89,13.9074,0.0,0.0000,1.000,0.2835
90000,0,388,43.19,0.25,8.47,0.04,12.73,0.03,1.09,0.008,0.095,190931.8,160132.2,1,48,3.75,1.10,1.08,7.6646,213.40,36582.2,0.0017,17.9351,5462,14.3841,1442,4.7997,16329.6,156.68,44.0755,0.0,0.0000,1.000,0.3471
90000,1,284,41.75,0.29,8.61,0.00,11.72,0.05,1.11,0.018,0.067,180041.6,152406.3,1,41,3.55,1.10,1.12,7.9677,183.78,34908.4,0.0003,16.6939,5461,14.3814,1291,4.8580,17165.8,81.11,59.7356,0.0,0.0000,1.000,0.2686
90000,2,313,40.75,0.10,10.75,0.00,9.44,0.01,1.04,0.006,0.073,166479.2,142418.8,1,64,3.51,1.04,1.04,7.4821,321.49,33322.1,0.0004,15.2474,5461,14.3814,1287,4.7312,16180.3,62.20,61.1689,0.0,0.0000,1.000,0.2734
100000,0,327,50.64,0.65,10.80,0.77,16.61,0.06,1.25,0.018,0.108,100288.1,52408.8,2,21,4.60,1.27,1.22,2.6062,252.80,33218.6,0.0000,9.6267,5462,5.9015,1635,3.1765,5311.7,158.83,20.4165,0.0,0.0000,1.000,0.4264
100000,1,265,49.58,0.79,8.57,0.94,19.62,0.08,1.27,0.030,0.092,54949.3,28283.0,2,30,4.55,1.26,1.33,1.3581,230.08,37848.0,0.0000,5.1873,5461,5.9004,1188,1.1754,2317.0,86.63,14.5622,0.0,0.0000,1.000,0.2679
