step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift
100000,2.00,16,0,1,0,0,0,1.00,12,0.500,3434,0.00,106.08,68.25,791,1,0,0,1.00,1.00,1.00,1,1,1,24.7,1.059,1,2.000,0.989,4,1.000,13,39.80,-39.75
100000,11.00,16,0,4,1,1,0,1.00,2,0.364,3258,0.00,106.91,39.79,791,0,0,0,1.00,1.00,1.00,3,3,4,0.5,7.758,6,2.000,0.989,4,1.000,10,5.94,5.50
100000,16.00,16,0,4,0,4,0,1.00,2,0.250,3128,0.00,132.88,18.54,868,2,1,0,1.00,1.00,1.00,2,4,3,41.4,29.295,8,2.000,0.984,4,1.000,7,64.00,0.25
100000,4.00,16,0,2,0,0,0,1.00,10,0.500,3097,0.00,141.74,25.91,868,1,0,0,1.00,1.00,1.00,2,2,1,34.4,6.276,2,2.000,0.978,4,1.000,9,43.22,-33.75
100000,8.00,16,0,0,0,4,0,1.00,4,0.000,3028,2.73,143.17,30.07,868,1,0,0,1.00,1.00,1.00,1,2,4,28.0,29.009,4,2.000,0.983,4,1.000,9,11.10,-2.75
100000,13.00,16,0,2,1,4,0,1.00,0,0.154,2935,0.19,124.29,12.13,924,1,0,0,1.00,1.00,1.00,2,4,4,29.9,19.526,7,2.000,0.978,4,1.000,9,13.99,-9.25
100000,8.00,49,0,0,0,4,0,1.00,20,0.000,2905,0.00,217.36,25.22,791,0,0,0,1.00,1.00,1.00,1,2,2,21.3,8.938,4,2.000,0.907,7,1.000,6,25.24,-14.00
100000,21.00,16,0,6,1,4,0,1.00,0,0.286,2833,0.59,203.73,69.46,868,1,0,0,1.00,1.00,1.00,4,4,4,35.8,95.386,11,2.000,0.989,4,1.000,5,28.25,-28.00
100000,25.00,16,0,6,1,6,0,1.00,0,0.240,2741,0.29,156.70,50.32,304,0,1,0,1.00,1.00,1.00,4,4,4,1.1,71.871,13,2.000,0.968,4,1.000,3,56.81,-42.00
100000,12.00,16,0,5,0,1,0,1.00,2,0.417,2685,0.00,86.26,76.98,868,1,0,0,1.00,1.00,1.00,3,3,4,35.5,5.759,6,2.000,0.989,4,1.000,7,33.68,33.50
100000,23.00,16,0,6,1,5,0,1.00,0,0.261,2605,0.02,92.20,44.89,868,2,0,0,1.00,1.00,1.00,2,4,4,52.3,1.400,12,2.000,0.989,4,1.000,4,43.05,-2.00
100000,21.00,16,0,6,1,4,0,1.00,0,0.286,2563,3.78,93.09,83.15,868,1,0,0,1.00,1.00,1.00,1,4,4,28.3,25.538,11,2.000,0.989,4,1.000,5,29.41,-28.00
100000,6.00,16,0,0,2,2,0,1.00,6,0.000,2558,0.00,105.68,14.88,924,0,2,0,1.00,1.00,1.00,2,1,4,21.0,23.412,4,2.000,0.971,4,1.000,2,48.57,-47.25
100000,29.00,16,0,7,1,7,0,1.00,0,0.241,2463,0.45,107.13,32.04,868,2,0,0,1.00,1.00,1.00,4,4,4,49.5,59.267,15,2.000,0.989,4,1.000,1,51.90,-13.00
100000,23.00,16,0,5,1,6,0,1.00,0,0.217,2454,-0.00,86.66,67.54,868,0,0,0,1.00,1.00,1.00,2,4,4,20.3,13.375,12,2.000,0.989,4,1.000,4,37.80,33.50
100000,8.00,16,0,2,0,2,0,1.00,6,0.250,2414,0.00,95.65,20.63,939,1,2,0,1.00,1.00,1.00,2,2,3,31.5,14.588,4,2.000,0.920,4,1.000,2,40.84,-19.75
100000,23.00,16,0,4,1,7,0,1.00,0,0.174,2385,0.00,85.31,163.63,868,0,1,0,1.00,1.00,1.00,4,4,4,17.0,6.632,12,2.000,0.988,4,1.000,4,53.01,53.00
100000,24.00,16,0,3,2,8,0,1.00,0,0.125,2349,-0.00,106.11,11.90,791,1,1,0,1.00,1.00,1.00,4,4,4,33.3,33.205,13,2.000,0.983,4,1.000,3,59.99,-16.25
100000,29.00,16,0,8,1,6,0,1.00,0,0.276,2317,0.00,80.79,22.20,304,0,0,0,1.00,1.00,1.00,4,4,4,22.2,3.204,15,2.000,0.968,4,1.000,1,57.08,55.00
100000,29.00,16,0,8,1,6,0,1.00,0,0.276,2309,0.00,111.87,56.20,304,1,0,0,1.00,1.00,1.00,4,4,4,23.4,64.467,15,2.000,0.968,4,1.000,1,36.07,-20.75
100000,29.00,16,0,7,1,7,0,1.00,0,0.241,2199,0.00,101.33,95.21,868,0,0,0,1.00,1.00,1.00,4,4,4,12.2,87.652,15,2.000,0.989,4,1.000,1,50.68,-50.50
