step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west
10000,983,1.588,2.450,16.81,54065,33525,0,6352,316,667993,640251.4,409789.5,0.129,0.640,0.122,0.108,77,34.02,15.41,0.34,1.43,8.54,5.51,0.37,1.45,8.94,5.78,0.01,0.11,0.246,0.126,716,0.044,0.036,0.934,0.004,0.026,121592,106208,1,0.272,0.728,0.112,1898109,0.162,3.336,0.284,50.95,44287,185,0.613,0.210,0.339,5336817,1.07,2.30,0.222,0.620,0.003,11.1,36.0,48.7,88.8,17879,0.068,0.00,0.0073,0.055,521,0.637,0.000,0.450,0.569,3.51,4.49,4.62,0.18,0.075,1.04,1.06,1.10,0.662,0.00319,30.58,42.7452,1011.37,91558.6,140496.8,0.276,28.5340,109.405,0.000,1.000,0.154,27.2,41.606,161.797,5940,36987.5,15.08,57.255,6.40,10.029,813.7,4.437,0.133,2.00,6.6468,6533.8,0.5415,0.3206,18.19,1.858,0.111,1.5414,0.0000,0.318,0.124,0.075,0.0000,5.13,0.44,6,19,25,49,38.8712,0.0000,0.4100,0.0000,0.0000,160.6975,100.00,85.5216,170.4885,0.0,0.0000,0.0000,0.9318,0.7706,14371,0.3029,0.0000,0.0000,0.0029,0.0012,0.000002,0,0.0769,0.0142,0.0136,50,172,423,0.0000,0.0000,0.0157,0.056,1.4930,0.0018,0.5791,0.0437,0.2766,0.0808,0.6195,0.00437
20000,1080,1.684,2.389,19.30,20230,13478,0,4198,14,303330,200394.2,153547.0,0.151,0.709,0.066,0.074,62,41.05,22.21,0.42,2.56,8.72,6.08,0.12,0.81,11.08,8.27,0.01,0.12,0.219,0.125,857,0.013,0.034,0.932,0.004,0.030,28600,21015,1,0.831,0.169,0.044,358601,0.159,3.302,0.271,19.12,15722,178,0.506,0.237,0.356,1935412,1.13,2.66,0.157,0.631,0.015,13.9,41.9,69.6,163.8,21970,0.084,0.00,0.0017,0.053,518,0.495,0.000,0.476,0.337,3.77,4.76,4.87,0.13,0.043,1.15,1.14,1.13,0.523,0.00220,4.10,8.3672,873.93,91388.2,140496.8,0.000,8.6871,38.759,0.000,1.000,0.118,32.1,14.974,45.256,5907,36223.5,19.14,16.517,5.49,4.559,583.5,0.935,0.134,2.01,6.6951,7230.7,0.5105,0.3964,20.34,1.985,0.034,0.4586,0.0000,0.279,0.115,0.049,0.0000,5.48,0.82,6,21,35,78,12.9573,0.0000,0.4194,0.0000,0.0000,47.3656,100.00,83.6365,81.5927,0.0,0.0000,0.0000,0.9301,0.8535,2442,0.3063,0.0000,0.0000,0.0027,0.0011,0.000002,1,0.0326,0.0074,0.0147,57,191,499,0.0000,0.0000,0.0172,0.059,0.8250,0.0021,0.3244,0.0750,0.3821,0.0482,0.6821,0.00535
30000,899,2.269,2.577,27.42,64033,39040,0,15251,292,798787,508755.1,436421.8,0.133,0.691,0.095,0.080,39,41.03,38.65,0.42,2.28,7.37,7.04,0.18,1.08,13.75,18.81,0.01,0.22,0.210,0.152,633,0.034,0.032,0.929,0.011,0.028,103553,76534,2,0.072,0.924,0.055,2125902,0.169,3.388,0.301,46.26,59872,155,0.546,0.268,0.315,6164732,1.13,2.53,0.352,0.580,0.004,10.0,32.0,72.0,337.7,19525,0.074,0.00,0.0041,0.041,310,0.586,0.000,0.426,0.399,3.82,4.55,4.70,0.07,0.030,1.16,1.09,1.15,0.616,0.00420,24.01,30.3041,877.94,90148.5,140496.8,0.337,29.9758,93.795,0.000,1.000,0.132,20.7,33.760,145.569,6320,39161.7,20.69,44.101,5.39,17.603,985.6,5.183,0.136,1.99,5.9270,5328.4,0.5227,0.3888,21.72,1.926,0.252,1.5414,0.0000,0.328,0.147,0.138,0.0000,5.26,1.55,6,16,41,169,30.4507,0.0000,0.3426,0.0000,0.0000,164.3308,100.00,70.3207,147.0621,0.0,0.0000,0.0000,0.9346,0.8359,9631,0.3040,0.0000,0.0000,0.0029,0.0011,0.000004,0,0.0579,0.0078,0.0089,42,165,438,0.0000,0.0000,0.0248,0.056,2.6150,0.0050,1.0898,0.0200,0.3147,0.1239,0.6717,0.01095
40000,850,1.496,1.985,33.47,21325,14154,0,3222,275,249020,203273.6,132701.0,0.078,0.741,0.130,0.051,57,36.58,25.80,0.33,2.16,7.36,6.16,0.01,0.15,10.28,10.67,0.01,0.12,0.217,0.146,607,0.041,0.054,0.901,0.005,0.040,29416,20633,1,0.768,0.232,0.002,103335,0.149,3.096,0.221,18.45,19890,161,0.533,0.324,0.320,1979052,1.12,3.31,0.266,0.558,0.002,10.0,32.0,62.0,186.0,15274,0.058,0.00,0.0023,0.060,377,0.490,0.000,0.435,0.319,3.43,4.30,4.48,0.05,0.019,1.10,1.11,1.15,0.513,0.00229,3.60,9.7692,820.36,99667.5,140496.8,0.000,10.5659,37.221,0.000,1.000,0.138,23.7,14.290,45.592,4946,29413.4,17.06,16.949,5.70,5.455,651.7,1.017,0.135,2.01,7.5266,6397.6,0.6150,0.3854,17.97,2.000,0.000,0.4586,0.0000,0.418,0.222,0.379,0.0000,5.22,1.43,5,16,30,93,12.6940,0.0000,0.4318,0.0000,0.0000,47.6335,100.00,83.5127,84.1789,0.0,0.0000,0.0000,0.9192,0.8073,3723,0.3031,0.0000,0.0000,0.0029,0.0012,0.000003,0,0.0351,0.0082,0.0139,47,178,459,0.0000,0.0000,0.0198,0.054,0.6296,0.0019,0.2291,0.0188,0.3960,0.0600,0.6031,0.00604
50000,828,1.187,2.276,27.01,63215,38544,0,11144,1281,634667,516934.7,334191.1,0.026,0.807,0.111,0.056,43,29.45,21.72,0.69,3.03,8.27,7.37,0.22,2.17,10.14,13.37,0.03,0.38,0.301,0.169,529,0.071,0.018,0.909,0.013,0.059,91946,64872,2,0.112,0.866,0.037,498250,0.164,3.213,0.268,47.26,60764,154,0.527,0.318,0.384,7423234,1.18,4.62,0.087,0.471,0.007,10.0,24.0,56.0,146.0,16006,0.061,0.00,0.0062,0.072,156,0.623,0.000,0.454,0.339,3.53,4.21,4.88,0.15,0.054,1.13,1.20,1.21,0.643,0.00420,23.98,28.6471,1638.21,96315.3,140496.8,0.356,29.8180,92.419,0.000,1.000,0.111,26.2,34.124,153.811,5678,33892.0,35.04,44.399,5.42,17.017,618.4,5.132,0.134,1.99,6.5198,5398.4,0.5844,0.3608,19.33,1.718,0.425,1.5414,0.0000,0.231,0.265,0.281,0.0000,5.70,1.54,6,12,47,115,31.3655,0.0000,0.4710,0.0000,0.0000,163.9302,100.00,74.3690,155.3965,0.0,0.0000,0.0000,0.8640,0.8041,12267,0.2768,0.0000,0.0000,0.0029,0.0011,0.000006,1,0.0655,0.0133,0.0102,39,157,454,0.0000,0.0000,0.0145,0.034,1.8042,0.0014,0.6503,0.0217,0.2864,0.1456,0.6340,0.00960
60000,761,1.774,1.401,12.61,20656,13927,0,2808,223,311764,221386.3,125634.6,0.030,0.822,0.123,0.025,90,39.77,20.14,0.29,1.67,11.07,7.83,0.40,1.81,12.43,7.99,0.01,0.09,0.275,0.146,598,0.053,0.035,0.946,0.001,0.017,27498,20224,1,0.866,0.134,0.108,201334,0.135,2.625,0.148,20.02,14213,163,0.403,0.296,0.447,1982688,1.10,3.37,0.269,0.669,0.004,11.1,41.2,62.5,107.9,18401,0.070,0.00,0.0023,0.096,7,0.478,0.000,0.397,0.308,4.01,5.06,5.16,0.12,0.045,1.10,1.09,1.10,0.503,0.00332,4.19,9.2326,1063.70,109932.8,140496.8,0.005,8.0229,41.038,0.000,1.000,0.291,23.2,16.192,49.743,3729,20004.3,14.16,17.249,6.45,2.835,221.5,0.837,0.135,2.00,7.4089,5638.1,0.4631,0.2973,24.18,1.626,0.135,0.4586,0.0000,0.313,0.096,0.091,0.0000,5.95,0.61,7,25,36,68,14.2591,0.0000,0.3837,0.0000,0.0000,48.0933,100.00,92.3389,90.5723,0.0,0.0000,0.0000,0.9303,0.8208,3764,0.2882,0.0000,0.0000,0.0030,0.0012,0.000004,1,0.0463,0.0118,0.0175,44,154,466,0.0000,0.0000,0.0100,0.019,0.6793,0.0018,0.2263,0.0145,0.3769,0.0895,0.6477,0.00819
70000,1252,1.383,1.975,29.53,67643,37316,0,19631,124,1072593,537423.7,553384.0,0.052,0.770,0.135,0.043,54,25.33,15.27,0.09,0.80,6.55,4.89,0.04,0.39,5.92,5.98,0.00,0.03,0.259,0.140,698,0.069,0.026,0.934,0.007,0.034,113096,82814,0,0.000,1.000,0.016,1235839,0.153,2.991,0.227,50.42,59805,154,0.516,0.243,0.431,6771815,1.03,2.53,0.341,0.585,0.001,8.0,26.0,38.0,237.8,15770,0.060,0.00,0.0073,0.109,121,0.564,0.000,0.348,0.419,2.85,3.58,3.71,0.01,0.003,1.04,1.03,1.03,0.599,0.00408,25.73,34.4936,1095.06,99201.0,140496.8,0.169,28.7240,100.807,0.000,1.000,0.151,24.7,33.142,157.527,5304,29312.6,20.00,46.061,5.40,12.514,639.7,4.406,0.135,2.01,5.2242,6540.7,0.6512,0.3894,12.60,2.000,0.003,1.5414,0.0000,0.007,0.021,0.000,0.0000,4.28,0.64,4,13,19,119,28.6145,0.0005,0.3618,0.0000,0.0000,163.6999,100.00,76.6048,160.6301,0.0,0.0000,0.0000,0.9441,0.8312,10081,0.3339,0.0000,0.0000,0.0027,0.0010,0.000004,0,0.0607,0.0056,0.0090,40,159,422,0.0000,0.0000,0.0027,0.007,2.1049,0.0029,0.8331,0.0160,0.3257,0.1129,0.6683,0.01054
80000,1053,1.582,2.375,30.05,21291,14216,0,3947,94,213584,197214.6,113951.5,0.137,0.752,0.084,0.027,69,33.07,19.67,0.12,0.87,7.03,5.16,0.07,1.09,9.24,10.23,0.00,0.07,0.229,0.146,538,0.075,0.076,0.896,0.006,0.023,26928,19254,1,0.708,0.292,0.006,69291,0.102,3.270,0.269,19.50,18186,158,0.534,0.305,0.246,2141032,1.04,1.54,0.503,0.450,0.002,12.0,32.0,50.0,161.9,17329,0.066,0.00,0.0020,0.091,398,0.492,0.000,0.259,0.269,3.25,4.06,4.13,0.04,0.016,1.05,1.03,1.04,0.512,0.00171,3.62,8.1264,667.60,91253.7,140496.8,0.129,9.2685,36.592,0.000,0.998,0.201,27.3,14.101,47.909,5965,35742.6,19.20,16.237,4.84,4.665,881.7,0.979,0.129,2.00,7.5377,7937.2,0.6822,0.4140,16.46,2.000,0.001,0.4586,0.0000,0.020,0.056,0.003,0.0000,4.48,0.86,6,16,25,81,12.6320,0.0000,0.4321,0.0000,0.0000,47.2278,100.00,85.3717,88.6397,0.0,0.0000,0.0000,0.9184,0.8312,3233,0.3202,0.0000,0.0000,0.0027,0.0011,0.000002,0,0.0380,0.0142,0.0129,48,181,506,0.0000,0.0000,0.0031,0.006,0.4166,0.0017,0.1546,0.0095,0.3997,0.0496,0.6205,0.00586
90000,1106,1.577,2.220,33.32,62321,39680,0,10713,34,542035,524489.5,315408.6,0.081,0.818,0.055,0.046,52,31.43,12.32,0.48,2.24,5.46,4.19,0.00,0.00,9.30,5.83,0.02,0.18,0.184,0.133,437,0.201,0.047,0.929,0.002,0.022,91707,65160,1,0.327,0.673,0.000,44558,0.111,3.190,0.251,47.27,61233,142,0.582,0.303,0.169,8444490,1.18,0.90,0.639,0.342,0.012,16.0,32.0,48.0,130.0,16851,0.064,0.00,0.0051,0.059,590,0.639,0.000,0.231,0.348,3.16,3.93,3.99,0.10,0.050,1.19,1.16,1.18,0.655,0.00274,23.43,27.3930,1754.05,93484.4,140496.8,0.429,29.5553,94.458,0.000,1.000,0.161,25.0,35.694,156.599,5629,32306.7,42.43,44.980,4.49,17.753,927.1,5.255,0.132,2.00,7.3869,8169.9,0.6649,0.3949,15.24,2.000,0.000,1.5414,0.0000,0.016,0.039,0.001,0.0000,4.18,0.44,8,16,22,49,33.1863,0.0008,0.3653,0.0000,0.0000,163.6534,100.00,74.4601,157.3551,0.0,0.0000,0.0000,0.9211,0.8240,11841,0.3029,0.0000,0.0000,0.0027,0.0011,0.000003,0,0.0706,0.0118,0.0106,46,183,473,0.0000,0.0000,0.0009,0.001,1.0673,0.0007,0.3951,0.0081,0.2912,0.0916,0.6609,0.00871
100000,1131,1.656,2.287,38.12,20406,12835,0,2157,8,114654,198826.0,65106.7,0.070,0.782,0.092,0.056,71,29.63,10.94,0.16,1.22,5.36,4.32,0.00,0.00,9.14,5.42,0.01,0.12,0.183,0.135,398,0.161,0.095,0.879,0.007,0.019,22455,16122,1,0.695,0.305,0.000,733,0.080,3.197,0.254,19.02,16797,133,0.568,0.393,0.153,2271333,1.06,0.95,0.643,0.343,0.004,16.0,32.0,32.0,181.8,16576,0.063,0.00,0.0019,0.052,575,0.520,0.000,0.114,0.198,3.06,3.85,3.91,0.05,0.020,1.07,1.04,1.06,0.530,0.00115,3.36,9.1362,1779.94,93024.8,140496.8,0.085,11.4634,33.577,0.000,1.000,0.129,24.5,12.935,48.818,5837,33249.1,38.23,16.446,4.19,5.424,911.2,1.088,0.133,2.00,6.5799,7441.9,0.6238,0.3936,14.66,2.000,0.000,0.4586,0.0000,0.028,0.064,0.002,0.0000,4.12,0.45,8,16,16,64,11.8997,0.0003,0.3581,0.0000,0.0000,47.2468,100.00,84.3295,92.7729,0.0,0.0000,0.0000,0.9020,0.7659,5378,0.3063,0.0000,0.0000,0.0025,0.0011,0.000001,3,0.0474,0.0133,0.0150,51,187,516,0.0000,0.0000,0.0005,0.001,0.1432,0.0022,0.0641,0.0053,0.3927,0.0380,0.5288,0.00539
