step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,pop_crown,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,density_crown,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,intake_crown,kills_land,kills_surface,kills_bottom,kills_crown,blocked_land,blocked_surface,blocked_bottom,blocked_crown,no_room_land,no_room_surface,no_room_bottom,no_room_crown,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,fill_crown,drinking_land,drinking_surface,drinking_bottom,drinking_crown,open_land,open_surface,open_bottom,open_crown,hard_land,hard_surface,hard_bottom,hard_crown,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,breath_crown,inhaling_land,inhaling_surface,inhaling_bottom,inhaling_crown,breed_land,breed_surface,breed_bottom,breed_crown,share_land,share_surface,share_bottom,share_crown,store_land,store_surface,store_bottom,store_crown,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,warm_crown,cool_land,cool_surface,cool_bottom,cool_crown,btemp_land,btemp_surface,btemp_bottom,btemp_crown,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept,water_drunk,water_air,water_sweat,water_dead,water_born,water_spill,born_dry,water_bodies,water_err,seed,seed_set,sprouted,seed_wet,seed_intake,fiber_in,fermented,dung,fiber_bodies,fruit,fruit_intake,climbs,leaf_mean,leaf_open,light_intake,leaf_led,open_mean,per_cell
1000,37027,16769,184115,947176,908691,746416,16645,54093,613,0,234189,6398388,174638.134,87958.552,1.1047,71789.221,0.249,0.276,0.250,0.225,0.637,0.327,868,0.0115,0.7154,0.095,3.7,19.9,67.5,26.53,1.48,2.62,0.90,13.22,7.76,1.043,0.075,0.028,0.030,16.480,0.227,0.0017,113,416,2142,10932,123,0,0.000,12462,7272,11321,18434,2287,5753,28987,0.00,0.47,22059,40.1046,66626,10217,545648,9382.0,-0.0,439342,53.570,2631098.115,3.40e-14,0.00093,30.00,276363,117.266,2.816,109.556,4.894,117.271,14976,10296,11755,0,0.4327,0.855,1.021,1.259,1.072,0.915,1.119,0.000,36799.680,14820.052,189896.934,57247.354,60369.447,0.000,9880.821,3205.853,3082.656,0.000,0.699,0.578,0.587,0.000,0.861,0.710,0.696,0.000,7632,80398,0.6438,0.7172,0.6543,0.0000,0.9998,0.0372,0.0399,0.0000,0.6038,1.1822,1.0797,0.0000,0.0800,0.0206,0.0167,0.0000,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,20734,0.9995,0.9245,0.8665,0.0000,0.9970,0.0372,0.0399,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.0736,5.1519,5.1421,0.0000,0.1919,0.0825,0.0692,0.128,0.154,0.141,0.134,8243,0.1703,0.0115,0.0124,0.0000,0.00227,0.00123,0.00116,0.00000,23.86,25.93,26.23,0.00,73.6191,0.0272,116.8648,31.1533,22.4168,1072516,1514669,0.5946,0.0075,1702.6,73.6191,21.62,0,0,0,0,0,0,7277,16169.331,14571.307,0.9839,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.23e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,8.30,9.00,977.3821,0.421,21.41,1.354
2000,71888,26847,307254,1077786,1012687,720940,49592,62039,13204,8,729274,15500459,37480.236,115950.343,1.4053,51897.030,0.232,0.368,0.212,0.188,0.679,0.245,6238,0.0266,0.8891,0.074,2.0,6.2,35.2,11.23,0.46,1.94,0.18,3.90,7.63,1.109,0.139,0.014,0.015,12.511,0.150,0.0012,64,436,2940,72918,555,0,0.000,15342,6118,32178,33592,1844,3372,66672,0.00,0.63,17149,17.6813,66673,14074,507867,19822.0,-0.0,506330,47.299,2631098.115,1.88e-14,0.00071,25.34,285775,124.311,2.882,109.316,12.113,124.319,9660,26392,35836,0,0.4046,0.915,1.032,1.453,1.178,0.946,1.211,0.000,11031.137,12699.717,55879.914,85096.092,109050.239,0.000,21113.556,22826.841,20112.915,0.000,0.628,0.709,0.679,0.000,0.620,0.700,0.735,0.000,14418,109671,0.5352,0.6648,0.6259,0.0000,0.9993,0.0151,0.0177,0.0000,0.7439,1.5513,1.5047,0.0000,0.0874,0.0205,0.0187,0.0000,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,5479,0.9994,0.9796,0.9702,0.0000,0.9891,0.0151,0.0177,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.1392,5.1756,5.4320,0.0000,0.3236,0.0233,0.0215,0.036,0.044,0.043,0.036,7521,0.1417,0.0263,0.0227,0.0000,0.00246,0.00043,0.00044,0.00000,25.97,25.49,25.57,0.00,327.2257,0.0885,194.2998,18.5580,28.7411,1091123,1476088,1.2092,0.0470,2850.0,327.2257,26.00,0,0,0,0,0,0,74471,64053.312,49951.683,0.9538,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.37e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,4.74,7.37,2570.3837,0.785,14.30,2.204
3000,80830,23718,580014,1447932,1319667,784747,83171,110268,45172,16,1314211,27954854,34577.558,178173.330,1.4066,62635.299,0.179,0.492,0.147,0.181,0.660,0.255,11640,0.0501,0.9472,0.059,2.0,5.3,23.0,8.11,0.46,1.70,0.09,2.59,7.65,1.225,0.120,0.024,0.026,7.901,0.180,0.0016,54,320,3967,165026,1083,0,0.000,15866,4878,39775,36177,1256,3651,75923,0.00,0.91,18389,18.2908,66591,15550,478957,15504.9,-0.0,554257,62.043,2631098.115,1.45e-14,0.00162,14.43,419673,161.830,2.740,138.369,20.721,161.837,8715,24520,47595,0,0.3362,0.937,1.070,1.785,1.241,0.953,1.362,0.000,12065.731,13283.161,42514.597,76610.222,147178.843,0.000,18967.938,40233.272,56336.822,0.000,0.530,0.703,0.659,0.000,0.485,0.555,0.608,0.000,19693,174709,0.5921,0.6019,0.4840,0.0000,0.9986,0.0112,0.0108,0.0000,0.8272,1.7222,1.7534,0.0000,0.1143,0.0388,0.0289,0.0000,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,2846,0.9999,0.9892,0.9843,0.0000,0.9857,0.0112,0.0108,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.1728,5.2178,5.4108,0.0000,0.2934,0.0128,0.0122,0.023,0.020,0.022,0.021,8395,0.1173,0.0408,0.0317,0.0000,0.00309,0.00037,0.00039,0.00000,23.17,24.40,24.90,0.00,990.0352,0.1094,223.9427,9.2321,52.8113,1105333,1478021,1.7796,0.0976,3201.3,990.0352,22.38,0,0,0,0,0,0,229666,115538.032,76091.570,0.9279,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.47e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,3.28,6.15,2705.4529,0.738,11.97,2.541
4000,74122,19597,659328,1467157,1298009,721117,86712,121068,61585,24,1548291,32544694,35420.798,195402.073,1.3017,69436.169,0.145,0.565,0.145,0.145,0.612,0.307,12290,0.0668,0.9574,0.055,2.0,5.5,24.8,7.65,0.58,1.65,0.07,2.74,7.25,1.320,0.125,0.049,0.053,6.475,0.189,0.0015,53,320,3819,210528,1079,0,0.000,15487,5873,36486,31763,1014,3902,69206,0.00,1.20,21031,19.9789,66632,16406,456613,12591.0,0.0,590462,65.421,2631098.115,6.55e-15,0.00125,37.93,485655,183.896,2.618,157.996,23.281,183.902,8735,18173,47214,0,0.2799,0.958,1.094,1.917,1.279,0.963,1.466,0.000,11502.526,14775.275,36008.271,74795.479,154505.757,0.000,19153.065,43119.613,63693.224,0.000,0.502,0.641,0.615,0.000,0.418,0.516,0.547,0.000,25003,177349,0.5827,0.4606,0.3686,0.0000,0.9967,0.0106,0.0093,0.0000,0.8726,1.5810,1.8608,0.0000,0.1508,0.0648,0.0344,0.0000,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,3696,0.9999,0.9837,0.9872,0.0000,0.9862,0.0107,0.0093,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.1581,5.1237,5.4179,0.0000,0.2508,0.0120,0.0113,0.020,0.018,0.018,0.020,11214,0.1335,0.0395,0.0326,0.0000,0.00280,0.00032,0.00034,0.00000,27.01,24.77,24.91,0.00,1662.8621,0.1208,229.4160,9.1243,56.2964,1115520,1478959,1.9529,0.1182,2936.0,1662.8621,25.42,0,0,0,0,0,0,291100,125965.903,75750.080,0.9084,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.37e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,2.62,5.06,2567.2407,0.629,11.48,2.383
5000,61236,14848,534000,1087045,965388,499475,53570,108184,30903,29,1304373,25535902,36867.227,153292.967,1.2216,53706.658,0.139,0.587,0.134,0.141,0.574,0.339,8900,0.0731,0.9466,0.052,2.3,6.2,33.0,9.42,0.94,1.99,0.11,3.47,7.18,1.267,0.150,0.106,0.122,6.475,0.241,0.0017,58,325,3347,193628,1047,33,0.109,15455,4286,25512,31438,1175,4090,55971,0.00,1.60,23865,21.6487,66626,18045,435023,11234.9,-0.0,619805,52.406,2631098.115,2.65e-15,0.00049,12.68,365080,135.233,2.462,117.339,15.432,135.239,9844,16816,34576,0,0.3227,0.936,1.060,1.910,1.289,0.954,1.413,0.000,11322.429,16023.407,33926.760,55294.510,122292.201,0.000,17673.857,26223.386,55689.066,0.000,0.501,0.574,0.589,0.000,0.426,0.461,0.510,0.000,28756,148966,0.5592,0.3694,0.2640,0.0000,0.9975,0.0160,0.0108,0.0000,0.8673,1.3819,1.5892,0.0000,0.1672,0.0818,0.0638,0.0000,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,3900,0.9996,0.9560,0.9735,0.0000,0.9826,0.0160,0.0108,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.2488,5.0739,5.2178,0.0000,0.2087,0.0171,0.0159,0.026,0.029,0.029,0.028,9873,0.1432,0.0284,0.0249,0.0000,0.00254,0.00034,0.00032,0.00000,23.08,25.94,25.17,0.00,1739.4850,0.1084,177.6912,9.7880,42.6181,1121559,1479221,1.4585,0.0900,2684.0,1739.4850,23.03,0,0,0,0,0,0,245031,99586.309,60883.434,0.9115,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,9.15e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,2.90,5.19,1935.0334,0.669,12.37,1.965
6000,47354,11724,463308,920645,822783,420769,36568,104625,18477,13,1233498,20000410,46868.410,139736.743,1.1639,50007.230,0.073,0.618,0.162,0.147,0.556,0.348,6907,0.0851,0.9228,0.066,3.0,7.4,42.7,11.41,1.17,2.51,0.09,4.09,7.38,1.234,0.132,0.123,0.139,6.844,0.199,0.0021,58,288,1982,197209,533,28,0.378,14290,969,14125,32260,1708,4546,41100,0.00,2.22,18419,22.5703,66639,17519,409367,8160.8,-0.0,655219,40.376,2631098.115,4.78e-15,0.00013,23.20,304293,108.734,2.386,95.791,10.556,108.739,12446,13683,21225,0,0.3644,0.909,1.047,1.932,1.252,0.944,1.410,0.000,12259.865,15548.859,53791.201,47784.301,82340.072,0.000,24201.650,22009.249,43518.615,0.000,0.522,0.560,0.567,0.000,0.486,0.465,0.478,0.000,31051,148242,0.4847,0.3247,0.2303,0.0000,0.9988,0.0185,0.0163,0.0000,0.7818,1.5507,1.5137,0.0000,0.1535,0.0554,0.0629,0.0000,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,6474,0.9996,0.9844,0.9614,0.0000,0.9840,0.0186,0.0163,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.2290,5.0738,5.2867,0.0000,0.1893,0.0159,0.0147,0.024,0.023,0.025,0.024,8567,0.1385,0.0102,0.0117,0.0000,0.00253,0.00039,0.00033,0.00000,23.92,26.60,26.41,0.00,1826.2213,0.1256,130.2661,12.6856,27.6905,1124395,1481317,0.7604,0.0301,2411.8,1826.2213,19.40,0,0,0,0,0,0,190792,89729.514,60709.706,0.9180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.03e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,3.56,6.18,1392.6389,0.647,13.60,1.730
7000,40663,13872,319424,693252,617271,346472,27356,69577,9239,7,812850,15992034,32065.256,98763.544,1.1842,38603.430,0.078,0.589,0.196,0.138,0.572,0.346,3491,0.0638,0.9086,0.063,3.0,7.8,41.6,12.32,1.06,2.42,0.10,4.51,7.25,1.233,0.111,0.085,0.092,9.418,0.215,0.0018,62,314,2468,97393,862,35,0.472,12953,2650,11314,26699,1532,2511,36620,0.00,1.99,18361,21.4683,66708,20134,389773,9460.5,-0.0,689417,33.064,2631098.115,1.22e-14,0.00038,24.47,242077,89.060,2.383,78.410,8.266,89.064,8214,14955,17494,0,0.4323,0.893,1.025,1.973,1.215,0.942,1.491,0.000,7302.241,11000.093,47048.297,49642.903,61168.861,0.000,20080.794,11652.496,28426.823,0.000,0.512,0.624,0.570,0.000,0.477,0.547,0.528,0.000,40396,143242,0.4876,0.3378,0.2563,0.0000,0.9990,0.0137,0.0202,0.0000,0.7071,1.6158,1.4372,0.0000,0.1623,0.0240,0.0419,0.0000,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,2174,0.9998,0.9864,0.9597,0.0000,0.9802,0.0138,0.0202,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.0979,5.1081,5.4877,0.0000,0.2388,0.0170,0.0157,0.022,0.022,0.032,0.021,5535,0.1175,0.0057,0.0044,0.0000,0.00273,0.00033,0.00030,0.00000,26.28,26.87,26.70,0.00,1629.7649,0.1232,110.7992,10.7675,22.2969,1129737,1473201,0.5725,0.0196,2357.7,1629.7649,21.78,0,0,0,0,0,0,96341,60160.114,43509.378,0.9290,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.28e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,4.23,7.18,1395.0620,0.693,14.62,1.787
8000,44637,12832,322224,737237,661547,386152,28861,59007,13899,3,804123,17670340,37854.690,101545.062,1.2028,41097.234,0.079,0.626,0.166,0.129,0.613,0.318,3680,0.0492,0.9096,0.071,2.3,7.0,38.8,11.76,0.79,2.16,0.11,5.15,7.00,1.255,0.136,0.061,0.067,8.958,0.229,0.0015,55,314,4285,76380,1840,31,0.469,12484,2377,14083,28177,1836,2169,40632,0.00,1.85,19109,20.7133,66611,19739,368161,8863.6,-0.0,716555,32.079,2631098.115,4.42e-15,0.00039,7.77,266144,92.956,2.380,80.848,9.729,92.961,7736,18008,18893,0,0.4474,0.891,1.022,1.995,1.195,0.939,1.580,0.000,8865.631,16882.221,38064.582,59661.999,66606.698,0.000,15813.151,10216.795,34417.882,0.000,0.492,0.699,0.598,0.000,0.479,0.603,0.532,0.000,41729,138962,0.4659,0.3594,0.2076,0.0000,0.9989,0.0089,0.0162,0.0000,0.7429,1.5523,1.3121,0.0000,0.1517,0.0159,0.0337,0.0000,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,2094,0.9996,0.9754,0.9566,0.0000,0.9748,0.0089,0.0162,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.0289,5.0587,5.6426,0.0000,0.2481,0.0152,0.0139,0.019,0.026,0.024,0.030,4526,0.1206,0.0065,0.0059,0.0000,0.00268,0.00032,0.00031,0.00000,22.90,26.90,26.30,0.00,1606.8113,0.0999,126.4718,8.2052,23.8739,1133990,1467429,1.0965,0.1574,2332.3,1606.8113,16.84,0,0,0,0,0,0,99759,60447.827,42561.273,0.9305,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.39e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,3.56,6.24,1366.1017,0.746,14.10,1.961
9000,56594,21293,325554,775671,699237,419071,31046,56493,14385,7,721595,22817412,35624.556,94163.457,1.2000,40043.323,0.069,0.675,0.128,0.128,0.643,0.303,3557,0.0366,0.9228,0.056,2.0,6.0,32.0,9.83,0.69,1.71,0.08,3.38,7.08,1.192,0.092,0.063,0.071,10.139,0.156,0.0013,57,318,6092,82058,2933,25,0.429,13538,60,22155,34379,664,3512,52418,0.00,1.09,21214,21.5872,66599,19684,350807,11076.0,-0.0,735984,36.560,2631098.115,3.89e-15,0.00320,30.68,280717,104.223,2.418,88.107,13.697,104.227,8023,24903,23668,0,0.4822,0.890,1.006,1.998,1.137,0.942,1.475,0.000,7271.668,17313.829,38456.037,69573.013,70938.413,0.000,14594.174,6123.043,33402.916,0.000,0.517,0.740,0.601,0.000,0.517,0.644,0.524,0.000,42963,141736,0.5151,0.3655,0.2371,0.0000,0.9988,0.0056,0.0141,0.0000,0.7948,1.7377,1.5021,0.0000,0.1632,0.0152,0.0466,0.0000,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,1642,0.9988,0.9862,0.9783,0.0000,0.9719,0.0056,0.0141,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.0008,5.0960,5.6554,0.0000,0.3306,0.0108,0.0094,0.016,0.015,0.013,0.020,4322,0.1343,0.0050,0.0051,0.0000,0.00281,0.00030,0.00035,0.00000,26.28,27.18,26.81,0.00,1604.1208,0.0810,140.5767,8.0144,28.5453,1136894,1452391,2.0018,0.2732,2325.4,1604.1208,18.95,0,0,0,0,0,0,95012,54120.134,37746.135,0.9358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,5.42e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,3.98,7.41,1652.7933,0.836,13.53,2.246
10000,54788,22776,296107,761429,680748,436915,28407,49782,13682,16,722687,27286782,35398.362,99728.219,1.2285,44238.635,0.054,0.683,0.141,0.121,0.666,0.289,2857,0.0365,0.9306,0.047,2.0,6.0,32.0,9.48,0.69,1.73,0.06,3.20,7.14,1.208,0.086,0.059,0.065,11.351,0.192,0.0010,64,398,8161,83547,4296,21,0.417,13166,106,25046,29636,317,3207,51264,0.00,1.10,25919,23.6056,66594,19382,335965,8622.3,-0.0,749014,49.067,2631098.115,2.83e-15,0.00355,11.37,281288,111.133,2.395,95.599,13.139,111.137,7912,26093,20783,0,0.5158,0.883,1.000,2.000,1.179,0.941,1.553,0.000,8690.240,17923.906,32862.321,85906.191,72624.867,0.000,13959.147,4662.100,36868.338,0.000,0.515,0.764,0.600,0.000,0.482,0.705,0.556,0.000,42770,136163,0.5919,0.3273,0.2024,0.0000,0.9992,0.0040,0.0122,0.0000,0.8055,1.8470,1.4183,0.0000,0.1806,0.0157,0.0419,0.0000,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,3885,0.9995,0.9923,0.9645,0.0000,0.9754,0.0040,0.0122,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,4.9166,5.0749,5.5820,0.0000,0.3724,0.0104,0.0093,0.011,0.016,0.014,0.013,4513,0.1520,0.0035,0.0034,0.0000,0.00268,0.00032,0.00038,0.00000,25.32,27.87,26.36,0.00,1550.5117,0.0816,158.7393,8.5650,40.5020,1139182,1448044,2.4252,0.2755,2378.6,1550.5117,19.36,0,0,0,0,0,0,89872,55489.585,38835.671,0.9361,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,9.82e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,3.81,7.24,1788.1021,0.814,13.21,2.273
