step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain,seed,sprouted
1000,-60,0,5237,1234.9628,697.59,88.00,1.83,268,2.52,0.215,14.848,0.5008,28.032,0.00,0.0000
1000,-60,1,2495,1259.3482,675.02,644.03,0.93,342,0.37,0.101,16.332,0.9432,38.508,0.00,0.0000
1000,-60,2,2,0.9797,0.00,2.51,22.54,0,9.05,0.490,9.940,0.9826,61.702,0.00,0.0000
1000,-50,0,7092,1605.8017,751.21,95.54,15.06,373,11.86,2.200,10.184,0.3831,52.782,0.00,0.0000
1000,-50,1,1601,901.7095,262.63,498.83,14.14,308,10.58,1.967,10.966,0.7454,91.245,0.00,0.0000
1000,-50,2,5,3.3893,0.08,7.80,29.42,0,12.87,1.481,8.306,0.9488,86.788,0.00,0.0000
1000,-40,0,6338,1241.0702,523.53,63.05,26.41,386,21.32,6.386,6.819,0.3172,111.036,0.00,0.0000
1000,-40,1,1741,1001.2991,324.97,635.55,23.27,322,19.29,5.709,7.777,0.6257,185.623,0.00,0.0000
1000,-40,2,2,0.6791,0.13,2.39,13.17,0,21.68,5.175,5.171,0.4576,120.834,0.00,0.0000
1000,-30,0,4324,1031.9073,406.20,88.10,33.46,265,27.92,10.260,5.138,0.3251,219.603,0.00,0.0000
1000,-30,1,3254,1442.0092,423.92,1520.39,29.60,475,27.20,10.103,5.560,0.4805,310.830,0.00,0.0000
1000,-30,2,599,287.8172,87.95,844.86,34.76,82,28.97,11.020,4.986,0.5966,435.377,0.00,0.0000
1000,-20,0,1820,468.1805,173.13,41.40,55.87,79,33.35,13.796,4.023,0.2970,341.886,0.00,0.0000
1000,-20,1,2521,1377.8491,559.88,1071.13,30.03,328,32.56,13.429,4.305,0.4403,492.341,0.00,0.0000
1000,-20,2,3878,2083.9730,681.67,11057.20,33.07,798,31.74,13.095,4.630,0.7286,739.804,0.00,0.0000
1000,-10,0,1808,381.3450,122.50,24.35,65.26,40,36.98,16.284,3.358,0.2791,453.839,0.00,0.0000
1000,-10,1,2073,1140.4162,391.47,921.13,35.06,104,36.81,16.186,3.393,0.3882,669.096,0.00,0.0000
1000,-10,2,4343,2419.6620,773.71,15831.79,34.84,925,34.16,14.829,4.250,0.7502,991.709,0.00,0.0000
1000,0,0,1824,401.9008,233.66,31.11,72.11,23,38.85,17.518,2.984,0.2175,429.498,0.00,0.0000
