step,lineage,size,hard,muscle,sensor,digestive,attack,bodies,age,plant,meat
5000,1,496,31.8,12.9,0.0,19.3,10.8,47,85,20.89,2.74
5000,2,192,43.1,0.1,0.0,20.6,0.0,38,160,37.95,0.00
6000,1,604,36.0,6.8,0.0,21.1,5.6,68,122,29.34,1.22
6000,2,196,42.0,0.3,0.0,21.5,0.2,44,169,40.80,0.04
7000,1,705,37.8,4.2,0.0,22.0,3.5,69,152,35.60,0.84
7000,2,106,43.1,0.4,0.0,20.3,0.3,32,350,84.09,0.04
8000,1,742,37.6,4.5,0.0,21.6,3.8,83,154,35.98,1.00
8000,2,82,43.0,0.9,0.0,19.8,0.5,18,208,49.60,0.00
9000,1,667,40.7,0.1,0.0,23.0,0.1,78,173,40.03,0.00
9000,2,49,44.0,0.4,0.0,19.6,0.4,15,322,74.66,0.15
10000,1,688,38.0,5.1,0.0,20.8,4.2,88,149,34.83,1.15
10000,2,82,43.1,0.1,0.1,20.1,0.1,24,303,71.05,0.00
11000,1,773,38.8,4.3,0.0,20.8,3.6,90,159,36.04,0.99
11000,2,69,43.4,0.4,0.0,20.0,0.3,21,289,67.58,0.00
12000,1,773,38.4,4.1,0.0,21.5,3.4,68,169,38.84,1.02
12000,2,63,43.1,0.1,0.0,20.8,0.1,13,330,78.25,0.00
13000,1,744,37.6,4.7,0.0,21.6,3.8,65,187,43.56,1.14
13000,2,68,42.7,0.1,0.0,21.2,0.1,14,316,73.98,0.00
14000,1,690,38.3,3.5,0.0,22.1,2.9,57,183,42.44,0.84
14000,2,86,42.6,0.1,0.1,21.0,0.1,18,296,67.29,0.00
15000,1,689,38.3,4.6,0.0,21.0,3.8,69,127,29.26,1.73
15000,2,103,41.9,0.2,0.3,21.5,0.2,31,257,59.51,0.00
16000,1,742,39.2,3.5,0.0,21.2,2.9,73,164,36.89,1.01
16000,2,111,42.3,0.1,0.1,21.4,0.1,21,318,72.64,0.00
17000,1,676,40.3,2.9,0.0,20.7,2.6,57,180,40.82,1.10
17000,2,118,43.1,0.0,0.0,20.8,0.0,22,300,71.01,0.00
17000,14,46,39.7,1.3,0.0,22.2,0.3,12,317,73.83,0.00
18000,1,510,42.4,0.2,0.1,21.3,0.2,51,201,45.32,0.01
