step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,gain_mean,kills_young_share,meat_majority,eaten_with_sensor,kills_by_sensor,who_decisions,who_used
640000,861,4.570,0.052,12.26,54780,40182,59,14545,0,1283,1630112.0,49823.1,0.132,0.237,0.165,0.236,0.230,1963,63.83,0.88,39.58,5.48,2.70,6.66,0.31,1.31,21.23,4.00,2.57,6.32,0.042,0.104,122,0.110,0.892,0.092,0.000,0.016,38769,11950,8,0.272,0.000,0.145,908496,0.179,0.116,0.014,162.37,23029,10,3.43,0.965,0.002,646,20,654,0.219
650000,795,4.795,0.072,12.83,55980,39263,55,16728,0,1571,1626444.0,58035.3,0.115,0.217,0.155,0.253,0.260,1899,63.93,0.26,35.25,8.35,10.57,10.33,0.33,0.74,17.79,3.17,10.55,10.31,0.165,0.161,82,0.483,0.727,0.263,0.000,0.010,36581,12000,6,0.525,0.000,0.186,1436532,0.179,0.159,0.032,162.41,22203,27,3.47,0.920,0.015,1251,63,1706,0.224
660000,858,4.610,0.057,12.05,54108,38011,47,15987,0,1264,1632174.5,54801.4,0.121,0.216,0.147,0.246,0.271,2074,63.91,1.17,40.12,6.38,3.40,7.67,0.50,1.54,19.88,3.25,3.35,7.60,0.053,0.120,90,0.182,0.878,0.108,0.000,0.014,35981,15543,5,0.366,0.057,0.213,1744766,0.163,0.121,0.016,162.37,20485,7,3.43,0.982,0.002,1414,108,1440,0.211
670000,880,4.515,0.053,11.91,52009,37220,83,14684,0,984,1631390.8,49868.4,0.122,0.192,0.136,0.260,0.291,2192,63.88,1.02,40.07,6.56,3.59,7.87,0.43,1.16,19.78,3.44,3.44,7.63,0.056,0.123,107,0.155,0.882,0.100,0.000,0.018,35859,14381,4,0.393,0.042,0.188,2103218,0.166,0.120,0.016,162.49,19822,7,3.40,0.976,0.002,1668,158,1968,0.195
680000,873,4.514,0.055,11.96,53899,38722,100,15083,1,872,1630499.2,51467.6,0.131,0.205,0.142,0.249,0.273,1944,63.80,0.43,40.46,5.79,2.97,7.06,0.35,0.68,20.01,2.91,2.96,7.06,0.046,0.110,101,0.132,0.881,0.107,0.000,0.013,37850,15467,5,0.440,0.000,0.241,1681990,0.160,0.120,0.015,162.32,21017,7,3.41,0.979,0.003,1329,213,1523,0.185
690000,875,4.446,0.062,11.88,54075,38549,90,15434,0,1018,1627833.9,52536.4,0.140,0.186,0.128,0.259,0.287,2055,63.84,1.17,40.05,6.13,3.33,7.45,0.57,1.85,19.89,2.95,3.32,7.42,0.052,0.116,76,0.186,0.869,0.117,0.000,0.015,37381,15974,5,0.309,0.010,0.281,2062368,0.148,0.122,0.016,162.13,21031,8,3.40,0.975,0.002,1625,232,2044,0.196
700000,869,4.518,0.062,12.29,52904,37261,82,15567,0,968,1627881.0,53644.7,0.145,0.177,0.126,0.266,0.286,1986,63.83,1.42,39.82,6.37,3.55,7.81,0.45,0.90,20.01,3.03,3.46,7.64,0.056,0.123,94,0.206,0.872,0.115,0.000,0.013,35145,13015,5,0.268,0.000,0.245,2063300,0.152,0.122,0.016,162.30,20741,20,3.45,0.946,0.003,1730,256,2389,0.191
710000,850,4.691,0.063,12.13,56047,39913,53,16100,0,1003,1631126.0,55054.9,0.132,0.196,0.132,0.269,0.272,1885,63.93,0.27,39.64,6.58,4.05,8.21,0.36,0.74,19.88,3.39,4.02,8.11,0.063,0.128,102,0.182,0.855,0.135,0.000,0.009,38722,14985,6,0.235,0.013,0.218,1814905,0.153,0.121,0.014,162.07,22465,7,3.42,0.979,0.002,1404,145,1693,0.181
720000,871,4.621,0.060,12.20,55451,40031,52,15346,1,985,1624896.1,52739.6,0.141,0.200,0.129,0.262,0.268,1927,63.99,0.22,40.26,6.23,3.07,7.33,0.43,0.90,20.23,3.79,2.99,7.22,0.048,0.115,107,0.175,0.892,0.092,0.000,0.016,38080,14066,7,0.214,0.051,0.203,1747915,0.163,0.121,0.016,162.14,21966,7,3.44,0.977,0.002,1375,131,1586,0.202
730000,875,4.544,0.058,12.08,56686,40489,49,16143,1,867,1630661.8,55462.6,0.136,0.210,0.132,0.261,0.261,1961,63.85,1.85,40.07,6.93,3.05,7.41,0.37,0.82,20.36,4.10,2.97,7.24,0.048,0.116,104,0.170,0.894,0.088,0.000,0.018,39187,14384,7,0.293,0.000,0.178,1565247,0.173,0.120,0.016,162.20,22846,7,3.44,0.981,0.006,1341,18,1245,0.226
740000,858,4.547,0.068,12.09,57272,41239,64,15985,1,813,1627615.8,55188.0,0.119,0.239,0.148,0.243,0.251,1977,63.96,0.96,39.33,7.15,4.34,8.63,0.27,0.68,20.02,3.54,4.21,8.34,0.068,0.135,90,0.195,0.851,0.129,0.000,0.020,36761,13222,7,0.226,0.058,0.134,1542910,0.172,0.128,0.018,162.25,21927,7,3.45,0.980,0.007,1274,9,1250,0.225
750000,847,4.640,0.060,12.02,58759,41824,43,16901,2,933,1626444.4,58133.2,0.114,0.233,0.150,0.242,0.261,1876,63.76,3.56,39.58,7.14,3.83,8.03,0.32,1.02,20.03,3.51,3.80,8.00,0.060,0.126,96,0.175,0.884,0.105,0.000,0.011,38736,15274,8,0.240,0.000,0.151,1601283,0.170,0.120,0.014,162.10,22230,7,3.44,0.978,0.007,1339,9,1208,0.220
760000,890,4.611,0.058,12.03,61084,43661,25,17355,0,951,1624698.6,60001.6,0.141,0.236,0.140,0.238,0.245,1861,64.00,0.11,39.83,6.70,3.73,8.17,0.28,0.69,20.16,3.51,3.56,7.78,0.058,0.128,104,0.162,0.878,0.106,0.000,0.017,43008,18963,7,0.346,0.000,0.144,1238544,0.165,0.119,0.016,161.86,23936,7,3.46,0.976,0.006,1095,12,1033,0.232
770000,866,4.699,0.069,12.06,59513,42669,19,16849,0,864,1620336.9,58249.6,0.138,0.231,0.143,0.239,0.250,1888,63.84,1.70,39.64,7.05,3.89,8.14,0.37,0.85,19.94,3.76,3.82,7.97,0.061,0.127,110,0.173,0.886,0.104,0.000,0.010,40076,16413,7,0.202,0.066,0.180,1398308,0.166,0.125,0.016,162.10,23747,7,3.46,0.978,0.001,1214,18,1209,0.220
780000,847,4.724,0.067,12.20,55642,39706,48,15907,0,794,1629228.5,54686.1,0.137,0.218,0.139,0.247,0.259,2001,63.99,0.24,39.60,6.68,3.95,8.16,0.39,0.79,20.05,3.62,3.86,8.01,0.062,0.127,88,0.192,0.862,0.119,0.000,0.019,36216,12508,8,0.214,0.000,0.198,1542452,0.169,0.131,0.019,162.32,21259,7,3.44,0.982,0.001,1271,5,1230,0.224
790000,866,4.591,0.057,11.93,56232,40148,64,16001,0,879,1630910.2,55026.0,0.127,0.219,0.145,0.246,0.263,1951,63.99,0.08,39.74,6.67,3.93,8.11,0.28,0.69,20.04,3.37,3.86,8.02,0.061,0.127,101,0.176,0.868,0.112,0.000,0.020,37340,13643,7,0.260,0.000,0.140,1672325,0.171,0.118,0.015,162.17,21304,7,3.44,0.980,0.006,1296,7,1256,0.187
800000,866,4.562,0.065,12.11,56553,40288,43,16222,0,927,1629846.9,55905.1,0.142,0.222,0.140,0.245,0.251,1945,63.95,1.07,39.20,6.81,4.53,8.61,0.44,0.84,19.77,3.03,4.51,8.58,0.071,0.135,81,0.211,0.856,0.133,0.000,0.012,39080,15764,7,0.242,0.000,0.221,1374563,0.174,0.123,0.015,162.17,21692,7,3.45,0.981,0.002,1050,5,998,0.205
810000,863,4.621,0.068,11.94,55868,39484,50,16335,2,953,1633304.6,56174.9,0.127,0.217,0.145,0.248,0.263,1968,63.92,1.14,39.21,7.04,4.26,8.47,0.38,0.80,20.07,3.44,4.16,8.29,0.067,0.132,87,0.194,0.855,0.138,0.000,0.007,36298,14159,6,0.260,0.000,0.191,1599096,0.172,0.126,0.016,162.36,21801,6,3.44,0.987,0.003,1284,2,1187,0.216
820000,854,4.739,0.063,12.08,57385,40855,41,16498,0,1119,1631699.1,56877.2,0.126,0.221,0.148,0.245,0.261,1983,63.99,0.15,39.04,7.15,4.56,8.76,0.29,1.01,20.10,3.60,4.41,8.43,0.071,0.137,79,0.218,0.861,0.123,0.000,0.016,37822,15793,6,0.301,0.028,0.133,1549015,0.171,0.118,0.013,162.23,22100,7,3.45,0.984,0.004,1234,11,1067,0.226
830000,874,4.681,0.065,12.20,59560,42879,30,16631,0,945,1626317.9,57408.0,0.142,0.224,0.140,0.239,0.255,1867,63.98,0.54,40.05,6.84,3.45,7.70,0.22,0.62,20.26,3.96,3.41,7.61,0.054,0.120,99,0.205,0.876,0.104,0.000,0.019,40600,18100,7,0.324,0.000,0.111,1131301,0.172,0.120,0.014,162.17,23585,7,3.45,0.976,0.007,926,12,934,0.200
840000,856,4.700,0.070,12.48,60044,43071,30,16961,0,988,1630076.9,58627.8,0.113,0.234,0.144,0.239,0.270,1729,63.99,0.31,39.78,6.63,3.76,7.95,0.34,0.81,20.12,3.76,3.74,7.94,0.059,0.124,112,0.173,0.870,0.117,0.000,0.013,38369,13952,6,0.190,0.181,0.164,1223961,0.169,0.128,0.018,162.33,24528,7,3.46,0.979,0.001,1143,4,1059,0.211
850000,854,4.663,0.070,12.47,58960,42154,44,16764,0,947,1629285.0,57838.4,0.109,0.221,0.140,0.249,0.282,1823,63.96,0.62,40.28,6.33,2.99,7.37,0.33,1.00,20.37,3.64,2.86,7.06,0.047,0.115,108,0.148,0.911,0.076,0.000,0.013,37421,13068,7,0.196,0.000,0.158,1389283,0.168,0.130,0.019,162.35,23196,7,3.45,0.978,0.004,1226,6,1194,0.246
860000,869,4.701,0.071,12.51,59820,42571,35,17197,2,791,1634822.5,59409.9,0.106,0.233,0.143,0.243,0.275,1734,63.92,1.25,39.83,6.67,3.37,7.60,0.32,0.85,20.40,3.75,3.34,7.56,0.053,0.119,114,0.151,0.880,0.108,0.000,0.012,38398,13022,7,0.204,0.051,0.152,1132388,0.168,0.126,0.017,162.36,24185,7,3.45,0.979,0.010,1137,13,1118,0.245
870000,840,4.737,0.071,12.71,59067,42239,49,16808,0,840,1630747.0,58116.9,0.102,0.233,0.142,0.245,0.278,1859,63.98,0.21,39.37,6.82,4.25,8.29,0.30,0.94,20.05,3.29,4.23,8.27,0.066,0.129,94,0.193,0.860,0.133,0.000,0.007,37730,12563,7,0.206,0.036,0.148,1225894,0.167,0.124,0.015,162.36,23720,7,3.46,0.978,0.001,1138,17,1073,0.226
880000,869,4.718,0.067,12.67,59611,42399,23,17160,0,831,1630654.6,59383.2,0.102,0.217,0.137,0.251,0.293,1704,63.90,1.42,39.62,7.19,3.62,7.80,0.43,1.74,20.23,4.30,3.52,7.66,0.057,0.122,98,0.167,0.878,0.102,0.000,0.020,37418,12910,7,0.212,0.000,0.175,1403496,0.164,0.117,0.013,162.36,24186,7,3.46,0.981,0.005,1255,11,1213,0.220
890000,859,4.668,0.058,12.83,57499,41110,47,16352,0,957,1625493.4,56453.3,0.108,0.206,0.131,0.257,0.298,1776,63.97,0.54,39.95,6.35,3.74,7.66,0.28,0.69,19.99,3.34,3.69,7.51,0.059,0.120,108,0.155,0.849,0.130,0.000,0.021,37854,13768,7,0.264,0.040,0.143,1590431,0.171,0.120,0.016,162.41,23133,7,3.45,0.980,0.005,1268,10,1226,0.217
900000,883,4.540,0.057,13.16,57718,41447,51,16196,0,983,1628963.5,56194.5,0.131,0.204,0.125,0.258,0.282,1665,63.99,0.14,39.82,6.89,4.17,8.17,0.19,0.68,19.82,3.48,4.09,8.02,0.065,0.128,114,0.176,0.862,0.122,0.000,0.016,40662,12831,7,0.297,0.005,0.091,980926,0.172,0.117,0.014,162.27,24413,7,3.47,0.983,0.003,871,3,855,0.205
910000,847,4.709,0.046,12.78,57300,41171,92,16073,0,819,1632988.5,55568.4,0.132,0.208,0.128,0.257,0.276,1687,63.97,0.76,39.52,6.72,4.13,8.46,0.28,1.00,20.05,3.18,3.99,8.10,0.064,0.132,91,0.181,0.872,0.113,0.000,0.014,42034,14206,7,0.185,0.098,0.133,1034423,0.177,0.108,0.011,162.21,23945,6,3.46,0.986,0.009,891,5,915,0.203
920000,893,4.581,0.042,12.70,58985,42832,85,16022,0,749,1630580.2,55518.9,0.165,0.212,0.125,0.242,0.256,1815,63.98,0.30,40.60,6.18,2.80,7.00,0.08,0.39,20.50,3.66,2.75,6.92,0.044,0.109,121,0.211,0.898,0.083,0.000,0.019,46038,18717,8,0.314,0.006,0.041,649778,0.182,0.103,0.010,161.98,23736,7,3.47,0.980,0.009,563,2,574,0.192
930000,878,4.670,0.047,12.57,60456,44315,48,16108,0,790,1635577.4,55988.0,0.184,0.211,0.121,0.237,0.247,1790,63.92,1.06,40.94,6.76,2.42,6.61,0.15,1.36,20.41,4.44,2.39,6.56,0.038,0.103,132,0.151,0.903,0.075,0.000,0.022,47094,19492,8,0.247,0.015,0.054,406566,0.148,0.112,0.013,162.17,24424,9,3.48,0.970,0.015,421,10,409,0.186
940000,856,4.571,0.052,12.56,58785,42382,60,16365,0,678,1632983.4,56793.7,0.150,0.221,0.135,0.237,0.258,1871,64.00,0.08,40.12,6.61,3.41,7.73,0.21,0.95,20.26,3.72,3.32,7.56,0.053,0.121,106,0.217,0.889,0.095,0.000,0.016,42627,14933,8,0.249,0.000,0.100,764891,0.157,0.112,0.013,162.38,24096,8,3.47,0.975,0.001,677,11,673,0.220
950000,844,4.660,0.067,12.62,57251,40941,51,16269,2,807,1628001.0,56245.1,0.119,0.220,0.138,0.245,0.278,1839,63.93,0.98,40.24,6.66,3.17,7.41,0.36,0.93,20.17,3.98,3.07,7.25,0.050,0.116,106,0.159,0.882,0.102,0.000,0.017,38908,12883,7,0.216,0.064,0.167,1115712,0.170,0.136,0.023,162.44,23991,8,3.46,0.974,0.006,1042,7,975,0.208
960000,860,4.502,0.066,13.02,57058,40692,48,16302,0,801,1628232.8,56382.3,0.112,0.220,0.139,0.249,0.280,1789,64.00,0.07,40.28,6.24,3.25,7.54,0.30,0.73,20.17,3.46,3.25,7.54,0.051,0.118,95,0.151,0.884,0.102,0.000,0.014,37024,11588,8,0.157,0.077,0.150,1191415,0.173,0.124,0.017,162.53,22863,8,3.46,0.980,0.005,1048,11,1058,0.214
970000,859,4.644,0.067,12.86,55317,39609,74,15633,2,751,1621038.0,54017.9,0.114,0.203,0.132,0.255,0.295,1863,63.94,0.85,40.24,6.78,3.42,7.60,0.37,1.77,19.92,3.56,3.31,7.44,0.054,0.119,114,0.147,0.881,0.106,0.000,0.013,36594,10694,9,0.159,0.042,0.143,1230942,0.174,0.132,0.020,162.52,22788,8,3.46,0.976,0.003,994,9,922,0.220
980000,871,4.502,0.069,13.03,56862,40624,65,16160,1,756,1621719.4,55719.5,0.111,0.205,0.134,0.255,0.295,1848,63.97,0.64,40.11,6.59,3.63,7.77,0.26,0.84,19.97,3.38,3.57,7.66,0.057,0.121,109,0.160,0.875,0.113,0.000,0.013,37637,11652,9,0.164,0.000,0.123,1065360,0.174,0.125,0.016,162.45,23541,8,3.45,0.974,0.001,950,4,862,0.176
990000,856,4.635,0.061,12.80,58354,41645,63,16660,1,794,1622027.4,57818.2,0.116,0.210,0.134,0.252,0.287,1794,63.95,1.03,40.07,6.77,3.68,7.86,0.23,0.71,19.97,3.07,3.53,7.55,0.057,0.123,105,0.155,0.875,0.110,0.000,0.015,39672,13086,7,0.246,0.000,0.112,871894,0.174,0.122,0.017,162.26,24374,7,3.47,0.980,0.006,841,10,771,0.239
1000000,871,4.599,0.055,12.69,56430,39926,113,16376,0,711,1631567.5,56543.8,0.115,0.218,0.138,0.246,0.282,2010,63.99,0.14,40.14,6.51,3.59,7.88,0.25,0.66,20.01,3.39,3.48,7.63,0.056,0.123,106,0.179,0.876,0.111,0.000,0.013,37668,12314,7,0.234,0.000,0.126,1153018,0.178,0.117,0.014,162.57,22016,8,3.45,0.978,0.008,1001,4,1067,0.202
