step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,gain_mean,kills_young_share,meat_majority,eaten_with_sensor,kills_by_sensor,who_decisions,who_used
110000,958,4.147,0.072,14.27,92362,49171,2,42026,1310,1000,1620873.0,81647.1,0.074,0.168,0.176,0.270,0.312,1081,55.55,17.88,33.46,15.08,2.48,6.52,0.15,1.22,19.47,7.28,2.40,6.39,0.046,0.113,187,0.210,0.865,0.114,0.000,0.021,59324,28550,5,0.471,0.110,0.053,0,0.000,0.128,0.018,162.25,41750,56,1.94,0.649,0.014,4652,1596,0,0.000
120000,1178,3.486,0.055,13.55,118285,48504,2,66382,3177,1442,1614087.8,110542.3,0.076,0.152,0.181,0.274,0.317,918,44.19,26.05,24.19,19.57,3.00,7.50,0.22,1.53,16.78,8.11,2.76,6.98,0.050,0.126,236,0.138,0.841,0.126,0.001,0.031,79005,42586,4,0.377,0.247,0.059,0,0.000,0.107,0.010,162.25,50370,58,1.67,0.647,0.027,4271,2794,0,0.000
130000,1153,3.586,0.057,13.62,98182,46424,16,48738,3029,939,1616286.4,87585.9,0.060,0.159,0.179,0.270,0.333,1070,45.11,25.78,24.93,19.54,2.73,6.97,0.10,0.99,17.35,8.55,2.51,6.65,0.047,0.120,200,0.197,0.864,0.115,0.000,0.021,64881,29848,6,0.258,0.181,0.022,0,0.000,0.111,0.012,162.44,42162,60,1.80,0.656,0.026,3076,1153,0,0.000
140000,1086,3.715,0.060,13.81,100626,46356,4,51633,2700,1093,1610481.9,99885.3,0.066,0.169,0.192,0.262,0.310,1079,49.15,24.15,29.78,18.43,2.10,6.08,0.13,1.58,17.14,7.77,2.08,6.03,0.036,0.101,193,0.102,0.884,0.089,0.000,0.027,65364,34430,6,0.249,0.052,0.047,0,0.000,0.120,0.014,161.62,42148,55,1.93,0.682,0.008,3725,1479,0,0.000
150000,1018,3.832,0.058,13.46,99007,47097,5,49428,2545,1330,1625761.1,87939.4,0.052,0.166,0.199,0.272,0.312,1065,52.64,22.11,31.48,17.32,2.25,6.45,0.12,0.84,18.79,7.28,2.15,6.31,0.038,0.108,173,0.317,0.883,0.096,0.000,0.021,64150,31233,6,0.306,0.052,0.038,0,0.000,0.116,0.014,162.33,41439,48,1.78,0.704,0.005,3151,1405,0,0.000
160000,1128,3.620,0.047,13.37,119610,46193,7,68894,4406,1049,1625287.0,106854.7,0.057,0.147,0.211,0.270,0.314,1017,46.84,25.29,26.83,19.31,2.52,6.82,0.12,1.02,17.38,7.48,2.38,6.53,0.042,0.116,198,0.151,0.869,0.110,0.000,0.021,81869,43390,6,0.271,0.190,0.022,0,0.000,0.101,0.009,162.48,47415,57,1.55,0.679,0.018,4220,924,0,0.000
170000,1125,3.681,0.047,13.70,111386,47437,37,61249,2666,668,1621414.9,98018.3,0.047,0.156,0.217,0.281,0.299,1023,46.33,25.42,26.51,19.18,2.77,7.13,0.14,1.32,16.92,7.45,2.58,6.69,0.043,0.112,188,0.127,0.868,0.110,0.000,0.021,74441,35814,6,0.308,0.009,0.036,0,0.000,0.109,0.013,162.54,44774,46,1.60,0.704,0.007,5206,1862,0,0.000
180000,1265,3.336,0.051,13.47,111537,46800,40,61358,3199,463,1617024.8,96389.5,0.044,0.150,0.201,0.283,0.322,1011,42.03,26.99,23.55,19.60,2.71,7.03,0.09,0.74,15.67,8.26,2.57,6.68,0.042,0.110,217,0.127,0.864,0.112,0.000,0.024,73241,34377,9,0.289,0.037,0.024,0,0.000,0.103,0.010,162.67,44614,53,1.57,0.702,0.019,4528,478,0,0.000
190000,1359,3.232,0.051,13.47,115711,48850,60,63195,3512,554,1606684.0,98323.3,0.044,0.133,0.185,0.297,0.342,965,38.12,28.20,21.50,19.66,2.16,6.39,0.14,1.41,14.32,9.15,2.04,6.03,0.034,0.100,252,0.100,0.882,0.088,0.000,0.029,78443,39832,7,0.279,0.296,0.035,0,0.000,0.105,0.010,162.40,47175,63,1.56,0.676,0.010,5000,1061,0,0.000
200000,1183,3.463,0.053,13.90,114045,49918,42,61143,3118,476,1606872.9,94758.9,0.043,0.136,0.192,0.313,0.315,942,44.39,26.02,25.77,19.03,2.32,6.59,0.10,0.88,16.20,8.15,2.18,6.20,0.037,0.106,232,0.107,0.881,0.100,0.000,0.019,76274,38253,11,0.325,0.041,0.021,0,0.000,0.110,0.012,162.59,46173,70,1.55,0.652,0.009,5216,1510,0,0.000
210000,1153,3.596,0.053,13.97,114575,49774,44,60254,4533,545,1610047.0,91654.9,0.038,0.147,0.210,0.293,0.312,1006,45.63,25.95,26.58,18.71,2.49,6.95,0.10,0.84,16.45,8.73,2.31,6.39,0.039,0.109,241,0.115,0.870,0.102,0.000,0.028,74886,34928,7,0.242,0.169,0.024,0,0.000,0.107,0.010,162.72,46357,63,1.52,0.653,0.017,4186,948,0,0.000
220000,1116,3.626,0.054,14.03,124704,48359,28,72396,3958,600,1611615.9,110287.6,0.037,0.160,0.224,0.274,0.305,958,46.59,24.90,27.02,19.16,2.20,6.46,0.14,1.10,17.24,7.14,2.07,6.08,0.035,0.102,217,0.125,0.876,0.091,0.000,0.033,78748,35192,8,0.279,0.042,0.029,0,0.000,0.108,0.010,162.72,48529,59,1.52,0.670,0.010,6244,1649,0,0.000
230000,1222,3.472,0.056,13.64,126380,49574,31,73505,3164,676,1617313.4,107941.4,0.038,0.163,0.244,0.270,0.285,955,42.25,26.09,23.03,19.13,2.86,7.19,0.13,1.31,16.23,7.50,2.70,6.83,0.045,0.114,216,0.133,0.847,0.119,0.000,0.034,80779,37120,10,0.338,0.044,0.020,0,0.000,0.110,0.011,162.79,48953,53,1.47,0.680,0.034,5876,3232,0,0.000
240000,1248,3.434,0.052,13.60,142010,50636,31,86509,4808,872,1615485.6,121440.2,0.038,0.143,0.204,0.294,0.322,853,40.85,26.70,22.39,19.33,2.80,6.99,0.13,1.11,15.54,8.00,2.55,6.48,0.057,0.133,208,0.119,0.833,0.139,0.000,0.027,93547,40947,12,0.263,0.030,0.023,0,0.000,0.105,0.010,162.76,56396,61,1.40,0.637,0.045,5912,1308,0,0.000
250000,982,3.972,0.066,14.59,123673,47790,19,73237,2893,1401,1615494.0,105573.0,0.031,0.145,0.214,0.293,0.317,914,53.85,19.87,33.55,15.68,2.04,5.88,0.06,0.93,18.19,6.75,1.95,5.60,0.050,0.108,176,0.093,0.845,0.131,0.000,0.023,77707,36091,9,0.185,0.218,0.016,0,0.000,0.122,0.017,162.69,49994,54,1.44,0.658,0.017,3017,1017,0,0.000
260000,1285,3.281,0.057,14.71,85014,48342,12,35163,1194,396,1609442.6,55373.1,0.032,0.201,0.211,0.269,0.287,1052,40.31,27.38,22.74,19.81,2.30,6.52,0.12,0.78,15.15,8.03,2.18,6.21,0.038,0.107,240,0.108,0.870,0.105,0.001,0.024,52396,20845,7,0.181,0.374,0.040,0,0.000,0.110,0.011,162.63,38315,66,1.57,0.630,0.026,2934,387,0,0.000
270000,895,4.284,0.056,15.86,62620,43158,52,19278,522,182,1625993.8,41184.9,0.026,0.189,0.209,0.269,0.308,1293,59.60,12.66,38.81,11.23,1.41,5.19,0.07,0.64,19.31,5.08,1.35,4.95,0.022,0.081,201,0.088,0.918,0.063,0.000,0.019,40983,16564,5,0.285,0.078,0.020,0,0.000,0.110,0.010,162.68,29406,52,2.14,0.719,0.003,1800,267,0,0.000
280000,1424,3.077,0.050,14.57,88258,47586,103,37584,2456,446,1608425.8,58408.7,0.024,0.147,0.181,0.322,0.326,970,36.75,28.32,21.34,20.04,1.71,5.75,0.09,1.11,13.60,8.71,1.52,5.26,0.030,0.099,252,0.113,0.902,0.072,0.001,0.026,56040,24957,7,0.336,0.005,0.020,0,0.000,0.106,0.011,162.69,41965,65,1.55,0.640,0.014,2666,554,0,0.000
290000,1309,3.244,0.043,14.67,99248,51052,96,44750,3465,419,1607096.8,65505.9,0.022,0.141,0.184,0.323,0.330,863,40.57,27.62,24.01,19.57,1.76,5.81,0.11,1.09,14.68,9.07,1.63,5.47,0.028,0.093,263,0.080,0.908,0.070,0.000,0.021,66642,29415,9,0.243,0.029,0.018,0,0.000,0.097,0.007,162.72,46188,89,1.46,0.585,0.013,2154,512,0,0.000
300000,1429,3.103,0.044,14.95,103214,51558,105,48237,3194,384,1596086.2,75414.8,0.041,0.132,0.164,0.334,0.330,824,37.91,28.37,22.41,19.77,1.94,6.07,0.07,0.81,13.48,8.96,1.85,5.78,0.031,0.096,255,0.151,0.903,0.076,0.000,0.022,71698,30244,14,0.313,0.116,0.017,0,0.000,0.101,0.009,162.28,48068,95,1.56,0.583,0.008,2782,1133,0,0.000
310000,1395,3.133,0.049,14.82,106064,51418,76,51181,3423,438,1615895.1,72070.4,0.021,0.142,0.180,0.354,0.303,833,37.42,27.84,22.16,19.83,1.58,5.51,0.06,0.62,13.62,8.44,1.49,5.23,0.025,0.089,253,0.074,0.913,0.072,0.000,0.015,70135,27527,10,0.162,0.279,0.016,0,0.000,0.103,0.010,162.85,49026,88,1.41,0.579,0.011,2746,1106,0,0.000
320000,1712,2.710,0.043,14.55,113097,54920,88,53583,4189,362,1609261.0,78115.4,0.024,0.135,0.159,0.392,0.290,755,31.49,28.75,18.09,19.73,1.55,5.45,0.07,0.67,11.78,9.11,1.45,5.18,0.026,0.092,303,0.077,0.913,0.064,0.000,0.023,75374,29388,10,0.221,0.188,0.018,0,0.000,0.098,0.008,162.75,53376,89,1.46,0.593,0.006,2870,798,0,0.000
330000,1233,3.402,0.049,14.99,115950,53827,124,58662,3816,1015,1619364.4,86394.7,0.020,0.152,0.154,0.364,0.310,765,42.36,26.53,24.20,18.81,3.12,7.41,0.06,0.56,14.98,8.05,2.88,7.02,0.053,0.127,232,0.142,0.850,0.131,0.000,0.019,76071,33105,11,0.145,0.140,0.019,0,0.000,0.105,0.010,162.70,53665,78,1.47,0.621,0.017,3122,644,0,0.000
340000,1280,3.335,0.045,14.16,113429,52501,70,57817,2994,1453,1614676.6,84839.1,0.022,0.163,0.158,0.339,0.319,786,40.14,27.15,21.97,19.11,3.04,7.37,0.06,0.57,15.07,8.12,2.75,6.89,0.053,0.129,251,0.137,0.854,0.124,0.000,0.022,74910,33205,11,0.200,0.030,0.016,0,0.000,0.103,0.010,162.61,52022,71,1.47,0.627,0.011,3166,987,0,0.000
350000,1161,3.589,0.048,14.57,114258,47808,31,64349,2189,1334,1614800.2,109223.5,0.021,0.168,0.154,0.322,0.335,781,45.92,25.76,27.04,19.44,2.67,7.57,0.17,1.14,16.03,6.96,2.25,6.44,0.046,0.126,234,0.083,0.882,0.100,0.000,0.018,71486,28047,11,0.223,0.090,0.050,0,0.000,0.101,0.008,162.70,52877,67,1.70,0.655,0.006,6808,2162,0,0.000
360000,1714,2.752,0.045,14.17,113443,49216,111,60895,2668,941,1603296.5,96064.1,0.021,0.148,0.139,0.371,0.321,788,31.17,29.08,17.90,20.31,1.74,6.34,0.10,0.93,11.43,8.71,1.41,5.22,0.029,0.105,276,0.111,0.911,0.062,0.000,0.027,72941,29118,13,0.189,0.230,0.043,0,0.000,0.101,0.009,162.51,53349,78,1.58,0.629,0.009,6004,512,0,0.000
370000,1379,3.129,0.047,14.59,122682,50465,136,69110,3306,845,1616151.1,101801.1,0.020,0.151,0.143,0.368,0.318,748,38.45,28.31,22.87,20.69,1.65,6.00,0.11,1.18,13.83,8.49,1.34,5.09,0.031,0.112,262,0.104,0.916,0.058,0.000,0.026,81568,34266,14,0.152,0.104,0.020,0,0.000,0.103,0.010,162.56,56209,81,1.47,0.611,0.011,4954,565,0,0.000
380000,1270,3.364,0.050,14.33,134685,50640,57,78369,5728,1362,1613539.9,118567.3,0.016,0.178,0.150,0.337,0.319,719,40.73,27.82,23.66,20.28,2.89,7.93,0.04,0.47,14.15,7.52,2.33,6.60,0.051,0.139,246,0.111,0.872,0.106,0.000,0.023,89295,38303,11,0.239,0.105,0.011,0,0.000,0.109,0.011,162.60,61621,71,1.51,0.633,0.011,4995,939,0,0.000
390000,1433,3.055,0.043,14.35,140280,53395,43,79313,7366,1424,1613032.8,112254.8,0.016,0.155,0.139,0.359,0.331,682,35.69,28.65,20.61,20.65,1.94,6.61,0.18,1.36,12.96,8.24,1.55,5.49,0.034,0.117,287,0.073,0.911,0.068,0.000,0.020,99247,51354,12,0.201,0.116,0.044,0,0.000,0.099,0.008,162.16,63619,69,1.42,0.626,0.008,4118,1272,0,0.000
400000,1262,3.442,0.053,14.80,133519,51079,30,75408,7173,1105,1611394.6,111029.9,0.018,0.164,0.162,0.340,0.317,720,40.39,27.39,23.32,20.42,2.65,7.62,0.13,1.09,14.29,7.68,2.15,6.36,0.047,0.132,283,0.101,0.885,0.096,0.000,0.019,88338,39052,9,0.158,0.235,0.032,0,0.000,0.111,0.012,162.55,61679,67,1.47,0.630,0.018,3827,790,0,0.000
410000,1531,2.986,0.052,14.30,141204,52224,40,81247,7424,1694,1607715.1,115207.2,0.018,0.155,0.155,0.324,0.349,705,33.25,28.56,18.57,20.30,2.43,7.23,0.06,0.97,12.19,7.95,1.87,5.96,0.050,0.148,324,0.088,0.887,0.080,0.000,0.033,91149,39901,10,0.248,0.120,0.010,0,0.000,0.105,0.009,162.67,64373,68,1.42,0.626,0.023,4084,955,0,0.000
420000,1389,3.144,0.059,14.64,149616,54395,50,89757,5556,1744,1604152.1,122271.8,0.018,0.149,0.140,0.342,0.351,632,36.92,28.38,20.88,20.55,3.08,8.03,0.21,1.90,12.76,7.41,2.49,6.86,0.061,0.157,249,0.066,0.870,0.102,0.000,0.028,96947,42172,10,0.174,0.354,0.071,0,0.000,0.116,0.013,162.58,69625,74,1.36,0.610,0.019,5219,4814,0,0.000
430000,1083,3.774,0.057,15.17,144258,50675,19,89488,4382,1943,1615115.9,126855.0,0.015,0.169,0.160,0.333,0.323,736,49.36,24.02,32.11,18.37,1.57,5.76,0.10,0.68,15.58,6.82,1.43,5.34,0.028,0.102,212,0.096,0.912,0.062,0.000,0.026,93426,41862,8,0.212,0.113,0.054,0,0.000,0.113,0.012,162.43,65754,65,1.42,0.632,0.007,5160,30953,0,0.000
440000,1442,3.056,0.055,14.31,144307,51029,27,86684,6208,2108,1594090.4,116610.5,0.016,0.160,0.149,0.349,0.327,767,35.70,28.94,20.18,20.58,2.86,7.70,0.10,0.61,12.56,7.97,2.40,6.74,0.051,0.137,250,0.087,0.875,0.107,0.000,0.017,98099,49550,11,0.266,0.138,0.079,0,0.000,0.114,0.014,162.42,65302,73,1.35,0.599,0.023,3394,44761,0,0.000
450000,1180,3.557,0.051,14.45,132436,47802,35,81067,3794,1941,1601033.8,116840.4,0.018,0.164,0.150,0.344,0.323,898,44.68,27.02,28.75,20.47,1.65,5.87,0.13,1.00,14.16,7.29,1.48,5.38,0.032,0.109,206,0.089,0.903,0.077,0.000,0.019,90869,42456,10,0.237,0.037,0.064,0,0.000,0.112,0.013,162.43,58853,69,1.44,0.627,0.017,3948,40450,0,0.000
460000,1239,3.362,0.055,14.01,98695,44115,99,52806,1616,1362,1601198.6,78118.0,0.019,0.158,0.171,0.321,0.332,1303,42.93,27.76,27.40,20.74,1.51,5.48,0.12,0.85,13.90,7.64,1.44,5.36,0.029,0.110,190,0.141,0.918,0.065,0.000,0.018,65057,35450,7,0.281,0.000,0.073,0,0.000,0.114,0.012,162.52,40336,69,1.48,0.631,0.006,2805,43867,0,0.000
470000,1211,3.483,0.056,14.50,93420,44966,91,47035,1356,1530,1602745.0,70594.9,0.021,0.145,0.159,0.351,0.325,1271,43.62,27.75,27.86,20.69,1.50,5.44,0.16,0.89,14.10,7.91,1.49,5.41,0.025,0.092,215,0.126,0.904,0.080,0.000,0.016,57044,28979,9,0.293,0.037,0.083,0,0.000,0.110,0.010,162.58,39746,80,1.50,0.604,0.014,3484,37014,0,0.000
480000,1265,3.455,0.057,14.37,93556,47260,78,44450,1714,692,1597920.6,67305.5,0.024,0.154,0.177,0.321,0.323,1219,42.10,28.53,26.55,21.05,1.68,5.75,0.13,0.66,13.74,8.56,1.64,5.65,0.028,0.096,212,0.133,0.899,0.085,0.000,0.017,54999,25287,10,0.275,0.108,0.088,0,0.000,0.114,0.013,162.58,41738,83,1.51,0.603,0.007,2766,32193,0,0.000
490000,1053,3.873,0.060,14.72,105785,46655,72,56780,2490,634,1595128.6,82671.2,0.029,0.141,0.167,0.324,0.340,1281,49.13,25.21,30.44,18.96,3.05,7.53,0.16,0.54,15.49,6.70,3.02,7.53,0.050,0.120,162,0.136,0.855,0.126,0.000,0.019,65048,30411,8,0.295,0.104,0.144,0,0.000,0.116,0.014,162.60,44973,85,1.46,0.594,0.009,3752,51154,0,0.000
500000,1302,3.307,0.051,14.28,117946,46208,38,67811,3640,408,1604352.1,98795.0,0.041,0.130,0.157,0.313,0.358,1171,41.01,28.21,24.92,21.14,2.15,6.52,0.12,0.69,13.81,7.24,2.12,6.49,0.035,0.108,193,0.147,0.892,0.087,0.000,0.022,78185,37634,9,0.267,0.001,0.098,0,0.000,0.109,0.011,162.57,50668,60,1.46,0.644,0.013,2918,65269,0,0.000
510000,1089,3.708,0.041,14.24,95631,44454,72,47965,3353,578,1602653.8,80632.8,0.041,0.137,0.149,0.318,0.356,1563,48.90,24.74,30.27,19.64,2.52,6.96,0.11,0.32,15.99,6.29,2.49,6.95,0.042,0.114,151,0.112,0.871,0.099,0.000,0.030,66934,33936,6,0.309,0.030,0.114,0,0.000,0.100,0.009,162.24,40249,57,1.68,0.672,0.009,2099,42891,0,0.000
520000,1146,4.124,0.032,13.57,92808,49270,247,40482,2752,307,1595724.5,72548.6,0.183,0.096,0.114,0.295,0.312,1589,53.22,22.21,36.57,18.55,1.15,4.81,0.06,0.29,15.43,6.41,1.15,4.81,0.018,0.075,222,0.076,0.882,0.049,0.002,0.067,73365,37808,11,0.285,0.168,0.056,0,0.000,0.087,0.005,161.80,40700,49,1.79,0.711,0.010,2281,38531,0,0.000
530000,871,4.435,0.042,14.63,76168,42674,288,31189,2292,240,1609477.4,55450.3,0.107,0.109,0.125,0.336,0.323,1978,61.26,11.90,40.20,11.29,2.59,7.07,0.13,0.40,18.34,4.34,2.59,7.07,0.041,0.111,126,0.169,0.889,0.101,0.000,0.010,57634,27131,9,0.308,0.044,0.118,0,0.000,0.106,0.011,162.46,31300,65,1.78,0.671,0.008,1476,29591,0,0.000
540000,929,4.122,0.048,14.97,60678,40775,80,18896,869,243,1611813.8,46889.0,0.061,0.137,0.149,0.319,0.335,2037,57.15,17.16,37.11,15.64,1.50,5.49,0.07,0.26,18.48,5.30,1.48,5.49,0.026,0.093,162,0.130,0.922,0.058,0.002,0.017,45222,17335,7,0.189,0.145,0.068,0,0.000,0.108,0.010,162.64,27868,37,2.48,0.778,0.010,1223,17295,0,0.000
550000,867,4.437,0.052,15.14,54464,40644,137,13507,238,220,1613360.0,37049.1,0.065,0.143,0.156,0.310,0.326,2282,63.86,1.34,43.33,6.24,1.34,5.25,0.06,0.24,19.13,3.77,1.34,5.25,0.021,0.082,110,0.163,0.941,0.048,0.000,0.010,41227,15846,8,0.163,0.183,0.060,0,0.000,0.113,0.011,162.53,24324,33,2.74,0.811,0.005,1217,12865,0,0.000
560000,869,4.446,0.048,15.10,47655,39747,142,7762,2,84,1614076.8,25973.7,0.045,0.163,0.174,0.294,0.324,2555,63.92,0.87,43.42,5.95,0.99,4.55,0.05,0.22,19.46,4.19,0.99,4.55,0.015,0.071,133,0.190,0.955,0.037,0.000,0.008,33219,10898,9,0.188,0.000,0.048,0,0.000,0.100,0.008,162.75,21388,26,3.35,0.856,0.000,688,7707,0,0.000
570000,850,4.572,0.057,15.05,47593,39460,151,7999,2,87,1608247.1,26899.8,0.037,0.165,0.176,0.300,0.322,2605,63.67,2.85,42.96,6.26,0.93,4.43,0.05,0.25,19.74,3.64,0.93,4.43,0.015,0.069,124,0.196,0.954,0.039,0.000,0.007,32824,11008,8,0.182,0.011,0.045,0,0.000,0.116,0.013,162.78,20908,26,3.36,0.853,0.002,752,7947,0,0.000
580000,1204,3.521,0.056,14.10,69072,41856,106,25724,1032,271,1605635.1,49217.1,0.033,0.145,0.155,0.316,0.352,1979,44.29,27.05,27.62,20.64,1.79,6.00,0.10,0.39,14.78,7.16,1.77,5.96,0.029,0.095,210,0.105,0.904,0.071,0.000,0.024,43831,15756,9,0.131,0.217,0.084,0,0.000,0.112,0.012,162.73,30404,49,1.91,0.710,0.012,1419,24241,0,0.000
590000,1044,3.908,0.060,14.69,93260,42476,64,48968,1912,849,1599708.0,80333.9,0.029,0.116,0.136,0.327,0.392,1444,50.80,24.19,32.81,18.67,1.83,6.06,0.09,0.35,16.07,6.95,1.70,5.85,0.035,0.117,172,0.165,0.905,0.078,0.000,0.017,59477,24722,9,0.218,0.014,0.080,0,0.000,0.119,0.013,162.55,42532,52,1.64,0.686,0.005,2141,43303,0,0.000
600000,1233,3.342,0.041,13.74,86819,44095,53,41259,1223,889,1603283.2,74125.4,0.048,0.107,0.129,0.317,0.399,1577,42.61,26.93,24.75,20.65,3.06,7.70,0.16,0.82,14.64,7.07,2.87,7.36,0.055,0.138,236,0.126,0.847,0.119,0.000,0.034,60834,28084,8,0.131,0.388,0.134,0,0.000,0.105,0.011,162.38,39057,53,1.80,0.704,0.021,2477,36524,0,0.000
610000,858,4.469,0.061,15.03,69288,41088,59,27905,611,497,1602448.1,55037.3,0.054,0.142,0.157,0.313,0.334,1917,63.61,2.72,42.53,7.60,0.84,4.09,0.20,1.68,20.04,4.45,0.77,4.04,0.014,0.065,140,0.268,0.966,0.027,0.000,0.007,49842,22937,6,0.321,0.190,0.050,0,0.000,0.117,0.012,162.40,30567,48,1.97,0.720,0.002,1794,25043,0,0.000
620000,853,4.527,0.063,15.06,49545,41472,81,7989,8,189,1605177.9,26371.5,0.038,0.191,0.199,0.279,0.292,2557,63.55,3.83,43.11,6.62,0.64,3.67,0.05,0.34,19.75,4.29,0.64,3.67,0.010,0.058,147,0.195,0.961,0.026,0.000,0.013,33206,13523,8,0.315,0.080,0.034,0,0.000,0.117,0.014,162.57,21527,28,3.30,0.837,0.004,842,7585,0,0.000
