step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,gain_mean,kills_young_share,meat_majority,eaten_with_sensor,kills_by_sensor,who_decisions,who_used
640000,860,4.614,0.080,13.38,52157,39483,8,12625,37,270,1586121.0,39961.4,0.127,0.187,0.191,0.200,0.295,1935,63.09,4.43,41.51,8.34,2.63,7.24,0.00,0.05,18.95,2.75,2.51,6.93,0.042,0.115,124,0.284,0.905,0.084,0.000,0.012,34366,12690,4,0.628,0.190,0.002,29905,0.141,0.153,0.032,161.38,21484,19,3.17,0.889,0.003,940,59,810,0.256
650000,875,4.498,0.081,13.48,54092,40546,9,13265,257,257,1587287.2,40336.7,0.133,0.179,0.184,0.203,0.301,1797,62.58,6.42,41.24,9.23,2.34,6.90,0.01,0.17,18.99,2.99,2.19,6.53,0.038,0.112,114,0.335,0.917,0.071,0.000,0.013,36125,14847,6,0.281,0.383,0.003,33385,0.154,0.149,0.029,161.24,22529,22,3.04,0.864,0.007,952,20,776,0.260
660000,897,4.347,0.075,13.53,50748,38783,25,11883,35,242,1587774.9,37383.1,0.103,0.187,0.188,0.210,0.313,1925,60.17,11.34,38.32,13.38,2.38,6.95,0.02,0.30,19.45,3.62,2.27,6.63,0.038,0.111,132,0.285,0.906,0.079,0.000,0.014,31627,12880,5,0.318,0.273,0.008,26657,0.149,0.136,0.022,161.49,21753,21,3.15,0.875,0.006,778,45,683,0.261
670000,866,4.510,0.072,13.55,51767,38720,21,13010,47,245,1586764.4,40757.6,0.101,0.194,0.193,0.204,0.308,1850,63.65,2.13,42.13,7.42,2.50,7.14,0.01,0.10,19.02,2.70,2.39,6.83,0.040,0.113,83,0.419,0.910,0.075,0.000,0.015,32806,13930,4,0.328,0.215,0.003,11494,0.146,0.136,0.022,161.44,22161,19,3.13,0.889,0.003,679,20,500,0.296
680000,877,4.472,0.071,13.46,51333,38960,15,12292,55,248,1585846.8,38490.0,0.097,0.199,0.196,0.202,0.307,1846,61.64,9.72,39.91,10.76,2.66,7.34,0.01,0.17,19.06,3.51,2.54,7.00,0.042,0.117,99,0.342,0.909,0.078,0.000,0.014,32363,12718,4,0.385,0.084,0.001,7995,0.161,0.136,0.021,161.35,22238,20,3.13,0.886,0.006,525,15,308,0.295
690000,879,4.564,0.080,13.47,53056,40056,12,12952,34,248,1585413.5,40095.1,0.103,0.192,0.190,0.202,0.314,1853,63.54,3.33,41.64,7.73,2.73,7.41,0.00,0.00,19.16,2.46,2.61,7.08,0.043,0.118,89,0.380,0.908,0.085,0.000,0.007,34726,13356,5,0.528,0.074,0.000,11108,0.180,0.141,0.023,161.51,21819,20,3.10,0.889,0.002,594,17,505,0.347
700000,911,4.396,0.078,13.43,57204,39593,31,17353,195,274,1587204.9,46783.9,0.111,0.191,0.185,0.201,0.313,1703,59.67,13.52,38.00,13.34,2.96,7.69,0.00,0.03,18.71,3.54,2.80,7.31,0.047,0.124,111,0.330,0.888,0.090,0.000,0.022,35454,13469,5,0.446,0.056,0.001,16398,0.190,0.144,0.026,161.82,23448,25,2.70,0.839,0.004,723,44,604,0.275
710000,919,4.447,0.082,13.45,74490,39644,9,33700,1129,456,1585554.6,68312.2,0.096,0.215,0.202,0.201,0.285,1410,60.11,12.30,38.32,12.80,3.13,7.99,0.03,0.52,18.64,3.63,2.89,7.33,0.050,0.127,139,0.361,0.887,0.097,0.000,0.016,46633,20917,5,0.598,0.007,0.003,19905,0.143,0.147,0.029,161.51,31026,34,2.03,0.787,0.008,1036,128,890,0.247
720000,922,4.311,0.084,13.50,55991,40123,20,15634,211,364,1585461.8,43333.1,0.108,0.188,0.186,0.204,0.315,1799,59.82,12.52,38.20,13.62,2.59,7.18,0.04,0.58,18.98,3.61,2.47,6.85,0.041,0.114,124,0.396,0.897,0.086,0.000,0.017,34428,16315,4,0.439,0.046,0.005,16822,0.156,0.148,0.029,161.60,23045,26,2.77,0.830,0.002,675,52,578,0.246
730000,875,4.464,0.084,13.46,55493,39991,11,15399,139,288,1586725.5,43028.4,0.106,0.188,0.187,0.203,0.317,1783,62.24,7.87,40.62,9.96,2.94,7.66,0.02,0.39,18.67,2.84,2.80,7.31,0.047,0.122,104,0.423,0.895,0.089,0.000,0.016,33314,14372,4,0.528,0.006,0.003,18513,0.177,0.153,0.031,161.53,23274,27,2.79,0.817,0.002,704,45,637,0.287
740000,908,4.436,0.073,13.50,57271,39268,21,17477,472,286,1586919.6,45150.8,0.104,0.184,0.184,0.210,0.318,1756,60.60,11.10,38.84,12.53,2.50,7.05,0.02,0.35,19.24,3.02,2.37,6.73,0.040,0.113,115,0.502,0.904,0.084,0.000,0.012,34302,14139,4,0.566,0.000,0.004,28682,0.158,0.133,0.019,161.61,24072,27,2.58,0.822,0.007,954,43,1032,0.262
750000,872,4.519,0.078,13.46,52304,38613,19,13615,93,244,1589895.1,39735.8,0.092,0.187,0.184,0.213,0.324,1826,62.92,5.80,40.89,9.05,3.01,7.70,0.00,0.14,19.02,2.48,2.87,7.37,0.048,0.122,91,0.517,0.884,0.094,0.000,0.022,32072,12172,5,0.453,0.008,0.001,10631,0.186,0.143,0.025,161.63,22433,22,2.92,0.868,0.005,612,19,419,0.317
760000,842,4.616,0.064,13.34,52890,38755,24,14010,131,282,1592016.8,40527.5,0.096,0.195,0.192,0.204,0.313,1754,63.24,4.27,40.68,9.15,3.61,8.32,0.00,0.00,18.95,3.00,3.43,7.95,0.057,0.132,87,0.319,0.880,0.109,0.000,0.011,33403,13219,5,0.406,0.010,0.000,15470,0.168,0.135,0.023,161.71,22799,22,2.89,0.871,0.007,692,37,572,0.285
770000,882,4.474,0.071,13.62,51048,37623,60,13262,63,271,1591197.8,39436.9,0.088,0.204,0.201,0.202,0.305,1889,62.70,5.73,41.16,8.98,2.28,6.82,0.00,0.00,19.26,3.01,2.17,6.51,0.036,0.108,101,0.330,0.918,0.068,0.000,0.014,34156,11375,5,0.298,0.075,0.000,13201,0.128,0.135,0.022,161.70,21361,19,2.97,0.887,0.001,594,33,495,0.263
780000,882,4.329,0.052,13.71,51903,37584,35,14161,123,273,1595856.1,40760.0,0.098,0.196,0.189,0.206,0.311,1868,63.34,3.83,41.63,7.81,2.57,7.23,0.00,0.03,19.14,2.34,2.46,6.91,0.041,0.115,81,0.331,0.913,0.075,0.000,0.012,34204,10711,5,0.409,0.009,0.001,16385,0.176,0.119,0.016,162.08,22257,20,2.88,0.882,0.001,664,37,656,0.238
790000,885,4.468,0.045,14.05,53569,39637,40,13833,56,298,1582424.9,43404.2,0.146,0.199,0.188,0.184,0.283,1751,62.51,7.47,40.96,10.05,2.92,7.64,0.00,0.05,18.62,3.53,2.75,7.20,0.047,0.122,115,0.460,0.885,0.097,0.000,0.018,41410,14522,4,0.492,0.167,0.002,6935,0.164,0.125,0.020,160.75,23326,18,3.14,0.904,0.016,601,35,425,0.216
800000,884,4.404,0.050,13.84,52328,38710,26,13546,47,300,1583184.9,44016.8,0.191,0.205,0.188,0.164,0.252,1671,63.61,2.32,41.62,7.94,2.70,7.37,0.00,0.07,19.29,3.29,2.56,7.04,0.043,0.117,93,0.438,0.907,0.077,0.000,0.016,41463,14039,4,0.543,0.000,0.001,7713,0.187,0.122,0.016,160.29,23304,16,3.25,0.914,0.005,550,13,329,0.225
810000,893,4.433,0.051,14.09,52722,38729,23,13902,59,329,1579584.1,44869.4,0.236,0.198,0.182,0.150,0.234,1739,63.61,2.06,42.16,7.45,2.28,6.97,0.00,0.03,19.16,3.12,2.02,6.27,0.036,0.110,113,0.427,0.915,0.064,0.000,0.021,43993,13739,4,0.387,0.243,0.001,14136,0.210,0.128,0.020,160.03,23314,19,3.23,0.892,0.008,776,47,628,0.229
820000,877,4.577,0.053,13.76,51623,38428,12,13183,16,348,1573801.1,43452.4,0.234,0.204,0.193,0.146,0.223,1816,63.69,1.46,41.99,7.35,2.71,7.40,0.01,0.17,18.97,2.36,2.58,7.06,0.043,0.118,83,0.254,0.896,0.090,0.000,0.014,43080,14465,5,0.243,0.306,0.011,37573,0.234,0.122,0.017,159.48,22757,17,3.30,0.907,0.011,896,32,773,0.234
830000,877,4.571,0.064,13.65,50289,37773,31,12469,16,290,1584136.2,40896.7,0.189,0.202,0.192,0.167,0.251,1905,63.40,3.46,41.77,8.28,2.61,7.28,0.00,0.00,19.01,2.81,2.49,6.95,0.042,0.115,94,0.291,0.908,0.082,0.000,0.010,39476,14100,6,0.283,0.060,0.000,47853,0.155,0.139,0.023,160.49,21999,17,3.28,0.912,0.001,728,14,554,0.249
840000,880,4.459,0.060,13.62,49398,37519,65,11741,70,260,1594721.1,36642.3,0.131,0.211,0.201,0.182,0.276,2070,63.54,2.82,41.69,8.35,3.04,7.86,0.02,0.26,18.79,2.73,2.82,7.33,0.048,0.125,103,0.294,0.890,0.095,0.000,0.015,35455,12932,7,0.256,0.000,0.009,28796,0.196,0.136,0.023,161.32,21059,19,3.12,0.893,0.006,667,10,569,0.241
850000,882,4.458,0.069,13.31,49848,37177,38,12515,116,273,1590735.4,37166.1,0.105,0.217,0.207,0.188,0.282,1892,61.21,11.12,39.69,11.44,2.92,7.67,0.02,0.32,18.58,3.49,2.74,7.24,0.046,0.122,108,0.340,0.897,0.091,0.000,0.012,33280,13273,5,0.448,0.117,0.005,26905,0.203,0.144,0.027,161.27,21645,21,2.97,0.883,0.005,672,44,549,0.248
860000,894,4.445,0.073,13.32,59710,41277,20,17998,403,324,1574796.4,48015.1,0.144,0.216,0.204,0.169,0.267,1586,60.93,11.63,38.58,12.56,3.71,8.44,0.06,1.18,18.58,3.65,3.44,7.93,0.060,0.138,96,0.285,0.864,0.113,0.000,0.023,41639,16700,6,0.227,0.187,0.011,41529,0.181,0.150,0.029,160.13,26784,28,2.67,0.829,0.021,1010,117,1074,0.250
870000,937,4.238,0.063,12.86,69425,39939,16,28266,1161,507,1583911.4,58502.5,0.118,0.222,0.204,0.174,0.282,1597,57.44,16.88,35.36,15.51,3.94,8.63,0.01,0.10,18.14,4.62,3.74,8.26,0.066,0.150,124,0.249,0.826,0.144,0.000,0.030,42461,17435,8,0.288,0.045,0.004,44774,0.165,0.135,0.021,161.13,29088,31,2.07,0.806,0.007,1261,153,1307,0.278
880000,882,4.533,0.079,13.22,66434,39440,34,26280,735,504,1589315.9,57047.5,0.129,0.231,0.215,0.165,0.260,1722,63.24,4.07,41.64,8.31,2.58,7.15,0.00,0.11,19.02,2.77,2.42,6.80,0.041,0.114,86,0.295,0.909,0.077,0.000,0.014,40945,16079,6,0.277,0.077,0.002,71009,0.170,0.150,0.030,161.44,27813,29,2.17,0.819,0.001,1656,182,1818,0.244
890000,851,4.559,0.073,13.10,51725,37212,30,14173,341,281,1588636.2,39302.5,0.115,0.223,0.215,0.178,0.270,1983,63.57,2.75,42.01,7.51,2.44,6.95,0.02,0.22,19.11,2.82,2.30,6.59,0.039,0.110,81,0.294,0.895,0.088,0.000,0.016,32669,10378,6,0.263,0.100,0.009,135259,0.187,0.143,0.027,161.28,22903,26,2.77,0.845,0.005,1135,45,1066,0.254
900000,896,4.441,0.072,13.41,53090,39323,52,13576,94,332,1586386.0,40590.2,0.133,0.216,0.214,0.173,0.264,1982,63.31,3.92,41.51,8.57,2.49,7.21,0.03,0.51,19.27,2.80,2.32,6.74,0.040,0.114,102,0.217,0.917,0.076,0.000,0.007,36341,13318,5,0.230,0.252,0.007,70605,0.171,0.134,0.021,160.95,23184,21,2.99,0.873,0.008,1173,50,1129,0.241
910000,871,4.550,0.080,13.42,54962,40868,18,13963,138,342,1587201.2,41409.0,0.143,0.216,0.213,0.167,0.260,2006,63.35,3.70,42.21,6.84,1.84,6.22,0.02,0.41,19.27,2.54,1.76,5.94,0.029,0.099,106,0.310,0.929,0.063,0.000,0.008,37018,13746,8,0.240,0.145,0.006,82863,0.166,0.149,0.029,161.14,23941,24,2.97,0.856,0.002,1274,82,1349,0.250
920000,912,4.312,0.068,13.13,60111,41411,11,18372,276,393,1586774.0,49086.9,0.161,0.219,0.212,0.157,0.252,1867,59.06,13.82,36.39,14.35,4.28,8.91,0.03,0.45,18.36,3.91,3.92,8.36,0.070,0.144,130,0.204,0.841,0.141,0.000,0.018,40351,16371,6,0.236,0.084,0.013,103669,0.166,0.140,0.023,160.88,26126,26,2.67,0.834,0.018,1429,173,1659,0.224
930000,936,4.380,0.060,13.47,60863,41848,15,18637,339,452,1582540.8,50189.3,0.181,0.218,0.212,0.150,0.239,1822,62.64,6.18,41.26,9.29,2.50,7.20,0.06,0.52,18.83,3.03,2.23,6.56,0.040,0.115,143,0.216,0.906,0.073,0.000,0.021,43736,17388,5,0.423,0.132,0.021,142444,0.167,0.131,0.021,160.84,26581,26,2.69,0.832,0.006,1517,166,1680,0.205
940000,902,4.485,0.062,13.64,55448,40952,10,14427,93,414,1587803.8,44866.5,0.214,0.213,0.205,0.140,0.227,1999,63.29,3.78,41.17,8.90,2.99,7.69,0.01,0.15,19.11,3.04,2.85,7.33,0.048,0.122,107,0.248,0.897,0.089,0.000,0.014,40279,14853,5,0.328,0.044,0.006,123696,0.169,0.129,0.019,161.11,24125,23,3.11,0.862,0.004,1653,113,1952,0.219
950000,893,4.502,0.062,13.43,54614,41177,18,13358,70,406,1585682.1,41796.5,0.220,0.212,0.207,0.135,0.227,2025,63.22,4.22,41.38,8.27,2.97,7.67,0.02,0.28,18.85,2.90,2.81,7.28,0.047,0.122,106,0.282,0.895,0.092,0.000,0.013,40384,15151,6,0.316,0.006,0.006,192424,0.148,0.135,0.022,161.17,23543,24,3.13,0.849,0.009,1687,168,2202,0.206
960000,859,4.544,0.076,13.36,53732,39366,27,14254,119,358,1588697.1,41557.6,0.140,0.209,0.202,0.173,0.275,2173,63.33,3.82,41.41,8.34,2.55,7.16,0.04,0.65,19.34,2.39,2.34,6.69,0.041,0.114,93,0.354,0.909,0.077,0.000,0.014,36063,14122,6,0.339,0.000,0.006,72189,0.173,0.145,0.029,161.48,23145,24,2.92,0.852,0.002,1219,68,1247,0.263
970000,855,4.555,0.071,13.32,53682,37253,37,16050,346,360,1588001.2,42021.7,0.096,0.217,0.208,0.187,0.291,2254,62.35,8.14,39.48,10.55,3.94,8.63,0.02,0.26,18.92,2.79,3.75,8.25,0.063,0.137,76,0.246,0.857,0.130,0.000,0.013,34842,13323,7,0.274,0.048,0.006,46766,0.169,0.138,0.023,161.52,22910,28,2.62,0.835,0.007,1116,91,1223,0.250
980000,856,4.553,0.073,13.94,50452,38093,44,12228,86,256,1590887.9,36699.2,0.089,0.212,0.211,0.186,0.302,2153,62.17,8.59,40.86,9.73,2.31,6.88,0.04,0.50,18.97,2.87,2.14,6.47,0.037,0.111,104,0.383,0.928,0.064,0.000,0.008,31946,8903,6,0.317,0.037,0.014,81412,0.159,0.143,0.027,161.78,22590,23,3.00,0.863,0.007,1047,46,1063,0.228
990000,866,4.611,0.068,13.97,49970,38733,31,11147,49,260,1592684.5,34893.1,0.079,0.219,0.222,0.179,0.301,2120,63.21,3.94,41.89,7.55,2.18,6.69,0.00,0.00,19.14,2.87,2.06,6.33,0.035,0.107,105,0.435,0.913,0.069,0.000,0.017,31895,8716,4,0.345,0.278,0.000,49829,0.173,0.130,0.020,161.92,22588,23,3.13,0.861,0.002,902,27,831,0.243
1000000,872,4.501,0.063,14.31,48934,37862,77,10951,38,254,1599114.6,34746.8,0.087,0.215,0.215,0.184,0.299,2144,63.56,2.15,42.11,6.75,2.17,6.64,0.02,0.35,19.26,2.64,2.04,6.29,0.034,0.105,92,0.346,0.917,0.068,0.000,0.015,32481,9010,5,0.286,0.130,0.010,55581,0.184,0.127,0.018,162.14,21900,19,3.17,0.890,0.003,947,34,896,0.251
