step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,gain_mean,kills_young_share,meat_majority,eaten_with_sensor,kills_by_sensor,who_decisions,who_used
110000,811,4.477,0.065,17.71,60284,42480,24,17770,1,2431,1629026.4,60968.5,0.000,0.351,0.320,0.188,0.141,1091,63.98,0.56,33.95,9.01,6.98,9.35,0.19,0.88,22.86,3.90,6.86,9.08,0.109,0.146,121,0.356,0.758,0.217,0.000,0.025,38081,16509,7,0.369,0.033,0.078,0,0.000,0.127,0.019,162.26,29364,7,3.43,0.981,0.004,3452,0,0,0.000
120000,806,4.478,0.058,17.71,60399,42409,23,17972,0,2686,1626811.8,61645.6,0.000,0.350,0.320,0.188,0.142,1118,64.00,0.00,32.84,8.97,8.21,9.52,0.16,1.02,22.79,3.58,8.08,9.31,0.128,0.149,114,0.417,0.743,0.241,0.000,0.016,38965,17091,6,0.432,0.009,0.042,0,0.000,0.113,0.011,162.09,28917,7,3.43,0.982,0.002,3134,9,0,0.000
130000,827,4.412,0.058,17.42,60158,41508,16,18613,0,2939,1622420.5,63987.8,0.000,0.359,0.329,0.171,0.140,1127,64.00,0.00,32.08,8.32,8.61,9.13,0.14,1.00,23.17,3.16,8.57,9.09,0.134,0.143,92,0.428,0.752,0.235,0.000,0.013,40673,20317,4,0.444,0.138,0.059,0,0.000,0.118,0.014,161.44,28899,6,3.44,0.986,0.000,3422,8,0,0.000
140000,795,4.505,0.067,17.30,60221,42467,6,17780,0,2855,1623403.8,60907.0,0.000,0.367,0.328,0.166,0.139,1141,64.00,0.00,33.00,8.48,7.45,9.22,0.13,1.29,23.42,4.30,7.36,9.08,0.116,0.144,93,0.370,0.753,0.223,0.000,0.024,39588,20199,3,0.442,0.063,0.028,0,0.000,0.129,0.021,161.87,28234,5,3.43,0.986,0.001,3464,5,0,0.000
150000,814,4.516,0.068,17.32,59778,43220,13,16526,0,2207,1626652.5,56482.9,0.000,0.364,0.304,0.181,0.151,1174,64.00,0.00,34.02,8.45,6.62,8.94,0.14,1.25,23.22,3.63,6.59,8.92,0.103,0.140,101,0.337,0.786,0.194,0.000,0.020,36677,15485,4,0.356,0.071,0.043,0,0.000,0.121,0.014,162.38,28103,7,3.42,0.983,0.001,2693,2,0,0.000
160000,798,4.567,0.069,17.24,61109,44576,6,16541,2,2421,1628006.1,56626.0,0.000,0.345,0.294,0.195,0.167,1150,64.00,0.11,33.88,8.92,6.86,9.19,0.12,1.09,23.13,4.15,6.76,9.02,0.107,0.144,95,0.350,0.776,0.195,0.000,0.029,37471,15303,4,0.358,0.114,0.018,0,0.000,0.126,0.016,162.36,28309,6,3.42,0.984,0.001,2168,2,0,0.000
170000,800,4.465,0.072,17.05,61794,45417,11,16360,4,2337,1627785.6,56135.7,0.000,0.343,0.296,0.193,0.167,1166,64.00,0.00,33.41,8.89,7.49,9.42,0.08,0.92,23.02,3.59,7.41,9.21,0.117,0.147,101,0.382,0.752,0.228,0.000,0.020,38235,15863,6,0.405,0.065,0.014,0,0.000,0.130,0.018,162.26,28752,7,3.43,0.979,0.001,1925,5,0,0.000
180000,823,4.444,0.072,17.06,62322,44832,6,17461,0,2674,1625407.0,60039.4,0.000,0.335,0.295,0.198,0.171,1203,64.00,0.00,32.66,9.15,8.28,9.44,0.07,0.81,22.99,3.72,8.21,9.37,0.129,0.148,92,0.428,0.757,0.227,0.000,0.016,37153,16756,5,0.437,0.000,0.019,0,0.000,0.126,0.017,162.05,28880,6,3.44,0.986,0.000,2241,1,0,0.000
190000,821,4.425,0.069,16.90,60289,43364,10,16917,0,2584,1623323.9,58301.3,0.000,0.328,0.296,0.196,0.180,1255,63.99,0.21,33.29,8.77,7.42,9.30,0.16,1.90,23.13,4.24,7.34,9.13,0.116,0.145,115,0.373,0.767,0.214,0.000,0.018,36195,16650,4,0.395,0.000,0.022,0,0.000,0.126,0.016,162.05,26663,5,3.45,0.987,0.001,2145,0,0,0.000
200000,814,4.568,0.070,16.78,60462,43660,9,16800,0,2591,1630482.4,57835.5,0.000,0.318,0.287,0.202,0.193,1178,63.99,0.35,34.80,8.78,6.56,8.70,0.18,1.63,22.45,3.85,6.53,8.67,0.102,0.136,105,0.318,0.786,0.194,0.000,0.020,36579,17567,5,0.431,0.009,0.026,0,0.000,0.127,0.017,162.08,27670,7,3.44,0.984,0.000,2248,1,0,0.000
210000,821,4.586,0.059,16.70,57548,41966,8,15567,0,2957,1630178.9,53516.7,0.000,0.298,0.275,0.215,0.212,1295,63.99,0.21,33.89,8.97,7.30,8.94,0.06,0.73,22.75,3.84,7.26,8.90,0.114,0.140,113,0.357,0.775,0.201,0.000,0.024,35462,20283,3,0.375,0.028,0.019,0,0.000,0.112,0.011,162.11,25804,5,3.44,0.988,0.002,2288,4,0,0.000
220000,826,4.337,0.061,16.77,57341,41631,18,15687,0,2820,1628639.9,53923.2,0.000,0.310,0.285,0.204,0.201,1208,63.99,0.25,34.07,8.97,7.00,9.07,0.07,0.81,22.86,4.28,6.89,8.86,0.109,0.142,111,0.344,0.795,0.184,0.000,0.021,37840,20577,3,0.361,0.000,0.015,0,0.000,0.121,0.015,162.06,27409,6,3.44,0.986,0.001,2169,4,0,0.000
230000,807,4.540,0.065,16.74,56217,40454,20,15761,1,2639,1628588.5,54377.2,0.000,0.305,0.282,0.213,0.200,1261,64.00,0.00,33.46,8.62,7.51,9.09,0.14,1.17,22.90,3.53,7.42,8.88,0.117,0.142,107,0.364,0.770,0.207,0.001,0.022,35313,19079,3,0.380,0.000,0.042,0,0.000,0.122,0.016,162.24,26818,10,3.45,0.977,0.002,2240,0,0,0.000
240000,816,4.400,0.065,16.65,57198,41569,21,15599,0,2476,1627917.2,53623.3,0.000,0.315,0.284,0.202,0.199,1245,63.97,0.94,33.46,9.16,8.12,9.41,0.05,0.70,22.33,4.24,7.87,8.97,0.127,0.147,94,0.381,0.741,0.228,0.000,0.031,35402,19092,3,0.397,0.016,0.007,0,0.000,0.120,0.013,162.14,26963,6,3.44,0.985,0.002,2272,2,0,0.000
250000,804,4.579,0.056,16.46,56815,41192,15,15620,0,2588,1629333.4,53826.7,0.000,0.330,0.297,0.185,0.187,1302,63.98,0.63,33.44,8.77,7.48,9.18,0.17,1.51,22.88,3.40,7.48,9.18,0.117,0.143,105,0.383,0.777,0.206,0.000,0.016,36122,19007,3,0.393,0.000,0.051,0,0.000,0.113,0.012,161.94,26927,7,3.45,0.983,0.005,2210,6,0,0.000
260000,794,4.564,0.063,16.35,57243,41926,21,15306,0,2396,1612818.8,52805.1,0.000,0.322,0.298,0.183,0.197,1242,64.00,0.05,32.85,9.37,8.33,9.35,0.11,1.45,22.71,4.22,8.27,9.30,0.130,0.146,125,0.426,0.759,0.213,0.000,0.028,38706,21052,4,0.451,0.011,0.019,0,0.000,0.123,0.017,160.55,28168,6,3.45,0.983,0.001,2198,1,0,0.000
270000,811,4.444,0.064,16.51,59681,43900,17,15747,0,2202,1623418.6,54362.9,0.000,0.320,0.288,0.190,0.201,1201,64.00,0.00,34.34,9.26,7.11,9.23,0.07,0.39,22.48,4.08,6.99,9.01,0.111,0.144,140,0.355,0.760,0.211,0.000,0.030,39281,18687,5,0.379,0.026,0.041,0,0.000,0.131,0.020,161.50,28949,6,3.45,0.980,0.001,2381,0,0,0.000
280000,802,4.553,0.069,16.85,57221,41304,22,15904,0,2595,1617321.2,55012.9,0.000,0.321,0.300,0.186,0.193,1222,64.00,0.00,34.16,8.66,6.98,9.02,0.08,0.68,22.79,3.68,6.83,8.82,0.109,0.141,120,0.337,0.764,0.214,0.000,0.021,37889,19981,3,0.355,0.055,0.022,0,0.000,0.128,0.016,160.96,28197,7,3.46,0.982,0.004,2074,1,0,0.000
290000,816,4.426,0.060,16.87,59107,42886,20,16186,1,2474,1627015.8,55549.8,0.000,0.330,0.300,0.185,0.185,1219,64.00,0.00,33.19,9.43,8.19,9.34,0.14,0.76,22.49,3.85,8.15,9.32,0.128,0.146,118,0.423,0.755,0.228,0.000,0.017,37731,19880,4,0.436,0.022,0.055,0,0.000,0.117,0.012,161.99,28521,7,3.43,0.981,0.000,2660,2,0,0.000
300000,809,4.530,0.067,16.79,59082,42831,16,16242,0,2243,1624701.9,55866.8,0.000,0.326,0.297,0.186,0.191,1169,64.00,0.00,34.30,8.83,6.64,9.03,0.11,1.58,22.96,4.28,6.53,8.81,0.104,0.141,119,0.328,0.803,0.168,0.000,0.028,37993,18860,4,0.350,0.146,0.014,0,0.000,0.122,0.014,161.96,28469,7,3.44,0.981,0.000,2333,3,0,0.000
310000,825,4.305,0.065,16.87,58387,42245,21,16105,0,2157,1626319.2,55447.5,0.000,0.304,0.279,0.205,0.212,1194,64.00,0.00,33.40,8.91,7.49,9.28,0.18,1.91,22.93,3.82,7.41,9.12,0.117,0.145,119,0.378,0.750,0.229,0.000,0.021,35605,15126,4,0.395,0.000,0.045,0,0.000,0.119,0.013,162.01,28384,7,3.44,0.981,0.004,2613,4,0,0.000
320000,802,4.494,0.067,17.21,58445,41863,22,16583,0,2308,1626426.6,57064.8,0.000,0.311,0.288,0.200,0.201,1168,64.00,0.00,34.28,9.13,6.73,9.06,0.10,0.69,22.89,4.70,6.60,8.88,0.105,0.142,131,0.330,0.786,0.182,0.000,0.032,36894,15546,5,0.383,0.000,0.027,0,0.000,0.125,0.018,162.12,28674,7,3.44,0.981,0.000,2716,9,0,0.000
330000,801,4.566,0.061,17.32,59709,43471,11,16228,0,2189,1623123.0,55864.7,0.000,0.325,0.289,0.191,0.195,1124,63.99,0.18,34.08,8.92,6.83,9.05,0.11,0.83,22.98,4.35,6.74,8.92,0.107,0.141,139,0.341,0.770,0.206,0.000,0.024,39254,16080,4,0.347,0.182,0.030,0,0.000,0.121,0.016,161.97,29472,9,3.44,0.974,0.002,2486,2,0,0.000
340000,823,4.458,0.057,17.45,58999,42422,23,16532,0,2566,1628104.8,56772.5,0.000,0.317,0.285,0.199,0.199,1129,64.00,0.00,34.32,8.33,6.63,8.70,0.22,2.61,22.83,4.09,6.55,8.55,0.104,0.136,129,0.309,0.774,0.198,0.000,0.028,38415,14493,5,0.316,0.241,0.052,0,0.000,0.118,0.015,162.39,28116,9,3.43,0.975,0.001,2305,7,0,0.000
350000,799,4.559,0.053,17.65,58058,41213,57,16812,0,2936,1628979.6,57412.2,0.000,0.337,0.293,0.192,0.177,1162,63.99,0.11,33.47,9.09,8.14,9.08,0.16,1.44,22.23,4.48,7.96,8.76,0.127,0.142,116,0.372,0.712,0.258,0.000,0.030,37810,14781,4,0.389,0.126,0.051,0,0.000,0.114,0.013,162.43,27355,7,3.41,0.987,0.000,2800,2,0,0.000
360000,806,4.526,0.059,17.83,57261,39247,79,17926,2,2899,1630858.5,61535.2,0.000,0.338,0.298,0.192,0.171,1162,64.00,0.11,35.17,8.89,6.50,8.51,0.24,1.99,22.09,4.49,6.44,8.41,0.102,0.133,135,0.301,0.761,0.210,0.000,0.030,38058,14082,6,0.315,0.192,0.069,0,0.000,0.120,0.014,162.53,27870,13,3.43,0.969,0.001,3445,7,0,0.000
370000,811,4.481,0.055,17.76,56807,39710,49,17041,2,2924,1631323.0,57948.3,0.000,0.337,0.304,0.190,0.168,1152,63.99,0.25,33.95,9.01,7.42,8.96,0.16,1.43,22.46,4.29,7.26,8.76,0.116,0.140,122,0.351,0.755,0.217,0.000,0.028,36974,15871,8,0.361,0.006,0.037,0,0.000,0.109,0.009,162.57,26470,8,3.40,0.980,0.000,2425,7,0,0.000
380000,826,4.410,0.054,17.71,54089,37853,89,16129,3,3073,1633935.8,54568.6,0.000,0.349,0.313,0.180,0.158,1260,63.99,0.17,35.12,8.19,6.32,8.22,0.09,0.89,22.46,3.63,6.20,7.94,0.099,0.128,129,0.271,0.785,0.197,0.000,0.018,35404,15222,6,0.346,0.000,0.027,0,0.000,0.106,0.008,162.68,25119,8,3.38,0.984,0.001,2438,13,0,0.000
390000,829,4.470,0.060,17.55,56452,40658,56,15735,0,2634,1633182.4,53155.9,0.000,0.349,0.304,0.183,0.163,1171,64.00,0.00,34.55,8.34,6.90,8.37,0.14,1.41,22.41,3.46,6.86,8.34,0.108,0.131,126,0.311,0.789,0.195,0.000,0.016,35923,14561,6,0.320,0.024,0.024,0,0.000,0.114,0.012,162.63,26117,10,3.38,0.974,0.000,2432,5,0,0.000
400000,812,4.567,0.065,17.81,56836,40425,30,16398,0,2557,1631642.4,55592.3,0.000,0.355,0.305,0.179,0.161,1164,64.00,0.07,34.36,8.69,7.31,8.88,0.12,1.32,22.22,3.97,7.05,8.36,0.114,0.139,132,0.321,0.780,0.198,0.000,0.022,34738,14629,5,0.333,0.000,0.042,0,0.000,0.112,0.009,162.46,27313,8,3.39,0.982,0.001,2511,6,0,0.000
410000,822,4.483,0.060,17.63,56924,40795,47,16071,1,3091,1632102.5,54483.0,0.001,0.360,0.308,0.176,0.156,1210,64.00,0.00,34.05,8.69,7.56,8.99,0.15,1.61,22.24,3.89,7.31,8.53,0.118,0.140,119,0.338,0.755,0.213,0.000,0.032,35016,15991,5,0.353,0.000,0.032,0,0.000,0.116,0.012,162.53,26928,7,3.39,0.982,0.001,2961,6,0,0.000
420000,809,4.529,0.063,17.66,57316,41111,45,16173,0,3289,1631155.0,54850.2,0.000,0.357,0.313,0.175,0.155,1175,64.00,0.00,34.64,8.87,6.98,8.66,0.09,0.99,22.30,3.93,6.90,8.61,0.109,0.135,123,0.331,0.784,0.192,0.000,0.025,35150,17165,5,0.342,0.000,0.021,0,0.000,0.112,0.011,162.38,27135,7,3.39,0.982,0.000,2912,4,0,0.000
430000,828,4.422,0.072,17.73,60639,43520,18,17081,1,3434,1628981.9,57918.8,0.000,0.354,0.305,0.181,0.159,1127,63.97,0.83,35.01,8.37,6.08,8.27,0.16,2.06,22.72,3.88,6.07,8.27,0.095,0.129,111,0.286,0.780,0.186,0.000,0.034,36526,16979,5,0.320,0.000,0.023,0,0.000,0.123,0.014,162.40,28795,7,3.39,0.980,0.001,2839,1,0,0.000
440000,798,4.540,0.072,17.80,59656,42690,20,16976,0,3281,1627860.8,57547.2,0.000,0.358,0.308,0.179,0.155,1155,63.90,1.76,34.62,8.71,6.34,9.13,0.07,0.63,22.88,4.18,6.04,8.37,0.099,0.143,109,0.292,0.793,0.185,0.000,0.021,36078,17686,4,0.360,0.000,0.028,0,0.000,0.122,0.014,162.46,27908,7,3.39,0.983,0.001,3062,8,0,0.000
450000,831,4.376,0.066,17.80,59711,42576,29,17072,1,3287,1628938.8,57762.0,0.000,0.370,0.306,0.172,0.151,1092,63.99,0.26,35.14,8.39,5.97,8.92,0.14,1.37,22.74,4.13,5.74,8.34,0.093,0.139,114,0.273,0.799,0.178,0.000,0.023,36343,18013,4,0.347,0.000,0.030,0,0.000,0.113,0.009,162.52,28709,7,3.38,0.985,0.005,3226,8,0,0.000
460000,805,4.669,0.071,17.74,60921,43782,22,17141,2,2980,1630381.1,58268.6,0.000,0.372,0.312,0.167,0.149,1119,63.97,0.60,34.90,8.21,6.33,8.28,0.09,0.61,22.64,3.46,6.29,8.25,0.099,0.129,130,0.291,0.779,0.196,0.000,0.025,36848,19086,4,0.304,0.109,0.036,0,0.000,0.121,0.014,162.56,28798,7,3.40,0.986,0.001,2995,11,0,0.000
470000,804,4.643,0.073,17.68,60369,42977,4,17389,0,3481,1629091.9,59149.4,0.000,0.355,0.312,0.177,0.156,1126,63.98,0.53,33.99,8.48,7.48,8.46,0.12,1.78,22.39,3.48,7.44,8.43,0.117,0.132,133,0.340,0.794,0.190,0.000,0.016,35963,17723,4,0.353,0.051,0.025,0,0.000,0.121,0.012,162.33,28957,6,3.40,0.984,0.001,2774,5,0,0.000
480000,812,4.568,0.066,17.68,59307,42225,16,17057,1,3306,1633421.4,57940.9,0.000,0.352,0.304,0.183,0.161,1152,63.96,0.93,35.18,8.58,6.74,8.32,0.04,0.43,22.00,3.81,6.60,8.00,0.105,0.130,113,0.289,0.777,0.198,0.000,0.025,35422,16751,3,0.310,0.102,0.015,0,0.000,0.117,0.013,162.45,28291,8,3.40,0.979,0.001,2764,5,0,0.000
490000,806,4.468,0.060,17.81,56586,40138,41,16413,0,3159,1631748.2,55770.1,0.001,0.355,0.309,0.178,0.157,1169,63.98,0.39,35.21,7.97,6.31,7.88,0.06,0.95,22.40,3.57,6.19,7.72,0.099,0.123,118,0.258,0.794,0.180,0.000,0.026,35729,15999,5,0.365,0.033,0.011,0,0.000,0.112,0.009,162.58,26367,9,3.40,0.977,0.002,2445,6,0,0.000
500000,808,4.473,0.057,17.79,57263,40978,24,16259,0,3182,1630049.5,55250.4,0.001,0.361,0.319,0.169,0.151,1125,63.99,0.18,34.49,9.04,7.19,8.92,0.16,1.15,22.16,3.90,7.08,8.69,0.112,0.139,150,0.343,0.775,0.208,0.000,0.017,37941,18576,5,0.359,0.001,0.061,0,0.000,0.110,0.010,162.31,27723,7,3.40,0.985,0.005,2732,4,0,0.000
510000,807,4.522,0.056,17.98,56910,40315,40,16555,1,3112,1629221.1,56166.9,0.001,0.354,0.314,0.175,0.156,1124,63.91,1.51,34.76,7.85,6.16,8.28,0.16,1.25,22.83,3.86,6.05,8.02,0.096,0.129,118,0.270,0.796,0.183,0.000,0.021,37873,16284,5,0.276,0.071,0.037,0,0.000,0.109,0.009,162.41,28690,6,3.39,0.987,0.002,3213,17,0,0.000
520000,818,4.496,0.049,18.03,55161,38708,71,16370,1,3292,1636107.5,55438.4,0.000,0.343,0.300,0.190,0.166,1172,63.99,0.15,34.09,8.12,6.79,8.41,0.43,2.56,22.67,3.78,6.66,8.23,0.106,0.131,144,0.301,0.758,0.222,0.000,0.020,36352,14441,4,0.306,0.139,0.166,0,0.000,0.105,0.010,162.74,27125,7,3.39,0.984,0.002,3157,13,0,0.000
530000,820,4.330,0.049,18.04,55419,38846,93,16478,0,2895,1634401.5,56064.9,0.001,0.370,0.334,0.156,0.138,1198,63.99,0.15,34.35,8.27,6.79,8.41,0.12,0.41,22.74,3.41,6.71,8.31,0.106,0.132,107,0.306,0.782,0.204,0.000,0.015,39740,18747,4,0.315,0.000,0.098,0,0.000,0.109,0.012,162.51,27297,7,3.40,0.985,0.000,3745,29,0,0.000
540000,800,4.574,0.049,18.10,54301,38204,114,16002,1,3092,1637424.2,54193.1,0.001,0.353,0.310,0.180,0.155,1268,63.98,0.49,34.25,8.10,6.86,8.53,0.21,1.24,22.66,3.03,6.73,8.31,0.107,0.133,99,0.308,0.777,0.210,0.000,0.013,36355,15566,4,0.321,0.093,0.097,0,0.000,0.104,0.008,162.81,25865,9,3.39,0.982,0.004,3501,28,0,0.000
550000,800,4.660,0.056,18.10,55859,39585,54,16220,0,3207,1634613.2,55059.3,0.002,0.350,0.305,0.182,0.161,1150,64.00,0.00,34.85,8.24,6.54,8.12,0.14,1.09,22.47,3.83,6.49,8.05,0.102,0.127,112,0.286,0.790,0.191,0.000,0.019,37068,16385,4,0.295,0.054,0.043,0,0.000,0.109,0.009,162.44,26582,6,3.39,0.987,0.000,2882,8,0,0.000
560000,806,4.469,0.062,18.17,53540,38057,51,15425,1,3010,1635772.6,52234.7,0.002,0.332,0.287,0.204,0.175,1232,63.98,0.49,35.42,8.08,6.28,8.53,0.07,0.59,22.22,4.02,5.92,7.69,0.098,0.133,137,0.246,0.779,0.196,0.000,0.025,33542,15205,4,0.372,0.065,0.025,0,0.000,0.116,0.012,162.72,25944,8,3.39,0.982,0.001,2879,5,0,0.000
570000,833,4.424,0.056,18.10,55964,40181,45,15708,3,3249,1633613.0,53110.5,0.002,0.345,0.292,0.195,0.167,1186,63.98,0.34,35.39,7.75,5.74,7.89,0.07,0.92,22.78,3.28,5.66,7.73,0.090,0.123,129,0.242,0.808,0.174,0.000,0.018,35191,15448,5,0.415,0.000,0.013,0,0.000,0.108,0.010,162.73,27281,9,3.38,0.979,0.000,2780,16,0,0.000
580000,809,4.552,0.066,18.14,57543,41270,38,16252,7,3303,1633634.0,54940.0,0.001,0.342,0.289,0.200,0.168,1246,63.99,0.24,35.57,7.89,5.95,7.86,0.04,0.60,22.43,3.47,5.82,7.59,0.093,0.123,131,0.241,0.787,0.193,0.000,0.020,36239,14908,5,0.457,0.000,0.009,0,0.000,0.115,0.012,162.71,27563,11,3.38,0.975,0.002,2236,5,0,0.000
590000,839,4.624,0.060,18.03,58552,41748,20,16752,2,3868,1634627.6,56704.0,0.000,0.329,0.278,0.217,0.177,1270,64.00,0.00,35.21,7.88,6.20,7.91,0.08,1.03,22.51,3.24,6.03,7.60,0.097,0.124,131,0.249,0.794,0.182,0.000,0.024,35977,14735,4,0.367,0.000,0.012,0,0.000,0.111,0.011,162.70,27823,8,3.38,0.980,0.000,2442,9,0,0.000
600000,810,4.512,0.059,17.59,59249,41142,24,18110,2,4134,1636422.1,61716.2,0.000,0.337,0.287,0.201,0.174,1267,63.98,0.63,34.08,9.00,7.40,9.17,0.08,0.74,22.42,4.10,7.09,8.44,0.116,0.143,133,0.328,0.732,0.240,0.000,0.028,37949,18235,4,0.340,0.000,0.021,0,0.000,0.112,0.011,162.62,27501,15,3.41,0.965,0.002,3312,14,0,0.000
610000,813,4.442,0.057,17.88,58267,41043,54,17162,5,3932,1635797.5,58250.6,0.000,0.337,0.293,0.199,0.170,1350,63.96,0.86,33.50,8.47,7.76,8.71,0.13,1.39,22.57,3.67,7.59,8.37,0.121,0.136,98,0.344,0.753,0.221,0.000,0.026,38261,18559,4,0.352,0.000,0.025,0,0.000,0.109,0.008,162.65,27315,7,3.39,0.984,0.000,2575,9,0,0.000
620000,817,4.514,0.056,17.89,60226,42160,25,18031,6,4064,1633672.8,61634.7,0.000,0.341,0.289,0.201,0.169,1311,64.00,0.07,34.31,8.29,6.91,8.65,0.07,0.66,22.71,3.68,6.65,8.14,0.108,0.135,111,0.294,0.778,0.197,0.000,0.024,38560,17995,4,0.313,0.000,0.037,0,0.000,0.110,0.011,162.68,29100,15,3.42,0.965,0.002,2754,56,0,0.000
630000,815,4.509,0.055,17.97,58535,41427,24,17080,6,3487,1627271.1,58477.6,0.001,0.344,0.295,0.192,0.169,1347,64.00,0.00,35.11,8.07,6.29,8.09,0.12,1.19,22.48,3.98,6.19,7.93,0.098,0.126,140,0.266,0.789,0.193,0.000,0.018,39449,18012,4,0.277,0.059,0.050,0,0.000,0.111,0.011,162.16,28344,10,3.42,0.975,0.000,2892,32,0,0.000
