step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,gain_mean,kills_young_share,meat_majority,eaten_with_sensor,kills_by_sensor,who_decisions,who_used
110000,886,4.471,0.059,10.03,72608,55340,3,17213,224,320,1623168.1,48174.0,0.116,0.172,0.204,0.257,0.251,2148,62.86,3.49,37.42,6.58,3.18,7.46,0.19,2.77,22.08,4.34,2.90,6.81,0.050,0.117,137,0.228,0.856,0.116,0.000,0.028,46920,24601,4,0.510,0.010,0.017,557596,0.190,0.115,0.014,161.83,24524,70,2.80,0.674,0.002,2631,1646,0,0.000
120000,870,4.332,0.060,9.86,61037,47282,18,13623,130,145,1625506.4,39999.4,0.118,0.166,0.199,0.262,0.255,2500,62.44,4.48,37.21,7.33,3.36,7.59,0.15,1.53,21.72,4.84,3.06,6.92,0.052,0.119,120,0.224,0.857,0.117,0.000,0.025,40554,19821,5,0.309,0.001,0.028,240613,0.223,0.127,0.019,161.89,18404,38,2.94,0.837,0.014,2762,230,0,0.000
130000,1049,3.920,0.057,9.75,66191,47051,40,18397,524,539,1597824.5,44246.1,0.145,0.124,0.158,0.283,0.290,2344,53.08,20.88,31.29,14.56,3.77,7.69,0.16,2.19,17.86,7.50,3.48,7.16,0.061,0.125,161,0.127,0.800,0.167,0.000,0.033,46486,23508,5,0.252,0.130,0.019,185648,0.210,0.124,0.018,160.14,21439,45,2.41,0.767,0.010,3134,581,0,0.000
140000,890,4.367,0.063,9.88,61788,45636,59,15897,355,595,1614319.2,39559.8,0.148,0.125,0.152,0.278,0.297,2363,62.38,3.83,37.01,6.37,3.13,7.05,0.22,1.63,22.02,4.42,2.91,6.57,0.049,0.112,101,0.193,0.862,0.120,0.000,0.018,41729,19782,5,0.435,0.001,0.045,426564,0.187,0.124,0.019,160.83,19967,41,2.49,0.803,0.002,3173,275,0,0.000
150000,890,4.364,0.068,9.87,54944,44702,27,10168,47,316,1626806.9,30437.5,0.099,0.179,0.211,0.261,0.250,2726,62.08,4.96,36.94,6.38,2.21,5.70,0.20,1.51,22.73,4.54,2.07,5.32,0.037,0.100,125,0.191,0.880,0.094,0.000,0.026,34770,17539,4,0.516,0.000,0.025,200407,0.212,0.128,0.019,162.32,16401,15,2.99,0.919,0.002,2607,65,0,0.000
160000,871,4.465,0.075,9.59,59882,45160,9,14690,42,218,1631322.9,47365.4,0.117,0.182,0.207,0.267,0.227,2690,63.54,3.11,38.53,6.26,3.72,7.76,0.17,0.97,21.11,4.08,3.71,7.76,0.059,0.123,91,0.185,0.847,0.134,0.000,0.018,37624,18143,4,0.371,0.000,0.083,471770,0.191,0.138,0.024,162.06,18998,42,3.22,0.826,0.005,3610,229,0,0.000
170000,879,4.474,0.071,9.72,56003,45120,16,10813,46,146,1633740.8,34445.9,0.117,0.165,0.184,0.291,0.244,2833,63.30,4.94,37.80,7.94,4.18,8.14,0.18,1.21,21.14,5.34,4.14,8.08,0.065,0.127,102,0.201,0.826,0.150,0.000,0.024,35856,16069,4,0.418,0.000,0.060,369205,0.186,0.133,0.023,162.21,18134,12,3.19,0.939,0.002,3312,21,0,0.000
180000,875,4.459,0.074,9.86,56590,46177,5,10381,31,157,1629493.6,33711.6,0.122,0.152,0.174,0.308,0.243,2792,63.71,1.62,38.13,6.42,3.95,7.93,0.17,0.85,21.46,4.50,3.93,7.92,0.062,0.125,88,0.201,0.835,0.143,0.000,0.022,35382,14628,4,0.365,0.168,0.063,583564,0.183,0.129,0.018,162.12,18994,11,3.25,0.946,0.000,3585,23,0,0.000
190000,860,4.385,0.073,9.90,56511,46308,7,10195,16,182,1631113.4,33636.5,0.119,0.158,0.189,0.304,0.230,2728,63.85,2.32,38.01,6.73,4.51,8.31,0.17,1.12,21.16,4.60,4.49,8.31,0.071,0.132,91,0.221,0.826,0.153,0.000,0.021,35547,14980,5,0.313,0.000,0.072,546282,0.187,0.135,0.023,162.15,18041,10,3.30,0.954,0.000,3434,12,0,0.000
200000,870,4.467,0.074,9.96,54936,44697,8,10207,14,229,1631965.4,33731.1,0.133,0.132,0.167,0.323,0.245,2896,63.86,2.09,37.51,6.80,4.66,8.43,0.40,2.58,21.28,4.52,4.63,8.41,0.073,0.132,69,0.287,0.810,0.169,0.000,0.021,34625,15524,3,0.348,0.244,0.151,996115,0.127,0.132,0.020,162.09,16853,10,3.30,0.956,0.001,3736,44,0,0.000
210000,853,4.513,0.068,10.03,54826,44743,8,10087,5,255,1630735.4,33517.2,0.141,0.127,0.164,0.321,0.247,2770,63.91,1.68,37.47,6.44,4.91,8.58,0.39,2.54,21.14,4.43,4.89,8.56,0.077,0.135,81,0.253,0.832,0.149,0.000,0.019,34553,14998,4,0.305,0.000,0.197,1542934,0.116,0.135,0.022,162.02,17416,11,3.32,0.955,0.001,3900,17,0,0.000
220000,874,4.448,0.066,10.09,53072,43073,38,9929,11,234,1631704.2,33285.1,0.162,0.127,0.157,0.307,0.248,2866,63.76,2.57,37.55,6.58,4.62,8.43,0.20,1.14,21.39,4.22,4.58,8.37,0.072,0.132,84,0.227,0.824,0.158,0.000,0.018,36777,16345,4,0.296,0.000,0.103,1049938,0.117,0.127,0.017,161.67,18072,8,3.35,0.962,0.001,3726,19,0,0.000
230000,868,4.407,0.072,10.17,52877,42545,23,10304,11,213,1632728.8,34313.4,0.142,0.137,0.159,0.319,0.244,2762,63.95,0.93,37.09,6.58,5.57,8.94,0.22,1.30,21.07,4.56,5.56,8.94,0.087,0.140,74,0.274,0.809,0.180,0.000,0.012,34489,15203,3,0.315,0.192,0.097,979790,0.119,0.135,0.022,161.99,17893,10,3.33,0.960,0.001,4085,35,0,0.000
240000,874,4.455,0.070,10.05,54035,43414,8,10599,8,244,1632962.1,35462.7,0.144,0.134,0.157,0.320,0.246,2781,63.92,1.48,37.22,7.08,5.86,9.07,0.22,1.11,20.62,4.79,5.85,9.07,0.092,0.142,85,0.289,0.802,0.174,0.000,0.024,34533,15849,4,0.314,0.000,0.135,1234706,0.112,0.133,0.021,161.90,18347,8,3.35,0.964,0.000,4404,23,0,0.000
250000,833,4.532,0.062,9.97,53521,43368,36,10153,5,228,1633658.1,33947.7,0.151,0.132,0.160,0.306,0.250,2600,63.85,2.20,37.51,6.75,5.06,8.68,0.13,0.84,21.16,4.45,5.03,8.66,0.079,0.136,81,0.250,0.825,0.158,0.000,0.017,35825,16939,4,0.311,0.000,0.088,1022843,0.115,0.132,0.021,161.60,18401,8,3.34,0.960,0.001,3912,28,0,0.000
260000,992,4.132,0.060,9.94,63704,48416,4,14851,274,271,1599684.5,46728.2,0.179,0.126,0.161,0.283,0.250,2294,54.33,21.68,32.27,15.42,3.85,7.74,0.23,1.81,17.97,7.26,3.85,7.74,0.061,0.121,129,0.185,0.824,0.153,0.000,0.023,46088,23012,3,0.603,0.139,0.080,965928,0.122,0.127,0.019,159.26,21961,25,3.15,0.866,0.002,3827,145,0,0.000
270000,914,4.251,0.063,9.61,64734,47200,12,16988,612,257,1620528.6,40049.3,0.127,0.152,0.203,0.272,0.246,2358,58.05,17.71,34.76,13.24,4.10,7.94,0.19,1.28,19.00,6.52,4.07,7.89,0.065,0.127,132,0.172,0.823,0.151,0.000,0.026,44099,21845,6,0.256,0.014,0.092,856154,0.128,0.132,0.022,161.39,21868,45,2.36,0.744,0.015,3055,382,0,0.000
280000,876,4.319,0.067,10.17,59520,47419,11,12031,97,313,1617235.1,37606.7,0.145,0.157,0.199,0.257,0.243,2410,63.91,1.44,39.01,6.16,3.23,7.30,0.17,0.89,21.49,4.29,3.16,7.17,0.051,0.117,115,0.152,0.865,0.116,0.000,0.018,42450,18249,6,0.259,0.035,0.098,708091,0.128,0.129,0.021,160.90,20570,24,3.13,0.865,0.002,3267,181,0,0.000
290000,853,4.491,0.063,9.83,55374,45721,16,9645,15,269,1630797.4,32362.0,0.102,0.146,0.174,0.303,0.274,2747,63.85,2.19,38.49,6.73,4.16,8.05,0.12,1.08,21.08,4.98,4.14,8.00,0.065,0.126,119,0.198,0.850,0.134,0.000,0.016,37014,16595,5,0.299,0.124,0.049,701243,0.117,0.125,0.017,161.86,18380,11,3.36,0.940,0.002,2819,32,0,0.000
300000,876,4.329,0.070,9.92,55796,46097,13,9655,8,264,1627418.4,32377.9,0.103,0.155,0.175,0.297,0.269,2678,63.84,2.81,38.61,6.44,3.75,7.65,0.18,0.78,21.29,4.29,3.71,7.59,0.061,0.128,104,0.216,0.847,0.135,0.000,0.018,38396,17420,5,0.303,0.000,0.131,610511,0.124,0.126,0.014,161.86,18926,14,3.35,0.930,0.001,2590,105,0,0.000
310000,862,4.462,0.066,9.85,52937,43503,19,9418,11,311,1631974.0,31531.6,0.102,0.145,0.165,0.307,0.280,2982,63.92,1.50,38.56,5.98,3.34,7.22,0.13,1.12,21.88,4.21,3.30,7.17,0.053,0.116,81,0.180,0.857,0.128,0.000,0.015,34629,15327,5,0.255,0.000,0.055,706006,0.112,0.123,0.017,162.14,16950,11,3.35,0.945,0.000,2846,89,0,0.000
320000,838,4.454,0.067,9.93,55280,45767,9,9522,6,359,1632106.2,31928.0,0.095,0.153,0.176,0.308,0.268,2849,63.77,3.24,38.80,6.19,2.81,6.71,0.09,1.36,22.08,4.63,2.77,6.66,0.046,0.115,90,0.196,0.866,0.107,0.000,0.026,37150,15726,5,0.286,0.117,0.017,374699,0.138,0.129,0.018,162.16,17358,13,3.35,0.937,0.001,2660,55,0,0.000
330000,854,4.351,0.060,10.17,56766,46808,15,9915,12,363,1630860.8,33111.4,0.097,0.149,0.173,0.304,0.277,2667,63.75,2.57,38.52,6.22,3.67,7.55,0.09,0.96,21.47,4.18,3.67,7.55,0.057,0.118,110,0.174,0.854,0.133,0.000,0.013,39576,17630,5,0.317,0.164,0.037,187412,0.176,0.124,0.017,161.79,18184,13,3.34,0.931,0.002,2673,34,0,0.000
340000,861,4.427,0.057,10.11,51950,42721,28,9186,8,337,1634402.4,30576.4,0.099,0.150,0.173,0.298,0.279,2773,63.78,2.34,38.74,5.76,2.73,6.73,0.22,1.60,22.08,4.12,2.73,6.73,0.043,0.105,99,0.139,0.889,0.100,0.000,0.012,35905,13166,5,0.301,0.080,0.093,549519,0.126,0.119,0.015,162.20,16500,12,3.33,0.947,0.002,2726,27,0,0.000
350000,861,4.432,0.053,10.12,53188,43727,37,9411,13,167,1634049.0,31764.4,0.085,0.176,0.193,0.291,0.255,2749,63.98,0.45,39.18,6.10,3.09,7.20,0.14,2.25,21.57,4.33,3.08,7.18,0.048,0.112,97,0.172,0.868,0.114,0.000,0.019,36672,14483,5,0.292,0.006,0.048,592734,0.124,0.114,0.014,162.15,17144,20,3.38,0.921,0.001,2453,34,0,0.000
360000,860,4.337,0.056,10.08,51061,42716,53,8285,8,100,1633144.2,27582.4,0.091,0.175,0.188,0.287,0.258,2923,63.94,0.94,39.12,5.41,2.40,6.49,0.08,0.46,22.34,4.11,2.38,6.47,0.038,0.101,95,0.194,0.898,0.085,0.000,0.017,36474,14047,6,0.210,0.000,0.052,747341,0.125,0.119,0.015,162.35,16863,15,3.33,0.922,0.001,2294,45,0,0.000
370000,1192,3.614,0.051,11.03,54487,40233,88,13529,305,122,1628467.2,35191.2,0.122,0.160,0.166,0.275,0.277,2636,45.93,27.51,27.24,18.50,2.26,6.32,0.07,0.47,16.35,8.94,2.26,6.32,0.036,0.099,134,0.125,0.889,0.092,0.000,0.018,37692,15009,8,0.189,0.139,0.043,599547,0.139,0.112,0.013,162.35,18369,53,2.60,0.757,0.005,2396,239,0,0.000
380000,1005,4.059,0.052,10.29,64330,40078,115,22948,1376,269,1634420.0,41936.6,0.129,0.158,0.173,0.262,0.278,2374,55.77,20.62,34.00,14.58,1.61,5.38,0.20,1.39,19.96,7.87,1.58,5.32,0.025,0.084,121,0.182,0.907,0.080,0.000,0.013,44790,19684,9,0.228,0.000,0.101,988653,0.130,0.112,0.012,162.56,21591,70,1.83,0.656,0.002,2879,2859,0,0.000
390000,1128,3.862,0.054,10.19,59923,41080,86,17950,684,312,1630589.6,35692.4,0.109,0.167,0.183,0.266,0.275,2420,49.69,25.44,29.25,17.27,2.51,6.54,0.18,1.66,17.75,8.86,2.48,6.53,0.041,0.107,140,0.139,0.864,0.122,0.000,0.013,39668,18084,8,0.191,0.000,0.052,846434,0.130,0.114,0.013,162.54,19846,72,1.99,0.661,0.010,2910,3923,0,0.000
400000,993,4.066,0.061,10.31,66353,42168,32,23550,738,418,1627662.0,42230.0,0.099,0.182,0.196,0.257,0.265,2303,55.61,20.62,33.21,14.62,1.92,5.91,0.26,2.32,20.22,7.88,1.88,5.77,0.030,0.092,115,0.144,0.890,0.097,0.000,0.013,43369,20580,8,0.272,0.005,0.063,562185,0.138,0.119,0.015,162.50,22064,64,1.79,0.660,0.001,3396,3671,0,0.000
410000,961,4.194,0.060,10.44,61118,41018,46,19197,889,235,1622130.6,39139.6,0.110,0.164,0.174,0.262,0.290,2430,58.73,16.77,35.86,12.37,1.73,5.62,0.27,2.13,20.87,6.74,1.63,5.34,0.027,0.090,124,0.147,0.905,0.080,0.000,0.015,40342,17875,9,0.283,0.048,0.093,936192,0.126,0.120,0.014,162.46,20344,71,2.04,0.683,0.003,3122,2491,0,0.000
420000,1095,3.791,0.060,10.58,63621,41046,53,21306,1082,293,1624618.9,40662.8,0.118,0.143,0.147,0.274,0.318,2323,51.61,23.85,31.15,16.41,2.08,6.09,0.30,2.23,18.09,8.44,2.03,6.00,0.033,0.095,145,0.120,0.894,0.091,0.000,0.015,41176,17996,8,0.205,0.045,0.127,1219442,0.121,0.116,0.014,162.41,21773,83,1.91,0.653,0.003,4473,2192,0,0.000
430000,1234,3.609,0.066,10.88,67387,39804,37,26651,756,516,1625205.2,47131.0,0.129,0.163,0.155,0.268,0.285,1975,45.06,27.02,26.40,18.56,2.65,6.78,0.11,0.99,15.89,8.56,2.59,6.68,0.043,0.112,150,0.127,0.853,0.119,0.000,0.028,43155,18317,8,0.292,0.036,0.040,1140723,0.116,0.128,0.019,162.35,24370,60,1.77,0.655,0.005,4281,3693,0,0.000
440000,1333,3.395,0.064,10.69,78201,40655,28,36507,912,338,1621802.9,56550.8,0.117,0.171,0.163,0.275,0.275,1748,41.76,27.82,24.95,18.80,1.93,5.82,0.08,1.14,14.81,8.93,1.89,5.80,0.033,0.104,169,0.121,0.872,0.096,0.000,0.032,52558,24390,8,0.225,0.182,0.035,547927,0.127,0.118,0.014,162.34,29490,77,1.55,0.596,0.008,2656,4368,0,0.000
450000,1352,3.335,0.059,11.11,85659,40077,39,44323,1201,593,1621303.6,63179.0,0.113,0.187,0.214,0.240,0.246,1570,40.30,27.88,23.32,19.11,1.88,5.98,0.09,1.16,15.01,8.75,1.76,5.60,0.034,0.110,198,0.093,0.868,0.091,0.000,0.041,57859,28199,8,0.402,0.022,0.024,430484,0.136,0.120,0.016,162.36,32089,78,1.43,0.579,0.010,2730,5987,0,0.000
460000,1345,3.417,0.061,11.51,93030,41437,34,48640,2926,515,1617913.8,69715.5,0.151,0.170,0.186,0.233,0.261,1351,40.04,27.89,23.03,19.23,2.03,6.04,0.05,0.56,14.93,8.55,2.00,6.00,0.032,0.096,223,0.102,0.884,0.088,0.000,0.028,65348,30526,8,0.215,0.289,0.015,186619,0.167,0.114,0.012,162.32,36746,64,1.43,0.603,0.001,2393,1615,0,0.000
470000,1375,3.337,0.063,11.99,100403,40391,20,54028,5934,392,1611819.0,76291.4,0.145,0.147,0.154,0.258,0.295,1199,39.08,28.11,22.53,19.30,2.37,6.45,0.04,0.66,14.14,8.55,2.37,6.45,0.038,0.102,181,0.116,0.881,0.102,0.000,0.017,70279,33296,7,0.215,0.255,0.015,133280,0.157,0.119,0.015,162.39,41639,71,1.41,0.585,0.007,2410,1076,0,0.000
480000,1343,3.302,0.055,11.86,94868,39386,35,49563,5916,178,1613791.0,70671.6,0.131,0.177,0.167,0.250,0.274,1226,40.98,28.10,23.83,19.02,2.44,6.52,0.02,0.42,14.68,9.06,2.43,6.51,0.038,0.103,218,0.118,0.870,0.108,0.000,0.022,63761,27186,10,0.157,0.157,0.007,177499,0.137,0.116,0.014,162.33,39047,74,1.43,0.573,0.010,2946,277,0,0.000
490000,879,4.554,0.063,11.23,73098,37074,43,34686,1759,342,1610320.9,79348.0,0.117,0.166,0.174,0.266,0.277,1786,63.16,4.87,40.01,8.96,3.48,7.76,0.20,1.02,19.47,3.14,3.48,7.76,0.054,0.121,106,0.208,0.874,0.115,0.000,0.011,49986,23168,5,0.350,0.000,0.133,961700,0.121,0.123,0.016,161.84,27212,72,2.29,0.655,0.001,3412,625,0,0.000
500000,880,4.606,0.062,11.05,50377,39155,53,11141,27,147,1614583.4,36347.6,0.120,0.157,0.169,0.271,0.283,2507,63.31,2.60,38.41,8.77,4.67,8.64,0.16,1.59,20.07,4.18,4.64,8.62,0.073,0.135,118,0.189,0.859,0.127,0.000,0.014,35813,15691,5,0.389,0.011,0.075,786091,0.118,0.128,0.020,161.99,18168,24,3.26,0.905,0.005,2165,11,0,0.000
510000,848,4.587,0.060,11.05,51276,38891,68,12333,16,198,1618444.6,41710.2,0.120,0.163,0.169,0.267,0.281,2449,63.88,0.83,40.37,7.65,3.24,7.54,0.10,1.04,20.17,2.98,3.23,7.53,0.051,0.118,120,0.142,0.881,0.108,0.000,0.011,36582,14994,5,0.296,0.176,0.045,677305,0.125,0.116,0.012,162.16,18428,28,3.38,0.919,0.001,2776,23,0,0.000
520000,1112,3.773,0.047,10.80,65006,36175,107,27796,664,307,1601580.6,53077.7,0.104,0.148,0.163,0.288,0.296,2027,49.20,25.77,29.03,18.52,3.72,7.98,0.22,2.17,16.23,7.61,3.71,7.97,0.059,0.128,126,0.174,0.839,0.142,0.000,0.019,44302,19097,8,0.210,0.149,0.037,457515,0.151,0.109,0.012,162.51,23753,60,1.91,0.690,0.011,3320,567,0,0.000
530000,916,4.329,0.050,11.25,63096,38264,129,24167,732,230,1607967.4,49103.8,0.148,0.156,0.161,0.269,0.266,1909,61.17,12.28,37.29,11.65,3.73,8.02,0.11,1.11,20.03,4.28,3.73,8.02,0.058,0.125,101,0.175,0.848,0.135,0.000,0.016,48902,22409,7,0.317,0.034,0.029,246362,0.190,0.113,0.013,161.79,23911,57,2.03,0.692,0.002,2913,1076,0,0.000
540000,1062,3.902,0.046,11.14,47474,33710,193,13074,351,142,1599872.6,37783.9,0.120,0.144,0.145,0.298,0.293,2569,53.31,23.00,32.84,16.97,3.05,7.39,0.07,0.96,17.35,6.80,3.03,7.36,0.048,0.116,106,0.143,0.875,0.116,0.000,0.009,32793,13310,10,0.250,0.055,0.018,282670,0.188,0.104,0.008,162.38,17337,79,2.89,0.754,0.001,2376,104,0,0.000
550000,1192,3.660,0.055,11.22,59513,36807,125,21548,903,150,1594314.6,43903.6,0.153,0.122,0.125,0.283,0.317,2094,45.92,27.82,28.10,19.73,2.93,7.28,0.10,1.00,14.79,8.03,2.93,7.28,0.046,0.114,126,0.146,0.875,0.102,0.000,0.023,42980,20272,10,0.264,0.120,0.026,489449,0.186,0.117,0.015,161.92,22365,97,2.04,0.648,0.000,3798,535,0,0.000
560000,1204,3.624,0.056,10.98,73049,35439,114,35843,1641,255,1600640.8,53454.7,0.121,0.112,0.114,0.300,0.352,1813,44.72,27.70,25.78,19.51,3.71,7.97,0.20,1.54,15.03,7.57,3.70,7.97,0.058,0.125,122,0.174,0.833,0.154,0.000,0.013,50533,25754,10,0.195,0.000,0.080,791304,0.141,0.116,0.013,162.42,27030,91,1.49,0.606,0.012,4003,556,0,0.000
570000,1323,3.368,0.057,11.18,76059,35068,88,38785,1999,498,1591893.1,60481.7,0.101,0.113,0.116,0.307,0.362,1700,41.51,28.66,23.29,19.86,3.74,8.01,0.15,1.76,14.33,8.02,3.72,8.00,0.061,0.134,140,0.172,0.831,0.140,0.000,0.029,51797,27510,10,0.190,0.015,0.023,457086,0.158,0.122,0.017,162.13,28607,90,1.56,0.616,0.008,3373,348,0,0.000
580000,1239,3.491,0.064,10.92,74190,36686,94,35239,2255,432,1600296.2,56524.4,0.120,0.126,0.128,0.309,0.317,1733,42.74,28.46,24.38,19.77,3.75,8.02,0.10,0.73,14.51,7.90,3.72,8.01,0.060,0.131,128,0.176,0.847,0.140,0.000,0.013,49237,24273,7,0.350,0.010,0.024,278370,0.191,0.125,0.018,162.26,27167,80,1.60,0.636,0.000,3419,354,0,0.000
590000,1131,3.611,0.078,10.36,74316,37353,116,34950,2005,243,1596306.4,59025.7,0.147,0.128,0.133,0.273,0.320,1868,45.65,27.53,25.35,18.76,5.15,9.06,0.16,1.39,14.99,8.00,5.14,9.05,0.081,0.142,138,0.216,0.730,0.181,0.000,0.088,45816,23322,8,0.247,0.159,0.045,218645,0.175,0.165,0.038,162.02,26659,75,1.69,0.651,0.004,2775,419,0,0.000
600000,1125,3.761,0.052,10.77,81429,38314,91,40896,2134,480,1603398.1,66306.7,0.120,0.152,0.159,0.281,0.287,1762,48.86,25.80,29.36,18.85,3.22,7.60,0.11,1.03,16.16,7.52,3.14,7.45,0.052,0.125,143,0.144,0.864,0.111,0.000,0.025,51466,27331,8,0.291,0.074,0.060,476544,0.143,0.113,0.013,161.95,28618,77,1.62,0.618,0.010,3486,1515,0,0.000
610000,1099,3.826,0.058,10.74,81023,36341,90,42646,1972,834,1598441.2,77279.1,0.111,0.157,0.158,0.272,0.301,1735,50.06,24.65,29.47,18.76,4.42,8.74,0.04,0.58,16.13,6.10,4.39,8.73,0.072,0.142,118,0.169,0.830,0.150,0.000,0.020,52169,25741,9,0.285,0.011,0.012,412896,0.161,0.127,0.019,162.05,28142,74,1.81,0.644,0.011,4075,1508,0,0.000
620000,876,4.607,0.062,10.75,50031,34021,162,15842,229,230,1597774.4,46652.8,0.114,0.145,0.145,0.254,0.341,2681,62.47,9.65,39.39,10.66,4.24,8.68,0.04,0.60,18.80,3.39,4.24,8.68,0.066,0.136,70,0.211,0.876,0.114,0.000,0.010,32988,14435,7,0.315,0.000,0.005,105578,0.188,0.125,0.017,161.94,17825,64,2.94,0.798,0.001,2930,37,0,0.000
