step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,gain_mean,kills_young_share,meat_majority,eaten_with_sensor,kills_by_sensor,who_decisions,who_used
110000,847,4.591,0.064,10.54,58405,44224,16,14080,115,452,1641233.6,39406.7,0.055,0.205,0.233,0.286,0.221,2206,63.66,2.89,44.18,6.91,1.55,5.70,0.01,0.18,17.91,3.15,1.55,5.69,0.025,0.090,88,0.270,0.934,0.047,0.000,0.019,40683,17954,5,0.349,0.000,0.004,40990,0.209,0.126,0.019,161.96,20298,32,2.80,0.816,0.004,573,122,1093,0.192
120000,831,4.515,0.063,10.65,56219,44233,25,11957,20,391,1639294.6,39148.9,0.052,0.195,0.228,0.297,0.228,2387,63.54,3.65,43.69,7.88,2.22,6.72,0.00,0.03,17.63,2.74,2.20,6.69,0.035,0.107,80,0.286,0.917,0.066,0.000,0.017,39747,16768,4,0.294,0.132,0.001,19422,0.222,0.131,0.021,161.72,19822,20,3.27,0.879,0.008,373,12,316,0.180
130000,1056,3.984,0.062,11.41,65381,44727,45,19872,512,376,1621470.1,51483.9,0.119,0.151,0.188,0.300,0.242,1996,52.45,23.24,35.45,18.33,1.72,5.86,0.05,0.59,15.23,6.23,1.59,5.65,0.029,0.099,143,0.216,0.908,0.073,0.000,0.019,47600,24210,5,0.333,0.033,0.014,50809,0.234,0.132,0.022,160.60,24444,44,2.59,0.755,0.006,598,36,745,0.140
140000,893,4.415,0.064,10.78,63553,43533,36,19585,562,373,1635491.9,45831.8,0.110,0.144,0.195,0.305,0.246,2019,62.49,7.86,42.71,9.40,1.68,5.68,0.01,0.37,18.08,3.95,1.68,5.68,0.027,0.089,140,0.213,0.932,0.050,0.000,0.018,44870,20667,5,0.291,0.034,0.002,67574,0.261,0.124,0.017,161.51,23485,51,2.34,0.718,0.001,525,51,698,0.254
150000,856,4.526,0.067,10.42,53700,43907,36,9781,13,356,1639058.0,32240.3,0.057,0.188,0.242,0.297,0.216,2471,63.57,2.34,42.07,7.61,2.60,6.43,0.01,0.15,18.89,3.62,2.50,6.15,0.041,0.102,101,0.173,0.923,0.062,0.000,0.015,36115,14939,5,0.299,0.000,0.002,21411,0.223,0.127,0.018,162.19,18701,26,3.30,0.876,0.005,310,7,295,0.190
160000,844,4.454,0.068,10.89,55271,46295,46,8926,16,518,1636439.2,28384.4,0.050,0.194,0.226,0.307,0.223,2491,63.56,2.94,41.12,6.93,1.45,4.35,0.00,0.10,20.99,5.12,1.35,3.89,0.023,0.068,153,0.122,0.941,0.050,0.000,0.009,36661,15861,5,0.512,0.071,0.001,38010,0.210,0.129,0.018,162.33,19956,41,3.18,0.792,0.004,386,22,428,0.327
170000,867,4.566,0.077,10.33,64082,48874,22,14997,166,538,1607101.1,39533.0,0.053,0.182,0.206,0.317,0.242,2037,61.78,9.79,38.74,11.33,3.73,7.89,0.00,0.00,19.30,4.89,3.67,7.76,0.058,0.123,157,0.113,0.877,0.111,0.000,0.013,42191,18591,6,0.216,0.238,0.000,23982,0.190,0.141,0.023,162.06,23714,59,2.64,0.705,0.009,367,19,351,0.217
180000,1178,3.502,0.062,10.37,68407,46651,13,21111,321,511,1635429.0,52602.2,0.034,0.180,0.231,0.305,0.250,2114,44.52,26.43,28.33,21.14,2.02,6.38,0.01,0.17,14.16,6.18,2.02,6.38,0.032,0.100,172,0.176,0.882,0.086,0.002,0.031,42757,18448,5,0.348,0.119,0.001,19917,0.194,0.124,0.017,161.96,23938,47,2.49,0.737,0.023,401,37,389,0.203
190000,1160,3.581,0.060,10.26,101793,48790,9,51509,1503,449,1616209.0,78650.9,0.034,0.184,0.226,0.293,0.264,1586,44.97,27.34,28.87,19.92,1.93,6.04,0.01,0.19,14.16,7.88,1.83,5.72,0.031,0.095,171,0.222,0.875,0.097,0.000,0.028,61290,28714,6,0.300,0.020,0.002,19229,0.205,0.120,0.016,162.06,36112,54,1.53,0.667,0.018,397,240,668,0.226
200000,991,3.956,0.070,10.26,82895,46190,22,35518,1334,611,1627548.5,60697.4,0.029,0.181,0.209,0.309,0.272,1932,52.83,23.07,35.41,18.16,2.59,7.15,0.00,0.00,14.82,5.99,2.58,7.10,0.041,0.112,104,0.428,0.871,0.115,0.000,0.014,50199,25822,7,0.360,0.000,0.000,16652,0.220,0.135,0.023,162.01,28635,65,1.71,0.631,0.007,277,79,329,0.255
210000,1030,3.911,0.057,10.21,89202,43379,33,44528,1223,695,1638050.1,78816.2,0.033,0.199,0.221,0.289,0.258,1881,51.18,22.99,34.45,18.23,2.05,6.12,0.01,0.18,14.67,5.70,2.04,6.08,0.032,0.096,150,0.292,0.855,0.127,0.000,0.017,55083,29874,6,0.321,0.109,0.002,15252,0.238,0.117,0.014,162.00,30055,51,1.77,0.692,0.008,429,60,564,0.190
220000,959,3.966,0.064,10.12,85937,44352,46,40691,919,716,1635881.1,76406.7,0.037,0.191,0.212,0.298,0.262,1891,54.24,20.26,36.12,16.41,2.55,6.65,0.00,0.00,15.56,5.64,2.40,6.36,0.040,0.104,180,0.172,0.842,0.148,0.000,0.010,55503,31121,5,0.436,0.021,0.000,21985,0.240,0.138,0.025,161.70,29689,50,1.88,0.699,0.016,497,71,643,0.229
230000,954,4.096,0.061,10.14,73086,41554,64,30925,548,638,1633731.2,59264.2,0.027,0.173,0.202,0.319,0.279,2093,55.53,19.02,37.60,15.79,2.11,6.29,0.00,0.03,15.82,4.10,2.05,6.11,0.033,0.098,114,0.200,0.858,0.123,0.000,0.019,43151,22685,5,0.371,0.000,0.001,13631,0.218,0.119,0.014,162.12,25301,48,1.92,0.719,0.007,215,19,201,0.209
240000,936,4.162,0.062,10.08,73930,42068,45,31075,760,600,1637189.1,58280.6,0.026,0.175,0.207,0.322,0.271,2188,55.87,19.90,37.76,16.03,2.56,6.63,0.00,0.00,15.55,5.38,2.46,6.42,0.040,0.104,123,0.169,0.811,0.171,0.000,0.018,42784,23199,5,0.427,0.000,0.000,11806,0.243,0.123,0.016,162.14,23990,48,1.88,0.704,0.007,232,27,221,0.167
250000,1044,3.809,0.062,9.99,81829,43382,46,37495,798,749,1633087.5,72247.5,0.035,0.191,0.213,0.304,0.257,1926,48.14,24.38,31.67,18.89,2.64,6.85,0.02,0.33,13.80,5.85,2.60,6.77,0.041,0.107,172,0.116,0.796,0.173,0.000,0.031,50931,27939,5,0.295,0.000,0.005,16994,0.257,0.143,0.028,161.86,26952,46,1.93,0.713,0.020,416,91,538,0.219
260000,1215,3.753,0.052,10.12,87585,53497,191,32927,799,727,1589019.4,63836.4,0.230,0.154,0.165,0.239,0.212,1751,47.16,24.77,30.12,18.88,1.58,5.33,0.16,0.92,15.30,8.20,1.46,5.04,0.025,0.085,266,0.116,0.841,0.109,0.001,0.049,59682,35391,6,0.235,0.128,0.046,319851,0.087,0.120,0.017,159.59,32206,59,1.94,0.670,0.016,818,342,2802,0.088
270000,982,3.981,0.060,10.06,83062,48932,151,33382,830,765,1618557.8,63674.2,0.152,0.153,0.173,0.272,0.250,1849,54.32,21.33,37.11,16.90,1.96,5.97,0.02,0.50,15.23,5.50,1.89,5.87,0.031,0.094,128,0.214,0.869,0.115,0.000,0.016,53081,31673,5,0.422,0.018,0.002,79107,0.075,0.128,0.020,160.29,28817,64,1.91,0.678,0.008,310,102,1035,0.078
280000,963,4.099,0.063,10.06,74195,45652,45,27983,534,580,1627252.4,59452.6,0.044,0.169,0.200,0.317,0.270,2191,54.63,19.74,36.82,16.11,2.53,6.66,0.01,0.19,15.28,4.79,2.51,6.62,0.040,0.104,147,0.169,0.821,0.157,0.000,0.022,48350,27396,5,0.306,0.045,0.002,14718,0.238,0.123,0.017,160.74,25377,43,2.12,0.736,0.018,336,12,343,0.195
290000,949,3.963,0.059,10.10,79238,44019,35,34648,550,608,1637299.0,68359.3,0.036,0.174,0.220,0.300,0.270,2067,56.45,18.79,38.56,15.25,2.11,6.07,0.00,0.00,15.78,5.36,2.03,5.81,0.033,0.095,140,0.173,0.849,0.138,0.000,0.013,48501,24235,6,0.375,0.000,0.000,19256,0.243,0.125,0.017,162.02,26637,49,1.97,0.706,0.007,399,78,434,0.221
300000,989,4.030,0.067,10.10,79679,43739,61,35226,613,516,1629452.4,68184.1,0.035,0.170,0.213,0.307,0.275,2010,53.25,21.32,36.65,17.17,1.66,5.26,0.00,0.00,14.93,5.38,1.65,5.22,0.026,0.082,137,0.140,0.858,0.127,0.000,0.014,48285,24022,7,0.364,0.000,0.000,11156,0.236,0.124,0.017,161.76,27094,48,1.94,0.704,0.009,329,60,279,0.237
310000,1003,3.876,0.062,10.25,75433,41793,53,33096,477,563,1639102.9,67867.6,0.029,0.161,0.198,0.323,0.288,2056,54.00,20.96,35.99,16.34,1.74,5.72,0.01,0.26,16.25,6.83,1.69,5.53,0.027,0.089,169,0.151,0.874,0.103,0.000,0.023,44282,20314,6,0.304,0.081,0.004,15354,0.210,0.122,0.016,162.35,26514,56,2.05,0.659,0.014,264,47,297,0.145
320000,1106,3.656,0.063,10.07,82392,46496,33,35269,491,883,1631740.1,73921.3,0.051,0.164,0.193,0.311,0.281,1824,47.78,25.00,31.86,19.38,2.18,6.35,0.00,0.00,13.74,6.03,2.15,6.27,0.034,0.099,158,0.118,0.842,0.136,0.000,0.023,51048,25524,7,0.340,0.000,0.000,24393,0.203,0.126,0.020,161.66,29366,62,2.10,0.657,0.013,459,337,978,0.170
330000,971,4.017,0.060,10.03,84000,46033,69,37385,648,635,1632205.0,72355.1,0.036,0.168,0.207,0.310,0.279,1937,56.64,18.30,38.75,14.95,2.09,6.47,0.00,0.13,15.80,4.77,2.00,6.21,0.033,0.101,110,0.239,0.887,0.098,0.000,0.015,52769,27904,6,0.376,0.057,0.001,13406,0.214,0.120,0.015,161.74,28930,51,1.94,0.703,0.001,368,54,393,0.221
340000,964,4.061,0.057,10.07,72009,43420,74,27930,592,382,1640127.9,54338.0,0.037,0.171,0.203,0.306,0.283,2215,56.63,18.53,38.78,15.14,2.25,6.55,0.01,0.10,15.60,4.83,2.17,6.31,0.035,0.102,117,0.120,0.866,0.116,0.000,0.018,46017,21594,6,0.383,0.044,0.003,15566,0.210,0.124,0.018,162.21,24691,59,1.95,0.690,0.002,289,106,390,0.226
350000,941,4.071,0.051,10.11,72647,42865,73,29128,604,424,1638209.0,55984.8,0.037,0.173,0.202,0.313,0.274,2064,57.83,17.03,39.55,14.32,2.22,6.28,0.01,0.39,16.05,4.42,2.18,6.24,0.035,0.099,124,0.140,0.836,0.151,0.000,0.013,45470,20273,6,0.397,0.029,0.001,12466,0.250,0.112,0.012,162.23,24313,50,1.92,0.707,0.004,289,35,319,0.216
360000,946,4.047,0.056,10.12,67633,41162,110,26016,340,364,1637352.1,50488.5,0.039,0.165,0.190,0.317,0.289,2061,57.02,17.51,39.61,14.73,1.60,5.12,0.00,0.00,15.81,4.68,1.60,5.12,0.025,0.080,135,0.146,0.862,0.127,0.000,0.012,42343,18928,5,0.386,0.000,0.000,12294,0.211,0.117,0.013,162.29,23505,46,1.94,0.731,0.005,221,32,235,0.153
370000,893,4.318,0.058,10.16,66525,41158,72,25114,234,427,1638975.0,54390.2,0.034,0.168,0.195,0.319,0.283,2253,61.45,11.50,42.34,11.04,2.26,6.48,0.02,0.35,16.83,4.29,2.17,6.22,0.035,0.101,103,0.125,0.862,0.125,0.000,0.012,41674,17256,5,0.371,0.140,0.006,15474,0.235,0.125,0.018,162.31,22789,35,2.17,0.782,0.010,268,23,278,0.147
380000,1027,3.955,0.054,10.16,60671,39952,74,19717,794,364,1638713.8,41068.4,0.033,0.167,0.191,0.317,0.293,2540,51.56,23.96,35.50,18.62,1.49,5.44,0.02,0.48,14.55,6.06,1.39,5.05,0.024,0.087,112,0.145,0.888,0.095,0.000,0.017,39883,18120,5,0.285,0.000,0.002,9861,0.233,0.117,0.014,162.50,21091,54,2.08,0.723,0.004,190,9,191,0.162
390000,1003,3.994,0.060,10.11,69093,40951,82,27278,806,407,1629072.1,50981.1,0.032,0.170,0.195,0.316,0.287,2203,54.16,21.52,37.09,17.39,1.74,5.65,0.01,0.19,15.32,5.65,1.67,5.36,0.027,0.089,123,0.115,0.857,0.123,0.000,0.020,41830,17317,6,0.332,0.000,0.001,13080,0.207,0.125,0.018,162.41,23786,49,1.87,0.714,0.005,205,86,303,0.264
400000,901,4.190,0.068,10.08,81535,43186,36,37813,602,529,1633382.2,68936.5,0.032,0.172,0.207,0.305,0.283,1968,58.16,15.77,39.17,14.21,2.47,6.78,0.01,0.17,16.51,4.19,2.43,6.64,0.039,0.106,96,0.261,0.845,0.143,0.000,0.012,47554,20154,6,0.236,0.181,0.003,12451,0.198,0.128,0.018,162.34,27264,47,1.82,0.714,0.008,258,23,242,0.240
410000,949,4.048,0.062,10.15,73467,41899,54,30816,650,531,1638823.2,59630.6,0.034,0.175,0.204,0.310,0.277,2181,57.60,17.28,39.11,14.80,2.23,6.26,0.00,0.03,16.25,4.09,2.21,6.19,0.035,0.098,102,0.318,0.836,0.151,0.000,0.014,42666,19753,5,0.357,0.000,0.001,11230,0.225,0.125,0.017,162.27,24464,39,1.94,0.752,0.006,246,40,249,0.245
420000,984,3.970,0.062,10.11,74382,42515,48,31269,515,476,1628982.9,61712.2,0.037,0.174,0.202,0.310,0.278,2036,54.23,18.88,35.98,15.43,2.18,5.97,0.01,0.26,16.05,4.81,2.09,5.72,0.035,0.098,161,0.206,0.847,0.136,0.000,0.017,42998,20710,5,0.358,0.000,0.002,10642,0.216,0.126,0.019,162.17,25535,38,1.97,0.755,0.015,208,10,223,0.166
430000,935,4.035,0.073,10.16,80398,44538,36,35369,504,678,1626812.9,66315.3,0.035,0.165,0.197,0.315,0.287,1935,56.33,19.10,37.70,15.14,2.14,6.16,0.02,0.49,16.46,5.69,2.14,6.16,0.033,0.096,111,0.304,0.881,0.104,0.000,0.015,46020,22654,5,0.280,0.017,0.002,11883,0.194,0.133,0.020,162.20,28261,49,1.87,0.695,0.001,247,35,268,0.187
440000,952,4.102,0.069,10.16,73030,43588,29,29029,367,778,1634910.4,58431.4,0.034,0.165,0.198,0.321,0.282,2251,55.96,19.26,37.31,15.38,2.29,6.15,0.00,0.13,16.36,6.02,2.26,6.09,0.036,0.096,125,0.180,0.858,0.127,0.000,0.015,41288,19932,6,0.284,0.000,0.001,12268,0.165,0.129,0.020,162.10,24781,43,2.01,0.734,0.009,247,10,256,0.148
450000,896,4.321,0.069,10.21,62927,43556,32,19184,211,620,1640831.6,43055.8,0.039,0.180,0.206,0.307,0.268,2332,60.78,11.73,41.22,11.39,2.13,5.78,0.01,0.20,17.42,5.07,2.13,5.77,0.034,0.091,136,0.204,0.867,0.105,0.000,0.028,39172,17553,6,0.402,0.000,0.002,7900,0.202,0.128,0.019,162.39,22185,57,2.24,0.690,0.018,185,5,195,0.200
460000,880,4.416,0.068,10.57,55404,44919,37,10386,78,514,1637739.2,31222.1,0.034,0.177,0.195,0.330,0.264,2681,60.89,6.34,39.00,9.28,2.16,5.61,0.00,0.00,19.73,4.74,2.02,5.15,0.036,0.091,144,0.152,0.893,0.091,0.000,0.016,36180,14632,5,0.237,0.170,0.000,9821,0.209,0.121,0.015,162.47,20422,42,3.01,0.791,0.005,164,4,200,0.165
470000,900,4.274,0.071,10.54,58257,46175,21,12012,29,755,1632028.5,36609.9,0.026,0.164,0.178,0.353,0.278,2400,60.85,8.50,39.56,9.17,0.87,3.34,0.01,0.19,20.41,6.01,0.67,1.99,0.016,0.057,213,0.147,0.924,0.053,0.000,0.022,37082,16309,5,0.373,0.002,0.002,18265,0.181,0.123,0.016,162.41,21340,60,3.05,0.697,0.001,196,3,211,0.123
480000,879,4.212,0.060,10.67,63589,54951,9,8493,157,701,1618272.9,19746.2,0.021,0.157,0.164,0.380,0.278,2118,61.83,4.39,37.92,5.23,1.04,2.37,0.00,0.00,22.88,5.12,0.99,2.18,0.018,0.042,182,0.179,0.914,0.071,0.000,0.016,39697,19153,3,0.425,0.027,0.000,15921,0.178,0.114,0.012,162.77,23608,67,2.32,0.670,0.000,146,15,224,0.152
490000,913,4.132,0.053,10.83,57424,51802,22,5548,18,723,1624222.2,15516.7,0.018,0.155,0.158,0.389,0.280,2281,59.12,4.30,36.12,5.00,1.37,2.80,0.00,0.00,21.64,4.54,1.35,2.74,0.023,0.047,221,0.113,0.875,0.105,0.000,0.020,37793,15609,3,0.595,0.079,0.000,13694,0.176,0.107,0.010,162.85,22232,48,2.80,0.782,0.001,193,10,243,0.189
500000,943,4.056,0.052,10.91,59965,53071,29,6815,20,1005,1617158.1,19931.4,0.022,0.137,0.141,0.408,0.291,2082,58.69,5.11,35.24,5.91,1.07,3.20,0.03,0.42,22.36,5.09,0.92,2.18,0.018,0.055,279,0.050,0.887,0.085,0.000,0.029,41409,18637,3,0.651,0.000,0.004,30172,0.245,0.106,0.010,162.70,23724,64,2.92,0.755,0.002,241,31,234,0.150
510000,998,4.000,0.050,10.73,60612,53274,36,7240,7,1015,1624048.4,21496.2,0.058,0.123,0.133,0.398,0.287,2109,55.92,6.38,34.07,5.40,1.06,3.00,0.00,0.10,20.79,4.79,0.97,2.59,0.018,0.050,287,0.055,0.911,0.071,0.000,0.018,42665,17992,4,0.384,0.129,0.002,53906,0.172,0.102,0.008,162.65,23785,70,2.97,0.734,0.005,197,12,217,0.138
520000,973,4.048,0.044,10.62,61893,52512,19,9368,19,1488,1625817.0,28270.7,0.054,0.137,0.143,0.382,0.284,2103,56.59,5.93,34.13,5.88,1.10,2.66,0.01,0.19,21.35,4.61,1.00,2.11,0.020,0.051,271,0.084,0.890,0.097,0.000,0.013,42046,14088,5,0.524,0.051,0.003,33879,0.183,0.102,0.009,162.78,24338,98,3.02,0.659,0.002,211,26,239,0.222
530000,943,4.125,0.043,10.92,58807,48304,109,10412,12,1276,1624374.1,32067.2,0.078,0.117,0.119,0.387,0.298,2124,58.57,4.67,35.57,4.04,1.26,3.65,0.00,0.10,21.73,4.58,1.18,3.29,0.021,0.060,206,0.107,0.892,0.093,0.000,0.015,44319,17467,4,0.477,0.000,0.001,21923,0.221,0.098,0.008,162.70,22712,60,3.08,0.799,0.000,204,10,250,0.208
540000,974,3.943,0.044,11.00,53928,45501,93,8281,22,966,1623257.6,24100.7,0.073,0.133,0.140,0.366,0.288,2226,57.22,4.25,35.03,3.91,1.43,3.81,0.01,0.23,20.75,5.08,1.31,3.23,0.024,0.062,225,0.097,0.886,0.093,0.000,0.021,38418,15101,5,0.290,0.000,0.003,24762,0.207,0.098,0.007,162.94,21130,54,2.91,0.779,0.001,254,13,255,0.216
550000,1027,3.845,0.050,11.33,58760,49011,92,9580,24,1200,1624032.5,28291.2,0.056,0.131,0.136,0.377,0.300,1912,54.45,5.32,35.10,4.12,1.02,3.08,0.02,0.38,18.31,4.33,0.93,2.70,0.018,0.057,241,0.115,0.907,0.074,0.000,0.019,41749,16956,4,0.297,0.246,0.005,46449,0.223,0.100,0.007,162.69,23872,67,2.95,0.742,0.005,433,25,503,0.155
560000,1012,3.974,0.054,11.32,64474,49659,32,14724,74,969,1611415.0,42597.9,0.041,0.132,0.133,0.391,0.303,1962,53.98,11.03,33.78,10.68,0.70,2.87,0.07,0.84,19.44,5.41,0.59,2.47,0.016,0.072,248,0.089,0.925,0.050,0.000,0.025,42071,17749,6,0.274,0.112,0.012,83192,0.175,0.105,0.009,162.42,25599,72,2.89,0.690,0.016,651,36,889,0.147
570000,1084,3.695,0.055,11.47,65927,51317,53,14266,219,754,1611236.5,36530.6,0.044,0.137,0.134,0.393,0.293,1768,49.92,13.13,30.69,12.62,0.79,3.06,0.02,0.17,18.42,4.92,0.64,2.21,0.017,0.062,327,0.087,0.914,0.061,0.000,0.025,43259,20517,6,0.223,0.339,0.014,89451,0.201,0.110,0.011,162.48,26048,63,2.56,0.688,0.024,642,71,1089,0.133
580000,860,4.378,0.085,11.71,67217,49427,31,17945,38,1208,1607805.2,56071.2,0.048,0.123,0.129,0.414,0.285,1778,60.11,6.38,39.00,9.66,3.62,7.96,0.00,0.00,17.49,3.04,3.59,7.93,0.058,0.125,175,0.201,0.879,0.107,0.000,0.014,43316,26130,5,0.278,0.031,0.000,31386,0.156,0.154,0.031,160.36,26521,66,3.12,0.753,0.000,376,20,493,0.164
590000,1157,3.510,0.075,12.55,60356,45189,21,14789,60,909,1618631.2,46100.3,0.042,0.138,0.147,0.391,0.283,1850,45.75,24.30,28.76,21.76,1.00,4.66,0.03,0.41,15.96,5.85,0.97,4.56,0.017,0.079,233,0.111,0.928,0.036,0.000,0.035,38208,21749,4,0.396,0.067,0.005,11122,0.232,0.146,0.028,160.78,24865,43,3.12,0.805,0.011,183,7,218,0.147
600000,910,3.953,0.104,11.54,97155,53334,53,42435,1580,882,1595844.8,80291.6,0.068,0.101,0.105,0.404,0.322,1240,50.03,23.99,25.06,16.81,10.14,11.78,0.18,2.51,14.65,6.70,10.04,11.69,0.159,0.184,155,0.409,0.792,0.180,0.000,0.027,66682,37733,5,0.418,0.100,0.013,186475,0.213,0.214,0.071,158.71,38909,67,1.89,0.652,0.008,1682,1240,5644,0.179
610000,946,4.110,0.073,11.95,76703,41061,63,34362,1181,837,1587383.1,68023.4,0.081,0.113,0.118,0.388,0.301,1628,55.14,20.93,38.33,17.90,2.62,7.49,0.03,0.32,14.16,4.84,2.59,7.42,0.041,0.117,107,0.323,0.915,0.071,0.000,0.014,52612,32825,5,0.388,0.068,0.010,128076,0.198,0.152,0.030,156.84,28734,65,1.98,0.672,0.006,1344,673,3900,0.224
620000,1114,3.617,0.081,11.50,88786,43420,116,43267,1815,1300,1606754.8,76093.6,0.076,0.102,0.105,0.415,0.302,1473,47.04,26.26,31.42,21.72,2.58,7.51,0.04,0.45,13.00,6.27,2.45,7.19,0.044,0.128,144,0.257,0.894,0.069,0.000,0.037,62742,39690,6,0.306,0.041,0.011,129156,0.202,0.168,0.039,159.43,34039,72,1.76,0.642,0.012,1507,510,4324,0.181
630000,1210,3.459,0.064,11.29,85152,45288,139,37702,1927,802,1591961.5,69857.6,0.111,0.097,0.099,0.378,0.316,1539,43.81,26.58,28.78,22.77,1.87,6.38,0.05,0.52,13.11,5.31,1.85,6.36,0.030,0.105,153,0.228,0.916,0.051,0.000,0.033,61005,39511,6,0.358,0.000,0.012,85211,0.209,0.141,0.026,158.11,33101,72,1.85,0.650,0.017,1016,586,2706,0.170
