step,mass,hard,muscle,sensor,digestive,attack,speed,age,energy,plant,meat,lineage
100000,56,31,1,0,24,1,0.018,2637,5.91,507.25,8.25,63
100000,56,31,1,0,24,1,0.018,2600,5.15,503.97,6.31,63
100000,60,36,1,0,23,1,0.017,1980,7.97,433.90,5.69,63
100000,64,36,0,0,28,0,0.000,1840,4.58,535.05,0.00,113
100000,64,36,0,0,28,0,0.000,1754,6.47,469.44,0.00,113
100000,60,36,1,0,23,1,0.017,1674,7.66,352.21,7.18,63
100000,64,35,0,0,29,0,0.000,1572,3.74,389.79,0.00,113
100000,56,31,1,0,24,1,0.018,1423,6.95,280.68,0.00,63
100000,57,32,1,0,24,1,0.018,1401,4.95,259.36,0.00,63
100000,64,36,0,0,28,0,0.000,1379,8.39,366.57,0.00,113
100000,64,33,11,2,18,11,0.172,1220,3.64,257.01,49.67,72
100000,57,33,1,0,23,1,0.018,1205,5.04,259.47,3.82,63
100000,64,35,0,0,29,0,0.000,1124,1.10,278.59,0.00,113
100000,2,0,0,0,2,0,0.000,1059,1.87,20.18,0.00,59
100000,1,0,0,0,1,0,0.000,1047,1.13,11.64,0.00,120
100000,64,35,0,0,29,0,0.000,970,7.28,245.27,0.00,113
100000,64,35,0,0,29,0,0.000,903,1.98,217.92,0.00,113
100000,4,0,0,0,4,0,0.000,859,1.08,12.36,0.00,59
100000,52,29,0,0,23,0,0.000,856,3.84,172.01,0.00,59
100000,64,36,0,0,28,0,0.000,837,7.31,207.47,0.00,113
100000,5,3,0,0,2,0,0.000,820,1.02,22.36,0.00,119
100000,56,31,1,0,24,1,0.018,802,3.07,168.20,0.00,63
100000,26,20,0,0,6,0,0.000,795,3.25,89.52,0.00,59
100000,64,34,3,0,27,3,0.047,763,6.37,164.68,15.49,116
100000,64,35,0,0,29,0,0.000,738,7.88,184.55,0.00,113
100000,50,28,0,0,22,0,0.000,738,5.41,193.23,0.00,59
100000,55,32,0,0,23,0,0.000,738,5.89,146.36,0.00,59
100000,5,3,0,0,2,0,0.000,712,1.26,18.92,0.00,119
100000,53,30,0,0,23,0,0.000,708,5.30,172.30,0.00,59
100000,64,36,0,0,28,0,0.000,692,6.90,148.29,0.00,113
100000,64,33,11,2,18,11,0.172,690,4.91,135.27,25.14,72
100000,64,34,6,0,24,6,0.094,689,6.19,119.62,26.58,118
100000,64,36,0,0,28,0,0.000,680,1.31,185.47,0.00,113
100000,64,35,0,0,29,0,0.000,673,4.47,173.38,0.00,113
100000,56,32,0,0,24,0,0.000,662,7.09,136.20,0.00,63
100000,9,0,0,0,9,0,0.000,659,1.70,31.50,0.00,59
100000,60,36,1,0,23,1,0.017,639,5.22,122.25,0.00,63
100000,48,27,0,0,21,0,0.000,636,2.07,100.34,0.00,59
100000,57,33,1,0,23,1,0.018,623,6.26,119.23,0.00,63
100000,64,36,0,0,28,0,0.000,603,3.78,133.61,0.00,113
100000,64,36,0,0,28,0,0.000,601,6.54,139.82,0.00,113
100000,37,21,0,1,15,0,0.000,599,5.22,98.34,0.00,59
100000,64,36,0,0,28,0,0.000,591,4.79,149.07,0.00,113
100000,64,36,0,0,28,0,0.000,584,4.70,130.20,0.00,113
100000,64,32,19,0,13,18,0.297,571,6.05,103.75,33.44,99
100000,64,36,0,0,28,0,0.000,557,5.83,166.41,0.00,113
100000,64,35,0,0,29,0,0.000,555,3.79,146.85,0.00,113
100000,44,24,0,0,20,0,0.000,552,0.62,88.01,0.00,59
100000,56,32,0,0,24,0,0.000,550,6.57,109.02,0.00,63
100000,55,32,0,0,23,0,0.000,550,3.76,131.93,0.00,59
100000,64,34,0,0,30,0,0.000,549,4.43,156.39,0.00,113
100000,64,36,0,0,28,0,0.000,539,7.14,129.54,0.00,113
100000,51,27,0,0,24,0,0.000,539,3.78,118.00,0.00,59
100000,56,31,1,0,24,1,0.018,538,4.12,108.81,0.00,63
100000,58,32,0,0,26,0,0.000,535,4.30,136.28,0.00,59
100000,52,30,0,0,22,0,0.000,529,6.98,118.14,0.00,59
100000,64,35,0,0,29,0,0.000,528,8.39,122.69,0.00,113
100000,47,27,0,0,20,0,0.000,527,2.22,115.78,0.00,59
100000,2,0,0,0,2,0,0.000,527,1.27,9.94,0.00,59
100000,55,32,0,0,23,0,0.000,527,5.70,88.77,0.00,59
100000,53,30,0,0,23,0,0.000,526,3.76,94.53,0.00,59
100000,64,34,0,0,30,0,0.000,525,5.36,132.92,0.00,113
100000,64,36,0,0,28,0,0.000,523,6.06,146.82,0.00,113
100000,64,37,0,0,27,0,0.000,518,5.73,106.83,0.00,113
100000,64,36,0,0,28,0,0.000,505,3.95,114.63,0.00,113
100000,64,35,0,0,29,0,0.000,505,7.57,144.95,0.00,113
100000,64,37,0,0,27,0,0.000,500,5.08,175.39,0.00,113
100000,56,31,1,0,24,1,0.018,496,5.92,91.43,0.00,63
100000,50,28,0,0,22,0,0.000,496,3.90,109.18,0.00,59
100000,56,31,1,0,24,1,0.018,493,5.15,83.56,0.00,63
100000,64,34,0,0,30,0,0.000,489,7.28,166.14,0.00,113
100000,53,30,0,0,23,0,0.000,486,5.79,108.38,0.00,59
100000,64,38,0,0,26,0,0.000,482,5.51,118.44,0.00,113
100000,56,34,0,0,22,0,0.000,479,2.05,113.21,0.00,59
100000,64,34,0,0,30,0,0.000,476,3.54,108.06,0.00,113
100000,61,35,1,0,25,1,0.016,472,7.58,92.03,1.29,63
100000,1,0,0,0,1,0,0.000,466,1.18,5.75,0.00,120
100000,4,0,0,0,4,0,0.000,461,0.61,4.93,0.00,59
100000,64,36,0,0,28,0,0.000,461,7.00,97.61,0.00,113
100000,56,34,0,0,22,0,0.000,449,4.08,110.13,0.00,59
100000,64,35,0,0,29,0,0.000,447,7.79,104.69,0.00,113
100000,64,36,0,0,28,0,0.000,441,7.95,127.92,0.00,113
100000,64,33,11,2,18,11,0.172,436,7.11,95.04,2.66,72
100000,64,41,0,0,23,0,0.000,432,7.21,96.85,0.00,113
100000,64,34,3,0,27,3,0.047,431,5.91,95.15,8.29,116
100000,6,0,0,0,6,0,0.000,425,1.29,9.15,0.00,59
100000,23,15,0,0,8,0,0.000,422,3.93,35.59,0.00,59
100000,64,36,0,0,28,0,0.000,421,6.14,96.51,0.00,113
100000,64,36,0,0,28,0,0.000,421,3.72,120.39,0.00,113
100000,2,0,0,0,2,0,0.000,421,1.25,3.76,0.00,59
100000,64,31,0,0,33,0,0.000,420,1.26,84.22,0.00,113
100000,64,36,0,0,28,0,0.000,417,5.91,88.49,0.00,113
100000,55,32,0,0,23,0,0.000,414,3.84,94.62,0.00,59
100000,64,34,13,2,15,13,0.203,414,4.50,55.03,35.09,72
100000,56,32,0,0,24,0,0.000,406,5.19,91.56,0.00,63
100000,64,33,11,2,18,11,0.172,405,8.17,102.09,8.13,72
100000,64,36,0,0,28,0,0.000,404,5.26,93.44,0.00,113
100000,64,36,0,0,28,0,0.000,401,4.13,113.83,0.00,113
100000,1,0,0,0,1,0,0.000,396,1.77,4.01,0.00,120
100000,64,36,0,0,28,0,0.000,393,2.32,105.96,0.00,113
100000,57,33,1,0,23,1,0.018,392,4.68,83.15,0.00,63
100000,64,37,0,0,27,0,0.000,391,7.68,105.78,0.00,113
100000,53,30,0,0,23,0,0.000,390,6.01,82.65,0.00,59
100000,50,28,0,0,22,0,0.000,387,3.98,79.92,0.00,59
100000,64,36,0,0,28,0,0.000,387,7.28,101.43,0.00,113
100000,64,35,0,0,29,0,0.000,386,5.04,98.67,0.00,113
100000,64,36,0,0,28,0,0.000,383,0.31,88.90,0.00,113
100000,53,30,0,0,23,0,0.000,382,0.33,72.91,0.00,59
100000,53,30,0,0,23,0,0.000,381,4.91,68.81,0.00,59
100000,5,3,0,0,2,0,0.000,376,0.97,10.25,0.00,119
100000,64,36,0,0,28,0,0.000,376,3.36,77.81,0.00,113
100000,53,30,0,0,23,0,0.000,374,4.72,82.01,0.00,59
100000,64,35,0,0,29,0,0.000,366,5.13,85.02,0.00,113
100000,50,28,0,0,22,0,0.000,365,5.14,66.67,0.00,59
100000,64,36,0,0,28,0,0.000,362,6.90,83.58,0.00,113
100000,64,36,0,0,28,0,0.000,361,0.80,73.20,0.00,113
100000,64,36,0,0,28,0,0.000,361,5.13,84.33,0.00,113
100000,64,36,0,0,28,0,0.000,358,4.89,88.41,0.00,113
100000,64,33,12,2,17,12,0.188,355,0.90,62.12,10.38,72
100000,25,15,0,0,10,0,0.000,353,4.17,34.05,0.00,59
100000,49,27,0,0,22,0,0.000,352,6.32,82.04,0.00,59
100000,64,36,0,0,28,0,0.000,351,1.85,75.85,0.00,113
100000,64,36,0,0,28,0,0.000,351,4.57,69.22,0.00,113
100000,56,32,0,0,24,0,0.000,350,3.77,61.99,0.00,63
100000,49,15,0,3,31,0,0.000,350,2.05,59.89,0.00,113
100000,53,30,0,0,23,0,0.000,347,1.46,60.51,0.00,59
100000,64,35,0,0,29,0,0.000,346,3.37,80.79,0.00,113
100000,64,35,0,0,29,0,0.000,344,2.79,83.71,0.00,113
100000,64,36,0,0,28,0,0.000,344,4.86,95.60,0.00,113
100000,57,33,1,0,23,1,0.018,341,3.69,57.69,0.00,63
100000,37,21,0,1,15,0,0.000,341,4.24,48.67,0.00,59
100000,64,29,4,0,31,4,0.062,335,4.87,60.15,0.98,99
100000,14,7,0,0,7,0,0.000,334,1.70,32.97,0.00,59
100000,64,36,0,0,28,0,0.000,333,2.39,73.12,0.00,113
100000,51,27,0,0,24,0,0.000,333,5.11,88.23,0.00,59
100000,64,21,18,0,25,14,0.281,333,7.08,23.04,43.68,113
100000,49,27,0,0,22,0,0.000,332,0.74,60.03,0.00,59
100000,50,28,0,0,22,0,0.000,331,3.35,66.99,0.00,59
100000,36,23,0,1,12,0,0.000,330,0.57,43.27,0.00,59
100000,9,0,0,0,9,0,0.000,327,2.47,17.61,0.00,59
100000,51,27,0,0,24,0,0.000,326,1.20,53.91,0.00,59
100000,64,36,0,0,28,0,0.000,325,6.36,84.49,0.00,113
100000,30,9,0,0,21,0,0.000,323,4.99,54.47,0.00,59
100000,30,9,0,0,21,0,0.000,323,3.94,50.91,0.00,59
100000,64,35,0,0,29,0,0.000,322,5.43,91.58,0.00,113
100000,64,35,0,0,29,0,0.000,320,3.23,81.95,0.00,113
100000,5,3,0,0,2,0,0.000,316,0.81,5.37,0.00,119
100000,64,35,0,0,29,0,0.000,316,6.80,74.96,0.00,113
100000,64,46,0,0,18,0,0.000,315,1.45,66.76,0.00,59
100000,61,36,0,0,25,0,0.000,315,6.37,67.59,0.00,59
100000,56,31,1,0,24,1,0.018,313,6.42,55.34,3.23,63
100000,64,35,0,0,29,0,0.000,311,6.47,72.57,0.00,113
100000,64,36,0,0,28,0,0.000,311,6.56,85.71,0.00,113
100000,64,36,0,0,28,0,0.000,310,5.91,64.87,0.00,113
100000,64,32,19,0,13,18,0.297,304,5.11,55.92,7.17,99
100000,64,34,3,0,27,3,0.047,303,2.72,58.39,2.50,116
100000,52,29,0,0,23,0,0.000,301,5.39,54.95,0.00,59
100000,47,29,0,0,18,0,0.000,300,4.78,67.81,0.00,59
100000,64,35,0,0,29,0,0.000,300,5.95,66.83,0.00,113
100000,64,36,0,0,28,0,0.000,299,2.49,65.91,0.00,113
100000,47,27,0,0,20,0,0.000,299,3.40,55.32,0.00,59
100000,64,36,0,0,28,0,0.000,299,2.18,69.93,0.00,113
