step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,gain_mean,kills_young_share,meat_majority,eaten_with_sensor,kills_by_sensor,who_decisions,who_used
160000,1088,3.803,0.078,13.66,97854,46108,6,49672,1985,999,1573140.1,87085.0,0.113,0.101,0.153,0.309,0.325,997,47.61,25.24,28.01,19.73,4.04,8.84,0.67,1.94,14.89,5.69,3.79,8.30,0.064,0.141,191,0.172,0.843,0.136,0.000,0.021,63542,28968,5,0.174,0.484,0.267,1770927,0.150,0.163,0.038,157.91,43071,45,1.75,0.733,0.010,8084,1373,13867,0.198
170000,1219,3.586,0.060,15.79,113413,46915,13,62912,3442,1305,1581512.0,103239.2,0.139,0.149,0.174,0.272,0.265,740,45.13,26.00,28.29,20.39,0.70,3.30,0.68,2.90,15.46,6.90,0.59,3.07,0.016,0.071,309,0.085,0.943,0.038,0.001,0.019,79561,34358,7,0.363,0.363,0.195,2580296,0.143,0.142,0.028,159.52,55011,52,1.64,0.672,0.014,9621,3766,21242,0.236
180000,1025,4.030,0.068,15.19,81043,53940,4,26534,759,559,1606547.6,68078.1,0.078,0.254,0.206,0.248,0.214,903,51.45,21.72,30.78,15.95,1.24,4.81,2.02,3.37,17.41,7.29,1.09,4.20,0.020,0.081,327,0.056,0.917,0.049,0.000,0.034,51764,16257,6,0.174,0.368,0.388,3026705,0.179,0.134,0.022,161.38,40486,48,2.57,0.740,0.012,6499,1570,11642,0.240
190000,1021,4.025,0.064,14.46,110011,53649,1,53329,3036,674,1594436.2,115585.8,0.075,0.285,0.186,0.253,0.201,786,50.43,22.90,28.43,17.01,2.74,6.69,1.36,2.52,17.90,7.20,2.47,5.97,0.043,0.105,298,0.105,0.848,0.122,0.000,0.029,72652,30719,7,0.223,0.069,0.402,4592721,0.202,0.136,0.023,160.55,50601,58,2.17,0.689,0.056,9997,3811,18763,0.210
200000,1300,3.421,0.063,13.45,128879,52923,7,71342,4328,809,1600781.6,134477.3,0.086,0.287,0.229,0.232,0.166,804,40.08,28.13,24.07,20.97,2.35,6.88,0.86,2.61,12.79,7.11,2.24,6.57,0.040,0.118,229,0.096,0.876,0.092,0.000,0.032,84062,39251,9,0.402,0.012,0.274,4047968,0.183,0.131,0.022,160.21,53926,55,1.88,0.680,0.042,11184,6465,25671,0.213
210000,1050,3.973,0.066,14.22,117197,52897,19,61051,3480,1430,1605274.8,107317.5,0.087,0.334,0.216,0.205,0.157,880,51.95,21.53,33.14,17.52,2.00,6.10,0.99,2.25,15.82,6.05,1.81,5.48,0.050,0.112,220,0.084,0.854,0.106,0.000,0.040,77816,37884,7,0.188,0.263,0.350,4177027,0.181,0.133,0.021,161.57,49477,61,1.76,0.674,0.040,10443,2577,19671,0.224
220000,1019,4.136,0.070,14.32,93882,52080,3,40693,1137,2549,1610157.6,85982.6,0.086,0.285,0.199,0.244,0.186,979,52.94,20.40,33.88,16.50,2.07,6.24,1.22,1.99,15.77,5.84,1.95,5.86,0.044,0.114,217,0.123,0.876,0.091,0.000,0.032,58816,23114,6,0.288,0.244,0.483,4159502,0.178,0.140,0.024,161.61,41052,45,2.11,0.722,0.031,7369,3174,14636,0.228
230000,1345,3.335,0.067,12.94,89128,53203,3,34686,910,1518,1609196.9,78077.5,0.085,0.264,0.197,0.260,0.194,1082,39.94,26.01,23.67,19.47,1.46,5.33,0.94,2.02,13.87,6.96,1.37,5.08,0.024,0.087,235,0.091,0.914,0.061,0.000,0.025,57280,25696,9,0.326,0.180,0.312,4930451,0.187,0.136,0.022,161.77,37605,53,2.25,0.696,0.023,8731,5240,21098,0.247
240000,1148,3.699,0.065,14.16,118435,52904,11,62765,2952,676,1606252.4,107284.0,0.098,0.288,0.225,0.214,0.175,847,47.10,25.07,29.74,19.31,2.05,6.41,0.62,1.60,14.70,6.66,1.82,5.66,0.033,0.104,243,0.080,0.869,0.103,0.000,0.028,74276,31200,8,0.179,0.216,0.269,3990793,0.165,0.130,0.021,161.58,50274,66,1.71,0.646,0.027,7286,6226,19740,0.209
250000,1428,3.113,0.071,13.52,126062,50305,14,72391,3072,450,1585432.1,126244.6,0.080,0.272,0.286,0.202,0.160,757,37.20,28.13,23.61,21.58,1.84,6.03,0.39,1.07,11.37,6.77,1.79,5.85,0.030,0.097,280,0.134,0.871,0.096,0.000,0.033,77944,34945,9,0.203,0.277,0.176,3605638,0.170,0.142,0.028,160.54,56401,67,1.74,0.646,0.034,17866,6298,45292,0.226
260000,1275,3.430,0.067,13.40,124390,51177,36,69972,3358,524,1610236.1,119029.2,0.096,0.257,0.275,0.204,0.168,767,43.07,26.68,27.61,20.97,1.93,6.15,0.46,1.18,13.07,6.43,1.91,6.14,0.032,0.102,238,0.163,0.848,0.120,0.000,0.032,78599,34886,10,0.174,0.253,0.245,3087274,0.167,0.141,0.026,160.70,55511,71,1.70,0.620,0.026,14380,14176,52027,0.203
270000,1252,3.572,0.060,13.22,112405,45406,51,63483,3488,664,1604980.8,118057.9,0.107,0.238,0.258,0.210,0.187,932,43.71,27.19,28.45,21.84,2.35,6.93,0.21,1.22,12.71,5.87,2.33,6.88,0.039,0.114,209,0.088,0.867,0.109,0.000,0.023,70959,32526,11,0.139,0.064,0.081,1945240,0.157,0.137,0.023,160.10,48813,65,1.86,0.678,0.049,7235,11633,30624,0.176
280000,1185,3.615,0.071,13.13,129978,47150,55,77220,5620,724,1600401.1,125026.8,0.105,0.255,0.270,0.201,0.170,853,44.55,26.95,28.67,21.49,2.33,6.89,0.22,1.44,13.33,6.64,2.26,6.65,0.037,0.110,198,0.108,0.868,0.109,0.001,0.022,85078,43004,12,0.205,0.041,0.079,1121093,0.170,0.145,0.028,160.09,54760,69,1.62,0.644,0.045,4562,15133,29435,0.162
290000,1151,3.722,0.060,12.80,111641,48143,31,59232,4269,800,1608024.2,105868.9,0.090,0.265,0.277,0.202,0.166,924,47.31,25.87,31.80,21.04,1.94,6.24,0.26,1.35,13.31,6.41,1.91,6.16,0.032,0.101,176,0.110,0.887,0.086,0.000,0.027,75141,37931,10,0.268,0.023,0.078,1105839,0.192,0.133,0.023,160.48,48393,73,1.79,0.635,0.036,6298,12725,30015,0.197
300000,1233,3.501,0.058,12.50,99539,47107,38,48473,3839,754,1588012.9,88875.7,0.109,0.241,0.282,0.193,0.175,1084,43.03,27.57,28.07,22.38,2.01,6.47,0.16,1.32,12.78,6.81,1.97,6.44,0.033,0.108,200,0.091,0.869,0.106,0.000,0.025,65623,31158,12,0.204,0.358,0.043,823717,0.157,0.135,0.023,158.58,43205,77,1.83,0.660,0.037,3715,6643,14971,0.173
310000,1097,3.860,0.065,13.00,98907,45360,35,51324,2324,2052,1636349.2,96926.3,0.091,0.281,0.259,0.194,0.175,1141,49.82,22.85,33.03,19.91,2.28,6.72,0.09,0.86,14.42,5.81,2.16,6.55,0.041,0.111,175,0.137,0.864,0.109,0.000,0.026,61910,29195,9,0.171,0.141,0.022,840034,0.164,0.131,0.022,160.77,41021,60,1.89,0.679,0.037,5565,7751,23425,0.172
320000,929,4.395,0.070,13.65,83476,45500,31,37120,993,2190,1627708.8,79455.9,0.108,0.282,0.242,0.192,0.176,1250,57.71,15.31,39.57,14.93,3.09,7.79,0.05,0.64,15.00,4.32,3.06,7.76,0.052,0.124,137,0.164,0.856,0.114,0.000,0.030,52652,22539,10,0.214,0.171,0.011,174342,0.212,0.149,0.029,160.22,34405,56,2.14,0.696,0.031,3158,729,4618,0.207
330000,1026,4.078,0.062,13.70,84393,46336,46,37019,895,1027,1623510.0,79305.3,0.129,0.277,0.243,0.183,0.168,1316,54.76,19.02,35.99,17.81,3.62,8.48,0.26,1.80,14.88,4.69,3.42,8.16,0.062,0.138,167,0.134,0.846,0.130,0.000,0.024,54093,25348,8,0.164,0.283,0.057,629629,0.184,0.132,0.021,159.92,34577,50,2.14,0.715,0.033,6273,2921,15875,0.236
340000,1060,4.191,0.060,13.87,88205,46398,82,40766,925,1324,1614019.0,83337.1,0.131,0.297,0.254,0.164,0.155,1078,54.13,20.48,34.75,18.76,4.37,8.99,0.27,1.76,14.75,4.75,4.34,8.99,0.074,0.146,147,0.170,0.816,0.158,0.000,0.026,59311,27027,10,0.145,0.231,0.065,438414,0.195,0.129,0.019,159.60,38059,44,2.04,0.731,0.030,6440,3897,15324,0.241
350000,1190,3.616,0.065,13.57,101857,45421,53,54509,1744,1148,1631951.6,98028.8,0.109,0.273,0.246,0.198,0.175,1060,45.46,26.34,28.89,21.91,3.35,8.29,0.06,0.77,13.16,4.87,3.28,8.23,0.055,0.133,166,0.136,0.859,0.120,0.000,0.021,64889,28987,7,0.290,0.197,0.008,475563,0.203,0.140,0.027,160.68,43887,47,1.80,0.718,0.044,7208,4448,17132,0.267
360000,1167,3.609,0.061,13.44,105093,46149,52,54347,4568,662,1635603.8,92974.8,0.090,0.247,0.220,0.250,0.193,967,46.05,26.78,30.68,21.86,2.59,7.43,0.05,0.55,12.74,5.57,2.57,7.41,0.041,0.119,135,0.135,0.886,0.096,0.000,0.018,65821,27580,7,0.150,0.182,0.009,195493,0.189,0.130,0.021,160.97,46322,52,1.71,0.696,0.017,4829,1676,7515,0.290
370000,1218,3.595,0.067,13.17,107058,47346,46,55527,4088,714,1631222.1,95856.3,0.098,0.258,0.228,0.234,0.182,972,43.13,27.84,28.16,22.39,2.60,7.47,0.03,0.65,12.36,5.85,2.57,7.41,0.042,0.121,148,0.141,0.879,0.097,0.000,0.024,66898,29943,8,0.165,0.088,0.002,154685,0.186,0.142,0.027,160.55,46330,49,1.73,0.708,0.025,4578,938,5910,0.286
380000,1391,3.317,0.062,13.29,112622,46004,58,62842,3545,811,1623766.8,101304.4,0.092,0.262,0.252,0.223,0.171,923,38.81,29.24,24.82,22.65,2.87,7.74,0.08,0.84,11.03,6.37,2.83,7.73,0.049,0.133,168,0.117,0.866,0.102,0.000,0.032,67739,28398,6,0.145,0.363,0.017,135357,0.201,0.138,0.028,161.21,49926,57,1.61,0.682,0.028,3976,1046,5229,0.277
390000,1348,3.338,0.057,13.63,105661,46277,43,56789,2595,864,1620625.5,96703.7,0.107,0.255,0.244,0.219,0.176,955,40.09,28.78,25.53,22.40,3.03,7.92,0.12,1.29,11.42,6.11,2.97,7.87,0.050,0.132,146,0.120,0.875,0.103,0.000,0.022,66329,30161,9,0.251,0.077,0.013,138298,0.204,0.135,0.025,159.86,47293,59,1.70,0.677,0.027,3986,754,4470,0.292
400000,1227,3.636,0.064,13.12,102229,45704,32,53972,2642,602,1635894.1,92147.6,0.092,0.261,0.228,0.233,0.187,971,44.85,27.04,29.59,21.92,2.44,7.22,0.09,1.18,12.73,5.74,2.44,7.22,0.039,0.117,149,0.152,0.892,0.084,0.000,0.024,64215,26307,9,0.229,0.068,0.013,137195,0.200,0.135,0.023,160.99,45243,58,1.71,0.680,0.025,4013,1141,4792,0.242
410000,1171,3.709,0.074,12.64,104038,44816,36,56172,3070,573,1634198.1,95747.5,0.087,0.259,0.212,0.246,0.195,1065,44.37,27.40,29.06,22.18,2.94,7.88,0.02,0.42,12.34,5.59,2.94,7.86,0.046,0.123,128,0.130,0.868,0.104,0.000,0.027,60653,26503,8,0.203,0.107,0.003,76733,0.202,0.146,0.030,161.31,41592,53,1.70,0.701,0.030,3068,753,3253,0.232
420000,1208,3.575,0.069,12.15,109862,43800,25,62979,3021,826,1636137.2,100000.9,0.090,0.241,0.222,0.248,0.199,1116,44.01,27.29,28.88,22.07,2.94,7.61,0.03,0.52,12.16,5.54,2.77,7.51,0.059,0.137,130,0.138,0.846,0.132,0.000,0.022,62845,28909,9,0.291,0.069,0.005,72723,0.215,0.137,0.024,161.26,42773,57,1.59,0.682,0.033,2731,715,3253,0.255
430000,1151,3.751,0.066,12.56,105126,45489,33,57259,2402,550,1640230.8,93010.8,0.081,0.258,0.215,0.253,0.193,1186,46.30,26.49,30.56,21.76,2.70,7.56,0.06,1.52,12.99,5.77,2.69,7.53,0.042,0.118,140,0.189,0.872,0.100,0.000,0.028,62394,26855,10,0.311,0.000,0.003,45011,0.221,0.136,0.024,161.40,40143,59,1.62,0.683,0.025,1824,575,2474,0.258
440000,1175,3.807,0.071,12.57,98985,45076,33,51691,2161,310,1638083.4,83727.7,0.078,0.241,0.215,0.261,0.205,1225,46.38,27.04,31.42,21.64,2.49,7.25,0.06,0.92,12.41,5.99,2.49,7.25,0.040,0.117,138,0.163,0.885,0.090,0.000,0.025,59948,24780,9,0.153,0.180,0.008,52674,0.201,0.139,0.025,161.59,38366,70,1.62,0.654,0.029,2113,918,2817,0.195
450000,1030,4.095,0.065,13.22,79254,41690,47,36145,1517,307,1641846.9,65507.9,0.074,0.228,0.210,0.266,0.223,1323,53.04,23.27,36.67,18.96,2.75,7.64,0.00,0.16,13.62,5.77,2.75,7.64,0.043,0.119,111,0.242,0.889,0.093,0.000,0.017,51038,21897,9,0.234,0.029,0.001,41252,0.215,0.135,0.023,161.53,32544,78,1.81,0.661,0.009,2179,265,1694,0.235
460000,1141,3.790,0.069,12.98,80666,41950,35,36979,1591,257,1636871.8,67324.3,0.074,0.231,0.200,0.270,0.225,1355,49.16,25.77,33.63,20.71,2.63,7.50,0.01,0.15,12.89,6.05,2.63,7.50,0.041,0.117,120,0.220,0.890,0.089,0.000,0.020,50535,21561,9,0.238,0.000,0.003,58841,0.201,0.135,0.023,161.68,32527,68,1.82,0.678,0.014,2439,480,2217,0.230
470000,1355,3.388,0.073,12.26,92338,42086,36,47641,2361,365,1622078.1,77480.7,0.072,0.220,0.207,0.273,0.227,1250,39.92,29.35,26.14,22.55,2.67,7.53,0.02,0.49,11.09,6.71,2.65,7.52,0.042,0.118,125,0.167,0.882,0.097,0.000,0.021,57065,26189,7,0.393,0.009,0.004,59645,0.188,0.145,0.030,161.52,36240,74,1.63,0.638,0.021,2482,378,2215,0.229
480000,1412,3.277,0.066,12.08,102301,41730,45,57455,3014,376,1636138.8,86062.2,0.076,0.219,0.212,0.274,0.219,1203,38.34,29.27,24.98,22.83,2.36,7.12,0.04,0.58,10.96,6.32,2.35,7.11,0.038,0.114,137,0.235,0.885,0.090,0.000,0.025,62081,28533,7,0.417,0.156,0.006,89883,0.167,0.134,0.024,161.55,39327,78,1.50,0.611,0.025,2873,712,2988,0.198
490000,1234,3.502,0.068,12.30,97266,41741,51,53663,1989,367,1638492.0,82966.7,0.072,0.208,0.199,0.291,0.229,1334,43.21,28.20,28.94,22.43,2.24,6.96,0.04,0.80,12.00,6.11,2.23,6.95,0.036,0.112,134,0.149,0.904,0.077,0.000,0.019,59390,25404,9,0.310,0.024,0.007,77664,0.176,0.132,0.021,161.87,37661,72,1.55,0.632,0.015,2533,984,3314,0.216
500000,1302,3.405,0.057,12.25,89147,40610,84,46357,2028,309,1635719.9,75758.7,0.073,0.215,0.202,0.281,0.229,1403,41.64,29.29,28.37,22.56,2.12,6.79,0.03,0.53,11.13,6.94,2.11,6.78,0.034,0.109,116,0.125,0.902,0.079,0.000,0.019,55262,24773,9,0.270,0.015,0.002,37989,0.218,0.118,0.015,161.85,34375,66,1.63,0.663,0.009,2191,276,1668,0.257
510000,1184,3.720,0.048,12.91,95573,43926,95,48047,3623,334,1620143.9,80309.5,0.089,0.225,0.206,0.271,0.209,1255,45.50,27.77,30.64,21.57,2.96,7.89,0.02,0.35,11.89,6.19,2.96,7.89,0.046,0.123,107,0.185,0.875,0.107,0.000,0.018,64914,34821,8,0.246,0.131,0.003,52815,0.206,0.119,0.016,160.29,36487,76,1.67,0.643,0.018,2855,861,2861,0.222
520000,1210,3.546,0.040,13.16,86709,44676,82,39127,2798,338,1607580.9,74822.1,0.127,0.235,0.201,0.252,0.184,1207,45.28,27.94,30.69,21.77,2.72,7.60,0.02,0.57,11.85,6.32,2.71,7.59,0.042,0.119,108,0.284,0.893,0.088,0.000,0.018,62503,32744,7,0.349,0.000,0.004,41578,0.242,0.117,0.018,157.91,35298,58,1.91,0.703,0.011,2456,325,2000,0.220
530000,1077,3.808,0.047,13.24,71474,40647,98,29162,1700,229,1635841.1,58837.4,0.089,0.236,0.207,0.264,0.203,1462,50.78,25.14,35.27,19.93,2.67,7.55,0.01,0.27,12.83,6.24,2.67,7.55,0.042,0.118,98,0.249,0.877,0.095,0.000,0.028,49384,21806,8,0.285,0.052,0.002,38987,0.234,0.121,0.019,161.21,29990,61,2.02,0.720,0.008,2380,396,1866,0.223
540000,1211,3.569,0.049,12.65,71272,39840,151,29826,1321,315,1637843.5,60152.5,0.078,0.240,0.206,0.267,0.209,1585,45.17,27.98,30.26,21.80,2.90,7.83,0.03,0.71,11.98,6.38,2.89,7.81,0.045,0.122,97,0.209,0.882,0.105,0.000,0.013,50218,22500,8,0.310,0.000,0.003,39901,0.240,0.118,0.015,161.47,29115,68,2.02,0.708,0.012,2630,442,2194,0.260
550000,1160,3.669,0.055,12.81,72860,40013,152,31311,1435,283,1633258.9,61163.2,0.082,0.239,0.205,0.268,0.207,1545,48.00,26.82,33.47,21.08,2.03,6.67,0.09,1.07,12.42,6.62,2.03,6.67,0.032,0.104,101,0.241,0.910,0.066,0.000,0.023,52555,24099,7,0.284,0.053,0.007,44275,0.209,0.124,0.017,160.89,29918,76,1.95,0.685,0.003,2397,493,1973,0.239
560000,929,4.313,0.058,13.57,68115,38562,142,28611,1031,219,1652365.4,57161.3,0.067,0.240,0.206,0.267,0.220,1734,57.84,18.22,40.25,15.84,3.11,8.08,0.02,0.35,14.47,4.52,3.10,8.05,0.049,0.126,64,0.284,0.882,0.103,0.000,0.015,45420,20624,7,0.333,0.044,0.002,28710,0.238,0.125,0.017,162.09,28074,63,2.00,0.702,0.006,2024,170,1228,0.252
570000,1159,3.705,0.057,12.95,69783,37620,136,30842,955,337,1644909.1,61331.2,0.063,0.245,0.209,0.258,0.224,1726,47.23,26.56,31.79,21.10,2.75,7.64,0.00,0.00,12.70,6.08,2.73,7.62,0.043,0.122,115,0.182,0.881,0.100,0.000,0.019,45877,20728,8,0.306,0.079,0.000,29691,0.239,0.128,0.021,162.11,28186,63,1.99,0.710,0.015,2113,133,1210,0.260
580000,1128,3.790,0.063,12.94,74649,38983,75,34493,1129,245,1639282.5,65906.9,0.053,0.239,0.205,0.271,0.232,1687,48.35,26.16,33.26,20.98,2.49,7.31,0.01,0.30,12.59,6.05,2.49,7.31,0.039,0.114,98,0.184,0.890,0.089,0.000,0.021,46582,22250,9,0.223,0.016,0.003,27809,0.236,0.126,0.018,162.29,29658,70,1.91,0.683,0.005,2159,226,1316,0.269
590000,1140,3.755,0.059,12.87,75793,39970,74,34372,1365,275,1639966.5,65671.5,0.065,0.246,0.211,0.258,0.219,1684,47.70,26.70,32.70,21.27,2.45,7.26,0.07,1.06,12.49,6.57,2.44,7.26,0.039,0.115,107,0.211,0.891,0.082,0.000,0.027,48124,21900,9,0.159,0.083,0.008,26901,0.224,0.124,0.018,161.64,30502,76,1.91,0.673,0.007,2060,130,1083,0.243
600000,1039,4.003,0.047,13.28,71241,39594,70,30537,1141,289,1629008.8,62240.4,0.083,0.252,0.209,0.241,0.215,1719,51.70,24.26,35.09,19.42,3.31,8.28,0.03,0.52,13.27,5.69,3.30,8.27,0.052,0.129,87,0.281,0.889,0.101,0.000,0.010,48098,22961,8,0.192,0.007,0.003,29392,0.217,0.117,0.016,160.64,29201,78,2.04,0.689,0.015,2087,99,1109,0.245
610000,1217,3.593,0.059,12.62,68202,38268,115,28584,1057,328,1638065.1,59131.8,0.080,0.255,0.207,0.243,0.216,1776,44.55,27.88,30.14,22.03,2.30,7.06,0.00,0.06,12.10,6.34,2.28,7.03,0.036,0.110,116,0.177,0.896,0.085,0.000,0.020,46222,20428,9,0.222,0.009,0.003,38324,0.217,0.124,0.019,161.42,27911,71,2.07,0.707,0.017,1978,147,1447,0.237
620000,1196,3.718,0.064,12.64,75493,38366,111,35498,1539,312,1644413.1,63733.0,0.066,0.241,0.218,0.253,0.221,1774,45.03,27.85,30.10,21.83,2.74,7.62,0.09,1.35,12.11,6.23,2.72,7.59,0.044,0.120,104,0.169,0.875,0.100,0.000,0.024,47619,20465,9,0.173,0.228,0.012,51944,0.196,0.133,0.022,162.13,30573,86,1.80,0.652,0.019,2153,223,1725,0.247
