step,mass,hard,muscle,sensor,digestive,attack,speed,age,energy,plant,meat,lineage
100000,63,42,0,0,21,0,0.000,2749,5.49,526.45,0.00,18
100000,64,43,0,0,21,0,0.000,2638,6.53,540.24,0.00,18
100000,63,42,0,0,21,0,0.000,2295,6.47,447.82,0.00,18
100000,64,42,0,0,22,0,0.000,1898,5.91,495.06,0.00,92
100000,63,42,0,0,21,0,0.000,1894,4.68,440.97,0.00,92
100000,63,42,0,0,21,0,0.000,1855,4.24,433.62,0.00,92
100000,63,42,0,0,21,0,0.000,1848,1.65,344.09,0.00,18
100000,63,42,0,0,21,0,0.000,1813,6.78,440.01,0.00,92
100000,64,42,0,0,22,0,0.000,1801,7.25,463.05,0.00,92
100000,64,42,0,0,22,0,0.000,1794,6.16,369.83,0.00,18
100000,63,42,0,0,21,0,0.000,1729,4.46,393.16,0.00,92
100000,63,42,0,0,21,0,0.000,1596,2.95,387.56,0.00,92
100000,63,42,0,0,21,0,0.000,1578,5.02,318.43,0.00,18
100000,63,42,0,0,21,0,0.000,1564,6.54,364.70,0.00,92
100000,64,42,0,0,22,0,0.000,1530,2.23,336.57,0.00,18
100000,63,42,0,0,21,0,0.000,1493,0.39,256.61,0.00,18
100000,63,42,0,0,21,0,0.000,1483,3.78,283.05,0.00,18
100000,64,43,0,0,21,0,0.000,1473,3.38,283.99,0.00,18
100000,63,42,0,0,21,0,0.000,1466,4.88,335.36,0.00,92
100000,64,42,0,0,22,0,0.000,1450,4.61,257.93,0.00,18
100000,63,42,0,0,21,0,0.000,1435,6.35,293.16,0.00,18
100000,64,42,0,0,22,0,0.000,1425,4.01,372.72,0.00,92
100000,64,43,0,0,21,0,0.000,1386,4.61,279.44,0.00,18
100000,64,42,0,0,22,0,0.000,1381,5.68,319.02,0.00,92
100000,63,42,0,0,21,0,0.000,1380,5.17,315.48,0.00,92
100000,63,42,0,0,21,0,0.000,1356,4.70,247.38,0.00,18
100000,64,42,0,0,22,0,0.000,1355,8.21,334.17,0.00,92
100000,64,42,0,0,22,0,0.000,1333,3.19,315.87,0.00,92
100000,63,42,0,0,21,0,0.000,1318,4.57,264.50,0.00,18
100000,63,42,0,0,21,0,0.000,1278,7.02,228.51,0.00,18
100000,64,42,0,0,22,0,0.000,1277,6.80,288.34,0.00,18
100000,63,42,0,0,21,0,0.000,1269,7.16,266.06,0.00,18
100000,64,42,0,1,21,0,0.000,1267,7.68,263.46,0.00,18
100000,63,42,0,0,21,0,0.000,1255,4.71,256.90,0.00,18
100000,64,42,0,0,22,0,0.000,1245,7.03,295.69,0.00,92
100000,63,42,0,0,21,0,0.000,1244,8.05,266.86,0.00,18
100000,63,42,0,0,21,0,0.000,1221,6.63,249.34,0.00,92
100000,63,42,0,0,21,0,0.000,1218,1.46,234.47,0.00,18
100000,63,42,0,0,21,0,0.000,1214,5.84,297.76,0.00,92
100000,62,42,0,0,20,0,0.000,1207,4.84,261.84,0.00,92
100000,64,42,0,0,22,0,0.000,1199,7.86,315.72,0.00,92
100000,64,42,0,0,22,0,0.000,1188,7.57,257.84,0.00,18
100000,64,43,0,0,21,0,0.000,1184,1.80,254.05,0.00,18
100000,64,42,0,0,22,0,0.000,1168,3.86,256.35,0.00,92
100000,63,42,0,0,21,0,0.000,1149,3.75,230.94,0.00,18
100000,63,42,0,0,21,0,0.000,1143,6.58,289.03,0.00,92
100000,63,42,0,0,21,0,0.000,1118,8.00,235.32,0.00,92
100000,64,43,0,0,21,0,0.000,1108,3.00,203.94,0.00,18
100000,63,42,0,0,21,0,0.000,1101,6.17,226.51,0.00,18
100000,64,42,0,0,22,0,0.000,1091,4.96,263.38,0.00,92
100000,63,42,0,0,21,0,0.000,1088,7.48,237.38,0.00,92
100000,63,42,0,0,21,0,0.000,1063,5.77,202.28,0.00,18
100000,63,42,0,0,21,0,0.000,1056,6.36,244.44,0.00,18
100000,64,43,0,0,21,0,0.000,1027,4.55,238.46,0.00,18
100000,63,42,0,0,21,0,0.000,1025,8.16,243.37,0.00,92
100000,63,42,0,0,21,0,0.000,1019,4.62,182.68,0.00,18
100000,63,42,0,0,21,0,0.000,1019,8.18,217.42,0.00,18
100000,63,42,0,0,21,0,0.000,1014,5.74,214.54,0.00,18
100000,64,42,0,0,22,0,0.000,997,0.62,242.00,0.00,92
100000,64,42,0,0,22,0,0.000,983,5.46,252.03,0.00,92
100000,63,42,0,0,21,0,0.000,975,6.40,182.33,0.00,18
100000,64,42,0,0,22,0,0.000,973,4.22,219.75,0.00,18
100000,63,42,0,0,21,0,0.000,949,3.26,167.44,0.00,18
100000,64,48,0,0,16,0,0.000,944,7.21,196.57,0.00,92
100000,63,42,0,0,21,0,0.000,937,7.31,209.34,0.00,92
100000,63,42,0,0,21,0,0.000,922,5.93,209.05,0.00,92
100000,63,42,0,0,21,0,0.000,918,5.98,203.80,0.00,18
100000,64,43,0,0,21,0,0.000,904,5.73,166.25,0.00,18
100000,63,42,0,0,21,0,0.000,899,2.15,148.75,0.00,18
100000,64,43,0,1,20,0,0.000,887,5.40,167.67,0.00,18
100000,64,42,0,0,22,0,0.000,873,5.18,205.06,0.00,92
100000,64,42,0,0,22,0,0.000,864,0.72,185.99,0.00,92
100000,64,42,0,0,22,0,0.000,862,1.31,147.22,0.00,18
100000,64,42,0,0,22,0,0.000,854,4.67,217.91,0.00,92
100000,64,42,0,0,22,0,0.000,852,8.05,204.77,0.00,92
100000,63,42,0,0,21,0,0.000,847,4.26,170.43,0.00,18
100000,64,42,0,0,22,0,0.000,842,7.28,168.86,0.00,18
100000,63,42,0,0,21,0,0.000,838,4.83,180.88,0.00,18
100000,63,42,0,0,21,0,0.000,836,2.74,146.23,0.00,18
100000,63,42,0,0,21,0,0.000,836,4.06,156.62,0.00,18
100000,64,42,0,0,22,0,0.000,832,4.89,205.65,0.00,92
100000,64,42,0,0,22,0,0.000,825,2.33,147.76,0.00,18
100000,64,49,0,0,15,0,0.000,823,8.18,126.65,0.00,18
100000,63,42,0,0,21,0,0.000,816,7.20,186.28,0.00,92
100000,63,42,0,0,21,0,0.000,813,6.90,168.16,0.00,18
100000,63,42,0,0,21,0,0.000,811,4.37,161.19,0.00,92
100000,64,42,0,0,22,0,0.000,809,5.62,223.93,0.00,92
100000,63,42,0,0,21,0,0.000,807,4.39,160.60,0.00,18
100000,63,42,0,0,21,0,0.000,798,4.78,141.75,0.00,18
100000,63,42,0,0,21,0,0.000,794,4.69,179.19,0.00,92
100000,64,42,0,0,22,0,0.000,793,5.21,185.81,0.00,92
100000,64,42,0,0,22,0,0.000,788,8.00,161.16,0.00,88
100000,64,42,0,1,21,0,0.000,779,6.53,160.78,0.00,18
100000,64,42,0,0,22,0,0.000,774,3.24,167.57,0.00,92
100000,63,42,0,0,21,0,0.000,770,7.87,178.61,0.00,18
100000,63,42,0,0,21,0,0.000,752,5.93,137.31,0.00,18
100000,63,42,0,0,21,0,0.000,747,2.93,132.71,0.00,18
100000,62,42,0,0,20,0,0.000,739,1.21,163.30,0.00,92
100000,63,42,0,0,21,0,0.000,713,4.13,147.17,0.00,92
100000,63,42,0,0,21,0,0.000,713,4.16,114.73,0.00,18
100000,63,42,0,0,21,0,0.000,711,6.96,153.77,0.00,92
100000,63,42,0,0,21,0,0.000,710,7.78,141.26,0.00,18
100000,63,42,0,0,21,0,0.000,700,7.52,155.82,0.00,18
100000,63,42,0,0,21,0,0.000,699,3.23,159.57,0.00,18
100000,63,42,0,0,21,0,0.000,697,5.51,150.16,0.00,18
100000,64,44,0,0,20,0,0.000,697,2.18,152.48,0.00,92
