step,lineage,size,hard,muscle,sensor,digestive,attack,bodies,age,plant,meat
5000,1,483,34.6,2.5,0.0,26.8,2.0,119,90,22.81,0.29
5000,4,22,27.2,16.4,0.8,17.5,15.0,5,56,13.37,6.61
6000,1,545,33.7,3.3,0.0,26.6,3.1,120,85,21.07,1.35
7000,1,328,38.5,0.4,0.0,22.4,0.2,88,77,19.65,0.05
8000,1,623,37.8,1.1,0.0,23.7,0.8,172,110,25.62,0.26
8000,7,89,28.2,17.6,0.0,18.2,17.6,7,89,18.46,7.24
9000,1,673,33.7,2.3,0.0,27.9,1.6,216,109,26.22,0.47
9000,7,38,29.2,16.0,0.0,18.8,16.0,4,73,12.33,9.40
10000,1,683,35.5,2.5,0.0,26.0,1.7,179,132,31.93,0.72
10000,7,47,29.3,15.5,0.0,19.2,15.0,13,61,10.19,7.25
11000,1,563,35.9,2.4,0.0,25.7,1.8,168,111,26.76,0.56
11000,7,25,27.6,17.2,0.0,19.2,17.2,3,80,13.77,9.74
12000,1,351,39.9,1.0,0.0,23.0,0.8,101,90,24.02,0.04
12000,7,55,25.9,20.0,0.0,18.1,19.3,4,82,14.33,7.94
13000,1,375,37.7,2.1,0.0,24.2,1.2,126,117,29.62,0.09
13000,7,46,27.6,18.8,0.0,17.7,18.8,5,68,11.49,10.15
14000,1,384,38.3,2.5,0.0,23.2,1.5,123,120,30.01,0.12
14000,7,48,27.6,18.6,0.0,17.8,18.6,5,94,15.71,13.48
15000,1,384,36.6,2.1,0.1,25.3,1.6,134,124,30.45,0.39
15000,19,88,32.8,2.4,0.0,28.8,1.6,27,84,22.84,0.49
15000,7,25,31.6,14.4,0.0,18.0,14.4,5,114,19.53,11.42
16000,1,293,38.7,1.8,0.0,23.6,1.2,82,111,28.41,0.04
16000,20,140,41.1,0.7,0.0,22.2,0.7,28,148,36.52,0.24
16000,21,126,35.3,1.8,0.0,26.9,1.2,38,134,30.85,0.97
16000,7,61,29.7,17.0,0.0,17.2,17.0,9,70,12.40,11.23
16000,23,42,39.9,0.8,0.0,23.3,0.8,15,91,23.76,0.00
16000,24,40,31.8,15.1,0.0,16.8,14.4,7,95,19.35,5.47
16000,25,30,40.3,1.1,0.0,22.5,1.0,8,122,28.04,0.00
17000,1,352,38.6,1.7,0.0,23.7,1.2,110,112,28.70,0.15
17000,20,196,37.9,1.9,0.0,24.2,1.1,66,103,25.96,0.03
17000,23,151,39.3,1.5,0.0,23.2,0.9,37,82,21.86,0.04
17000,21,61,26.2,19.7,0.0,17.9,17.6,11,80,15.72,8.45
17000,24,20,38.8,10.9,0.0,14.4,10.4,9,85,17.09,5.13
17000,25,5,40.0,2.0,0.0,22.0,2.0,1,171,36.46,0.00
18000,1,323,37.7,2.2,0.0,24.1,1.6,96,105,26.48,0.10
18000,20,222,38.8,1.5,0.0,23.6,0.7,67,105,26.04,0.04
18000,23,108,40.3,1.3,0.0,22.3,0.9,26,108,27.17,0.06
18000,24,100,31.8,16.9,0.0,15.3,16.9,10,119,22.90,8.08
18000,21,47,26.0,19.9,0.0,17.9,18.5,9,50,10.99,5.75
19000,1,340,38.7,1.7,0.0,23.6,1.1,99,107,26.59,0.06
19000,20,135,40.8,0.2,0.0,23.0,0.2,34,118,29.05,0.00
19000,24,86,31.4,17.0,0.0,15.7,17.0,6,143,28.05,9.41
19000,23,82,40.0,1.6,0.0,22.3,1.5,18,146,34.41,0.21
19000,21,36,24.9,20.1,0.0,19.0,19.9,2,84,19.74,6.98
